"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
-0.651210148563599,NA,0.563918357472361,0.83452296039628,-1.03132747642849,0.0666552735764928,1.40559022854369,1.2747548783982,0.116006710736137,1.95640643333745,-0.277350098112614
-1.26303223594079,0.155857300039839,0.563918357472361,-1.11269728052837,1.03132747642849,-0.866518556494404,-0.562236091417477,0,0.116006710736137,-0.15049280256442,3.32820117735137
1.69793958036363,-1.87028760047807,-1.01505304345025,-1.11269728052837,1.03132747642849,0.99982910364739,-0.562236091417477,-2.54950975679639,0.116006710736137,-2.25739203846629,-0.277350098112614
-0.38536628442481,0.155857300039839,0.563918357472361,0.83452296039628,-1.03132747642849,0.0666552735764928,0.421677068563107,0,-1.50808723956978,1.95640643333745,-0.277350098112614
1.16041987567771,0.155857300039839,0.563918357472361,0.83452296039628,1.03132747642849,0.99982910364739,0.421677068563107,0,0.116006710736137,-0.15049280256442,-0.277350098112614
0.640683906433362,0.155857300039839,0.563918357472361,0.83452296039628,-0.343775825476164,-0.866518556494404,-0.562236091417477,0,0.116006710736137,-0.15049280256442,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.4465030254934,0.155857300039839,0.563918357472361,-1.11269728052837,-1.03132747642849,-1.7996923865653,1.40559022854369,1.2747548783982,-1.50808723956978,-0.15049280256442,-0.277350098112614
1.13399680443236,-1.87028760047807,-2.59402444437286,0.83452296039628,0.343775825476164,0.0666552735764928,-0.562236091417477,0,0.116006710736137,-0.15049280256442,-0.277350098112614
-1.02594836539053,0.155857300039839,0.563918357472361,0.83452296039628,-1.03132747642849,-1.7996923865653,0.421677068563107,0,0.116006710736137,-0.15049280256442,NA
0.915199883107033,0.155857300039839,0.563918357472361,0.83452296039628,1.03132747642849,0.99982910364739,-1.54614925139806,0,1.74010066104206,-0.15049280256442,-0.277350098112614
-0.787273821270674,0.155857300039839,-1.01505304345025,-1.11269728052837,1.03132747642849,0.99982910364739,-0.562236091417477,-1.2747548783982,0.116006710736137,-0.15049280256442,-0.277350098112614
0.453712882673695,2.18200220055775,0.563918357472361,0.83452296039628,1.03132747642849,0.0666552735764928,1.40559022854369,1.2747548783982,1.74010066104206,-0.15049280256442,-0.277350098112614
-0.224975185373481,0.155857300039839,-1.01505304345025,-1.11269728052837,-1.03132747642849,0.99982910364739,-1.54614925139806,0,-1.50808723956978,-0.15049280256442,-0.277350098112614
-0.21764386623048,0.155857300039839,0.563918357472361,-1.11269728052837,-1.03132747642849,0.0666552735764928,0.421677068563107,0,0.116006710736137,-0.15049280256442,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
