"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23d_num","TX_RESP_Q19_num"
-0.509305624792241,1.07642688842546,-0.0328277873951388,1.25388739787805,-0.176776695296637,0.258342453222111,0.481931597341499,0.21953204662693,-0.179605302026775,0.944620395877461,-0.530330085889911
-0.450883699154294,-0.258342453222111,-1.05048919664444,1.25388739787805,-1.30814754519511,-1.07642688842546,-0.763058362457374,-1.14156664246004,-0.179605302026775,-0.236155098969366,-0.530330085889911
-0.997837041443563,-0.258342453222111,-0.0328277873951388,1.25388739787805,0.954594154601839,1.59311179486969,1.72692155714037,1.5806307357139,1.21233578868073,0.944620395877461,-0.530330085889911
-0.840053523328753,-0.258342453222111,-1.05048919664444,0.0379965878144862,0.954594154601839,1.59311179486969,1.72692155714037,1.5806307357139,1.21233578868073,NA,-0.530330085889911
0.0322980149704585,-0.258342453222111,0.984833621854165,NA,NA,NA,NA,NA,NA,NA,-0.530330085889911
-0.317219343307991,-0.258342453222111,-0.0328277873951388,1.25388739787805,0.954594154601839,NA,-0.763058362457374,-1.14156664246004,-0.179605302026775,NA,-0.530330085889911
-0.870004384145535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.19882714224093,-0.258342453222111,0.984833621854165,-1.17789422224907,-1.30814754519511,-1.07642688842546,-2.00804832225625,-2.50266533154701,-1.57154639273428,-0.236155098969366,-0.530330085889911
0.543255252940166,1.07642688842546,-1.05048919664444,-1.17789422224907,-1.30814754519511,0.258342453222111,-0.763058362457374,0.21953204662693,1.21233578868073,0.944620395877461,-0.530330085889911
1.58133318182824,2.41119623007304,0.984833621854165,-2.39378503231263,0.954594154601839,0.258342453222111,-0.763058362457374,0.21953204662693,1.21233578868073,0.944620395877461,-0.530330085889911
NA,-1.59311179486969,-1.05048919664444,0.0379965878144862,0.954594154601839,1.59311179486969,NA,NA,NA,-2.59770608866302,2.29809703885628
0.250012465957029,-0.258342453222111,0.984833621854165,0.0379965878144862,-1.30814754519511,-1.07642688842546,-0.763058362457374,-1.14156664246004,-0.179605302026775,-0.236155098969366,-0.530330085889911
0.901593091813407,1.07642688842546,0.984833621854165,0.0379965878144862,-1.30814754519511,-1.07642688842546,-0.763058362457374,-1.14156664246004,-0.179605302026775,-0.236155098969366,-0.530330085889911
-2.06932144225033,-1.59311179486969,-1.05048919664444,0.0379965878144862,0.954594154601839,1.59311179486969,1.72692155714037,1.5806307357139,1.21233578868073,-2.59770608866302,2.29809703885628
-1.06116518412375,1.07642688842546,2.00249503110347,-1.17789422224907,0.954594154601839,-1.07642688842546,-0.763058362457374,0.21953204662693,1.21233578868073,-1.41693059381619,-0.530330085889911
1.034126576621,-0.258342453222111,-0.0328277873951388,0.0379965878144862,-1.30814754519511,-1.07642688842546,-0.763058362457374,0.21953204662693,-0.179605302026775,0.944620395877461,-0.530330085889911
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.1636147794156,-1.59311179486969,-1.05048919664444,1.25388739787805,0.954594154601839,0.258342453222111,1.72692155714037,1.5806307357139,1.21233578868073,-0.236155098969366,0.883883476483184
-0.527467071357991,-0.258342453222111,-1.05048919664444,0.0379965878144862,0.954594154601839,1.59311179486969,0.481931597341499,0.21953204662693,-0.179605302026775,0.944620395877461,-0.530330085889911
1.50824859150488,1.07642688842546,0.984833621854165,0.0379965878144862,0.954594154601839,0.258342453222111,0.481931597341499,0.21953204662693,-0.179605302026775,0.944620395877461,-0.530330085889911
0.373307679560003,-0.258342453222111,-1.05048919664444,0.0379965878144862,-0.176776695296637,0.258342453222111,0.481931597341499,0.21953204662693,1.21233578868073,0.944620395877461,-0.530330085889911
1.07386890043756,1.07642688842546,2.00249503110347,1.25388739787805,0.954594154601839,0.258342453222111,0.481931597341499,0.21953204662693,1.21233578868073,0.944620395877461,-0.530330085889911
-1.04355459923263,NA,NA,0.0379965878144862,-0.176776695296637,0.258342453222111,0.481931597341499,0.21953204662693,-0.179605302026775,-0.236155098969366,-0.530330085889911
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.940338738350483,-1.59311179486969,-0.0328277873951388,-1.17789422224907,-0.176776695296637,-1.07642688842546,-0.763058362457374,-1.14156664246004,-0.179605302026775,-0.236155098969366,-0.530330085889911
-1.72097810460609,-0.258342453222111,-0.0328277873951388,0.0379965878144862,-0.176776695296637,0.258342453222111,0.481931597341499,0.21953204662693,-0.179605302026775,-0.236155098969366,0.883883476483184
-0.173505622485815,NA,NA,0.0379965878144862,-1.30814754519511,0.258342453222111,0.481931597341499,0.21953204662693,-1.57154639273428,-1.41693059381619,NA
1.57560885947027,1.07642688842546,-0.0328277873951388,-1.17789422224907,-1.30814754519511,-1.07642688842546,-0.763058362457374,-1.14156664246004,-1.57154639273428,-0.236155098969366,-0.530330085889911
0.934266656095858,-0.258342453222111,0.984833621854165,-1.17789422224907,-1.30814754519511,-1.07642688842546,-0.763058362457374,-1.14156664246004,-1.57154639273428,-0.236155098969366,-0.530330085889911
0.493998072612874,-0.258342453222111,0.984833621854165,0.0379965878144862,-1.30814754519511,0.258342453222111,-0.763058362457374,0.21953204662693,-1.57154639273428,0.944620395877461,0.883883476483184
-0.153101117172665,1.07642688842546,-1.05048919664444,1.25388739787805,0.954594154601839,1.59311179486969,1.72692155714037,1.5806307357139,1.21233578868073,0.944620395877461,2.29809703885628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.47939190778476,-0.258342453222111,0.984833621854165,-1.17789422224907,-0.176776695296637,0.258342453222111,-0.763058362457374,0.21953204662693,-0.179605302026775,-0.236155098969366,-0.530330085889911
0.0326399707487122,-1.59311179486969,-1.05048919664444,1.25388739787805,0.954594154601839,-1.07642688842546,-0.763058362457374,-1.14156664246004,-0.179605302026775,-0.236155098969366,2.29809703885628
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.968459691971562,-0.258342453222111,-0.0328277873951388,0.0379965878144862,-0.176776695296637,-1.07642688842546,-0.763058362457374,0.21953204662693,-1.57154639273428,-0.236155098969366,-0.530330085889911
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.454554533796152,1.07642688842546,-1.05048919664444,-1.17789422224907,0.954594154601839,0.258342453222111,0.481931597341499,0.21953204662693,-0.179605302026775,-0.236155098969366,-0.530330085889911
-0.519333976317578,-0.258342453222111,-1.05048919664444,1.25388739787805,0.954594154601839,-1.07642688842546,0.481931597341499,0.21953204662693,-0.179605302026775,0.944620395877461,0.883883476483184
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
