"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21d_num",223,48,21.52
"TX_RESP_Q21a_num",223,45,20.18
"TX_RESP_Q21b_num",223,45,20.18
"TX_RESP_Q21c_num",223,45,20.18
"TX_RESP_Q21e_num",223,44,19.73
"TX_RESP_Q19_num",223,44,19.73
"TX_RESP_Q20_num",223,44,19.73
"TX_RESP_Q10d_num",223,42,18.83
"TX_RESP_Q10a_num",223,40,17.94
"TX_RESP_Q23c_num",223,40,17.94
"TX_RESP_Q10e_num",223,39,17.49
"TX_RESP_Q10b_num",223,38,17.04
"TX_RESP_Q10f_num",223,38,17.04
"TX_RESP_Q22e_num",223,38,17.04
"TX_RESP_Q22g_num",223,38,17.04
"TX_RESP_Q23b_num",223,38,17.04
"TX_RESP_Q23f_num",223,38,17.04
"TX_RESP_Q22c_num",223,37,16.59
"TX_RESP_Q22d_num",223,37,16.59
"TX_RESP_Q22f_num",223,37,16.59
"TX_RESP_Q23d_num",223,37,16.59
"TX_RESP_Q23e_num",223,37,16.59
"TX_RESP_Q23g_num",223,37,16.59
"TX_RESP_Q23h_num",223,37,16.59
"TX_RESP_Q23i_num",223,37,16.59
"TX_RESP_Q10c_num",223,36,16.14
"TX_RESP_Q22a_num",223,36,16.14
"TX_RESP_Q22b_num",223,36,16.14
"TX_RESP_Q22h_num",223,36,16.14
"TX_RESP_Q23a_num",223,36,16.14
"TX_RESP_Q01",223,0,0
"TX_RESP_Q02",223,0,0
"TX_RESP_Q03",223,0,0
"TX_RESP_Q04",223,0,0
"TX_RESP_Q05a",223,0,0
"TX_RESP_Q05b",223,0,0
"TX_RESP_Q05c",223,0,0
"TX_RESP_Q06",223,0,0
"TX_RESP_Q07a",223,0,0
"TX_RESP_Q07b",223,0,0
"TX_RESP_Q07c",223,0,0
"TX_RESP_Q07d",223,0,0
"TX_RESP_Q07e",223,0,0
"TX_RESP_Q08",223,0,0
"TX_RESP_Q09",223,0,0
"TX_RESP_Q10a",223,0,0
"TX_RESP_Q10b",223,0,0
"TX_RESP_Q10c",223,0,0
"TX_RESP_Q10d",223,0,0
"TX_RESP_Q10e",223,0,0
"TX_RESP_Q10f",223,0,0
"TX_RESP_Q11a",223,0,0
"TX_RESP_Q11b",223,0,0
"TX_RESP_Q11c",223,0,0
"TX_RESP_Q12a",223,0,0
"TX_RESP_Q12b",223,0,0
"TX_RESP_Q12c",223,0,0
"TX_RESP_Q12d",223,0,0
"TX_RESP_Q12e",223,0,0
"TX_RESP_Q12f",223,0,0
"TX_RESP_Q12g",223,0,0
"TX_RESP_Q13a",223,0,0
"TX_RESP_Q13b",223,0,0
"TX_RESP_Q13c",223,0,0
"TX_RESP_Q13d",223,0,0
"TX_RESP_Q13e",223,0,0
"TX_RESP_Q13f",223,0,0
"TX_RESP_Q13g",223,0,0
"TX_RESP_Q13h",223,0,0
"TX_RESP_Q13i",223,0,0
"TX_RESP_Q14",223,0,0
"TX_RESP_Q15a",223,0,0
"TX_RESP_Q15b",223,0,0
"TX_RESP_Q16",223,0,0
"TX_RESP_Q17",223,0,0
"TX_RESP_Q18",223,0,0
"TX_RESP_Q19",223,0,0
"TX_RESP_Q20",223,0,0
"TX_RESP_Q21a",223,0,0
"TX_RESP_Q21b",223,0,0
"TX_RESP_Q21c",223,0,0
"TX_RESP_Q21d",223,0,0
"TX_RESP_Q21e",223,0,0
"TX_RESP_Q22a",223,0,0
"TX_RESP_Q22b",223,0,0
"TX_RESP_Q22c",223,0,0
"TX_RESP_Q22d",223,0,0
"TX_RESP_Q22e",223,0,0
"TX_RESP_Q22f",223,0,0
"TX_RESP_Q22g",223,0,0
"TX_RESP_Q22h",223,0,0
"TX_RESP_Q23a",223,0,0
"TX_RESP_Q23b",223,0,0
"TX_RESP_Q23c",223,0,0
"TX_RESP_Q23d",223,0,0
"TX_RESP_Q23e",223,0,0
"TX_RESP_Q23f",223,0,0
"TX_RESP_Q23g",223,0,0
"TX_RESP_Q23h",223,0,0
"TX_RESP_Q23i",223,0,0
"TX_RESP_Q24",223,0,0
"TX_RESP_Q25",223,0,0
