"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21c_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22g_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q19_num"
0.315822042338244,0.301511344577763,0.301511344577763,0.661107356684931,-1.31243591777942,0.936281675898539,1,0.92499458012576,1.57416830901357,1.30585725019802,-0.301511344577763
-1.35639150871939,0.301511344577763,0.301511344577763,0.661107356684931,1.09369659814952,-1.35240686518678,-1,0.92499458012576,-1.08980882931709,-1.95878587529703,-0.301511344577763
-1.25506546343872,0.301511344577763,0.301511344577763,-0.793328828021918,1.09369659814952,0.936281675898539,1,0.92499458012576,0.242179739848241,0.217642875033004,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.95094910021065,-3.01511344577764,-3.01511344577764,-2.24776501272877,-1.31243591777942,-1.35240686518678,-1,-1.61874051522008,-1.08980882931709,NA,3.01511344577764
0.674710104164098,0.301511344577763,0.301511344577763,-0.793328828021918,-0.109369659814952,0.936281675898539,-1,-0.34687296754716,0.242179739848241,0.217642875033004,-0.301511344577763
0.992901941561276,0.301511344577763,0.301511344577763,0.661107356684931,-0.109369659814952,0.936281675898539,0,-0.34687296754716,0.242179739848241,0.217642875033004,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.39599315356897,0.301511344577763,0.301511344577763,0.661107356684931,-0.109369659814952,-0.20806259464412,1,-0.34687296754716,-1.08980882931709,-0.870571500132014,-0.301511344577763
-0.178544734031031,0.301511344577763,0.301511344577763,0.661107356684931,1.09369659814952,-1.35240686518678,-1,-0.34687296754716,0.242179739848241,0.217642875033004,-0.301511344577763
-0.908316123771719,0.301511344577763,0.301511344577763,-0.793328828021918,1.09369659814952,-0.20806259464412,-1,0.92499458012576,-1.08980882931709,-0.870571500132014,-0.301511344577763
0.121150777050433,0.301511344577763,0.301511344577763,0.661107356684931,-0.109369659814952,-0.20806259464412,1,0.92499458012576,0.242179739848241,0.217642875033004,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.14868891148849,0.301511344577763,0.301511344577763,0.661107356684931,-1.31243591777942,0.936281675898539,1,-1.61874051522008,1.57416830901357,1.30585725019802,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
