"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23i_num"
-0.577770944601755,NA,-0.666557116642648,0.517808705018716,0.601425472045537,1.3764693357165,1.25902316058341,0.626224291085149
0.330454458349553,0.695379487459148,0.205094497428507,0.517808705018716,NA,-1.21453176680868,-0.0786889475364631,-1.50293829860436
-1.06077334001565,0.695379487459148,-0.666557116642648,-0.739726721455309,0.601425472045537,1.3764693357165,1.25902316058341,0.626224291085149
-0.516699350193125,0.695379487459148,-0.666557116642648,0.517808705018716,0.601425472045537,0.080968784453912,-0.0786889475364631,-1.50293829860436
0.0976820179468094,-0.894059341018905,1.07674611149966,0.517808705018716,0.601425472045537,-1.21453176680868,-2.75411316377622,0.626224291085149
-1.36171015197322,0.695379487459148,-0.666557116642648,-3.25479757440336,-2.14794811444835,0.080968784453912,-0.0786889475364631,0.626224291085149
-1.10394529153688,0.695379487459148,-0.666557116642648,-0.739726721455309,-0.773261321201405,0.080968784453912,-0.0786889475364631,0.626224291085149
-1.43421999957653,0.695379487459148,-0.666557116642648,0.517808705018716,-2.14794811444835,0.080968784453912,-0.0786889475364631,0.626224291085149
0.894402084863716,0.695379487459148,-0.666557116642648,0.517808705018716,0.601425472045537,0.080968784453912,-0.0786889475364631,-1.50293829860436
1.2398466814137,-0.894059341018905,1.07674611149966,0.517808705018716,0.601425472045537,0.080968784453912,-0.0786889475364631,0.626224291085149
1.33739898788058,-0.894059341018905,1.94839772557082,-0.739726721455309,-0.773261321201405,0.080968784453912,-0.0786889475364631,0.626224291085149
-0.438262146726979,0.695379487459148,-0.666557116642648,0.517808705018716,0.601425472045537,0.080968784453912,-0.0786889475364631,0.626224291085149
0.75251505600599,-0.894059341018905,1.07674611149966,0.517808705018716,0.601425472045537,-2.51003231807127,-0.0786889475364631,-1.50293829860436
0.723619288202907,0.695379487459148,-0.666557116642648,0.517808705018716,-0.773261321201405,0.080968784453912,1.25902316058341,-1.50293829860436
NA,NA,NA,NA,NA,NA,NA,NA
0.0958932831555601,0.695379487459148,-0.666557116642648,-0.739726721455309,0.601425472045537,0.080968784453912,-0.0786889475364631,0.626224291085149
-0.73149101559866,-2.48349816949696,-0.666557116642648,0.517808705018716,0.601425472045537,1.3764693357165,1.25902316058341,0.626224291085149
NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA
1.75306038240397,-0.894059341018905,1.94839772557082,0.517808705018716,0.601425472045537,NA,-1.41640105565634,0.626224291085149
