"PROFICIENCIA_MT_SAEB","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q23i_num"
NA,NA,NA,NA
1.1320661062401,-2.07314009864146,0.775675831409154,0.621059003408118
-0.348351942346994,0.983863097660353,0.775675831409154,-1.5526475085203
-0.892747938650981,0.983863097660353,0.775675831409154,0.621059003408118
0.809787007747353,0.983863097660353,-1.390867008044,0.621059003408118
-0.687864272544958,0.983863097660353,0.775675831409154,0.621059003408118
-0.38207042299268,0.983863097660353,-1.390867008044,0.621059003408118
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.244732089687444,-1.05413903320752,0.775675831409154,-1.5526475085203
NA,NA,NA,NA
NA,NA,NA,NA
1.16098540434235,-2.07314009864146,0.775675831409154,-1.5526475085203
-1.73649150761184,0.983863097660353,0.775675831409154,0.621059003408118
NA,NA,NA,NA
-0.50382080692471,-1.05413903320752,0.775675831409154,0.621059003408118
1.23045678719917,-0.0351379677735839,-1.390867008044,-1.5526475085203
0.443499984541953,-0.0351379677735839,0.775675831409154,0.621059003408118
NA,NA,NA,NA
NA,NA,NA,NA
-0.563223017403835,-1.05413903320752,-0.668686061559616,0.621059003408118
NA,NA,NA,NA
NA,NA,NA,NA
0.101441480194622,-1.05413903320752,-1.390867008044,0.621059003408118
1.26606755710799,-1.05413903320752,0.0534948849247691,0.621059003408118
-0.496706466881643,0.983863097660353,0.775675831409154,0.621059003408118
1.30866830526907,-0.0351379677735839,-1.390867008044,0.621059003408118
0.879901594109604,0.983863097660353,0.775675831409154,-1.5526475085203
NA,NA,NA,NA
0.252025901921412,-1.05413903320752,NA,-1.5526475085203
-0.104645049265258,0.983863097660353,-1.390867008044,0.621059003408118
-1.26875765694421,0.983863097660353,0.775675831409154,0.621059003408118
NA,NA,NA,NA
-1.94384314490063,-0.0351379677735839,NA,0.621059003408118
NA,NA,NA,NA
2.09092011863085,-0.0351379677735839,-1.390867008044,-1.5526475085203
-0.59502965804474,-0.0351379677735839,-1.390867008044,NA
-0.00918786966902255,-1.05413903320752,0.775675831409154,0.621059003408118
0.467238113577711,-0.0351379677735839,-0.668686061559616,-1.5526475085203
0.795961676945898,-0.0351379677735839,0.775675831409154,0.621059003408118
-1.3005642657953,0.983863097660353,0.775675831409154,0.621059003408118
-0.860983928163826,0.983863097660353,0.775675831409154,0.621059003408118
NA,NA,NA,NA
NA,NA,NA,NA
