"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q22h_num","TX_RESP_Q19_num"
-1.5021104038353,NA,-1.54329308768697,-1.37190646607714,0.184563661157662,1.72211354364578,1.90862703084106,1.14203208717426,1.54269144912925,2.11267787919244
-0.933202991574851,-1.52987018838073,-0.201299098393952,-1.37190646607714,0.184563661157662,NA,0.636209010280352,-1.3958169954352,-0.742777364395563,0.65565865216317
1.09083516985969,1.3841682656778,1.14069489089906,-0.630335403332738,0.184563661157662,-1.00456623379337,-0.636209010280352,-0.126892454130473,0.399957042366842,-0.801360574866097
-0.615002929693571,-0.0728509613514631,1.14069489089906,0.852806722156057,0.184563661157662,-1.00456623379337,NA,-0.126892454130473,0.399957042366842,-0.801360574866097
1.18898637790102,1.3841682656778,-0.201299098393952,0.852806722156057,-1.04586074656009,-1.00456623379337,-0.636209010280352,-0.126892454130473,-1.88551177115797,0.65565865216317
-1.33662299077879,-0.0728509613514631,-1.54329308768697,-1.37190646607714,0.184563661157662,-1.00456623379337,-0.636209010280352,-0.126892454130473,-0.742777364395563,0.65565865216317
-0.862475301652603,1.3841682656778,1.14069489089906,-1.37190646607714,-1.04586074656009,0.358773654926205,-0.636209010280352,-0.126892454130473,-0.742777364395563,-0.801360574866097
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.973221238141506,-0.0728509613514631,1.14069489089906,0.11123565941166,1.41498806887541,1.72211354364578,1.90862703084106,1.14203208717426,0.399957042366842,0.65565865216317
-0.49428874755575,-0.0728509613514631,-0.201299098393952,0.852806722156057,1.41498806887541,0.358773654926205,0.636209010280352,1.14203208717426,1.54269144912925,-0.801360574866097
NA,-0.0728509613514631,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.8473385203681,-0.0728509613514631,-1.54329308768697,0.852806722156057,1.41498806887541,1.72211354364578,-0.636209010280352,1.14203208717426,-0.742777364395563,2.11267787919244
0.863896586740839,-0.0728509613514631,1.14069489089906,-1.37190646607714,-1.04586074656009,0.358773654926205,0.636209010280352,-1.3958169954352,-0.742777364395563,0.65565865216317
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.472809294263793,-0.0728509613514631,-0.201299098393952,0.11123565941166,-1.04586074656009,0.358773654926205,-0.636209010280352,1.14203208717426,0.399957042366842,0.65565865216317
-0.869687908879848,-1.52987018838073,-0.201299098393952,0.852806722156057,1.41498806887541,-1.00456623379337,-0.636209010280352,1.14203208717426,1.54269144912925,0.65565865216317
1.0429051471091,-0.0728509613514631,1.14069489089906,0.852806722156057,-1.04586074656009,0.358773654926205,-0.636209010280352,-1.3958169954352,-0.742777364395563,-0.801360574866097
0.230714066601029,1.3841682656778,-0.201299098393952,0.11123565941166,0.184563661157662,0.358773654926205,1.90862703084106,1.14203208717426,1.54269144912925,-0.801360574866097
-0.378291089700558,-1.52987018838073,-1.54329308768697,0.852806722156057,-1.04586074656009,-1.00456623379337,-0.636209010280352,-0.126892454130473,-0.742777364395563,-0.801360574866097
2.04837600663342,1.3841682656778,1.14069489089906,0.852806722156057,-1.04586074656009,-1.00456623379337,-0.636209010280352,-0.126892454130473,-0.742777364395563,-0.801360574866097
0.699475901813846,-0.0728509613514631,-0.201299098393952,-1.37190646607714,0.184563661157662,0.358773654926205,NA,-1.3958169954352,-0.742777364395563,-0.801360574866097
0.769231225198007,-0.0728509613514631,-0.201299098393952,0.852806722156057,1.41498806887541,0.358773654926205,-0.636209010280352,-0.126892454130473,0.399957042366842,-0.801360574866097
0.405012346060145,-1.52987018838073,-0.201299098393952,0.852806722156057,-1.04586074656009,-1.00456623379337,-0.636209010280352,-1.3958169954352,0.399957042366842,-0.801360574866097
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
