"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21c_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-0.529043624783846,-1.35400640077266,-2.00227143741574,-2.22260335972991,1.15577119279413,NA,0,0.999731146654638,0.751067616198811,0.199637352376172,-2.02072594216369,-1.62547127404488,-0.809173593712687,2.24776501272877
-0.303532696407929,0.67700320038633,-0.572077553547355,0.833476259898716,1.15577119279413,-1.55699788832305,0,0.0769023958965108,0.751067616198811,-0.998186761880863,-0.866025403784439,1.16105091003206,1.13284303119776,0.793328828021918
0.455107992022461,0.67700320038633,0.858116330321033,-0.185216946644159,0.0963142660661774,0.583874208121143,-1.17260393995586,-0.845926354861617,-1.50213523239762,-0.998186761880863,0.288675134594813,-0.232210182006412,-0.809173593712687,-0.661107356684931
0.990460076926992,0.67700320038633,-0.572077553547355,-0.185216946644159,0.0963142660661774,0.583874208121143,-1.17260393995586,-0.845926354861617,0.751067616198811,-0.998186761880863,-0.866025403784439,-1.62547127404488,-0.809173593712687,-0.661107356684931
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.887383534980398,0.67700320038633,-0.572077553547355,-0.185216946644159,-0.963142660661774,0.583874208121143,0,-1.76875510561974,0.751067616198811,1.39746146663321,1.44337567297406,1.16105091003206,1.13284303119776,-0.661107356684931
-0.675608968275266,-1.35400640077266,-0.572077553547355,0.833476259898716,-2.02259958738973,0.583874208121143,1.17260393995586,0.999731146654638,0.751067616198811,1.39746146663321,0.288675134594813,-0.232210182006412,1.13284303119776,0.793328828021918
-0.936494391276918,-1.35400640077266,NA,NA,NA,0.583874208121143,1.17260393995586,0.999731146654638,0.751067616198811,0.199637352376172,1.44337567297406,1.16105091003206,1.13284303119776,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.21795314032907,0.67700320038633,0.858116330321033,0.833476259898716,0.0963142660661774,-1.55699788832305,-1.17260393995586,-0.845926354861617,-1.50213523239762,-0.998186761880863,0.288675134594813,-0.232210182006412,-0.809173593712687,-0.661107356684931
-0.417975912427711,-1.35400640077266,NA,-0.185216946644159,-0.963142660661774,-1.55699788832305,0,0.0769023958965108,0.751067616198811,1.39746146663321,0.288675134594813,1.16105091003206,1.13284303119776,0.793328828021918
-0.765761945543495,0.67700320038633,0.858116330321033,-1.20391015318703,0.0963142660661774,0.583874208121143,1.17260393995586,0.999731146654638,-1.50213523239762,-0.998186761880863,0.288675134594813,-0.232210182006412,-0.809173593712687,-0.661107356684931
1.22467787710634,0.67700320038633,0.858116330321033,0.833476259898716,1.15577119279413,0.583874208121143,1.17260393995586,0.999731146654638,-0.375533808099406,0.199637352376172,-0.866025403784439,-0.232210182006412,-0.809173593712687,-0.661107356684931
-0.372398012689296,0.67700320038633,0.858116330321033,0.833476259898716,0.0963142660661774,0.583874208121143,-1.17260393995586,-0.845926354861617,-0.375533808099406,0.199637352376172,0.288675134594813,-0.232210182006412,-0.809173593712687,-0.661107356684931
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
