"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q22h_num","TX_RESP_Q23c_num","TX_RESP_Q19_num"
-0.166796610509518,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.165635297679864,NA,0.838228168729811,1.57706998145724,4.06543697255016
-0.166454333119182,0.297294195005282,1.80742948882366,0.410038195178882,-0.23914335132648
-0.165892835760664,0.297294195005282,0.838228168729811,1.57706998145724,-0.23914335132648
-0.166177484069686,0.297294195005282,0.838228168729811,0.410038195178882,-0.23914335132648
-0.164725752344168,0.297294195005282,-0.130973151364033,-1.92402537737783,-0.23914335132648
-0.163316096868055,0.297294195005282,-1.10017447145788,0.410038195178882,-0.23914335132648
-0.167637792052696,0.297294195005282,1.80742948882366,1.57706998145724,4.06543697255016
-0.166439608854734,0.297294195005282,1.80742948882366,0.410038195178882,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
5.91835485832132,0.297294195005282,1.80742948882366,-1.92402537737783,-0.23914335132648
-0.164032876357381,0.297294195005282,0.838228168729811,1.57706998145724,-0.23914335132648
-0.164411766110284,0.297294195005282,-1.10017447145788,0.410038195178882,-0.23914335132648
-0.163983301613347,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
-0.163638079960995,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.165300689794404,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
-0.163188163767838,0.297294195005282,-1.10017447145788,0.410038195178882,-0.23914335132648
-0.161601852597098,0.297294195005282,-1.10017447145788,0.410038195178882,-0.23914335132648
-0.163868537330843,0.297294195005282,1.80742948882366,-0.756993591099474,-0.23914335132648
-0.167375431393266,-3.2702361450581,-0.130973151364033,-0.756993591099474,-0.23914335132648
-0.166911035699516,-3.2702361450581,-0.130973151364033,-0.756993591099474,-0.23914335132648
NA,NA,NA,NA,NA
-0.163270414367872,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.162456775023268,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
-0.164368615052381,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.162403110435854,0.297294195005282,1.80742948882366,1.57706998145724,-0.23914335132648
-0.163368273853613,0.297294195005282,-0.130973151364033,-0.756993591099474,-0.23914335132648
-0.166155488374653,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.162490329565419,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.164004113425786,-3.2702361450581,-1.10017447145788,-0.756993591099474,-0.23914335132648
-0.162915351488668,0.297294195005282,-0.130973151364033,-1.92402537737783,-0.23914335132648
-0.165615466294517,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.161543315312363,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
-0.162436094416285,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
NA,NA,NA,NA,NA
-0.165854645872759,0.297294195005282,-0.130973151364033,0.410038195178882,-0.23914335132648
-0.165573690810009,0.297294195005282,-0.130973151364033,1.57706998145724,-0.23914335132648
NA,NA,NA,NA,NA
-0.161481615564662,0.297294195005282,-0.130973151364033,-0.756993591099474,-0.23914335132648
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.163245365310347,0.297294195005282,-0.130973151364033,-0.756993591099474,-0.23914335132648
-0.163784647269322,0.297294195005282,-1.10017447145788,-0.756993591099474,-0.23914335132648
