"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0419508203860594,0.449466574975494,-1.04446593573419,0.539359889970594,1.96812544990437,2.19686212779868,1.55699788832305,0.786566506207116,-0.301511344577763,-0.42174116783665
0.31711605937661,0.449466574975494,0.870388279778489,0.539359889970594,0.42174116783665,-0.34687296754716,0.12974982402692,0.786566506207116,1.35680105059994,1.12464311423107
0.727237951128905,-2.02259958738973,-1.04446593573419,0.539359889970594,-1.12464311423107,0.92499458012576,0.12974982402692,0.786566506207116,1.35680105059994,1.12464311423107
2.03565993900635,0.449466574975494,-1.04446593573419,0.539359889970594,-1.12464311423107,0.92499458012576,1.55699788832305,0.786566506207116,-0.301511344577763,-0.42174116783665
0.25496710387399,-2.02259958738973,0.870388279778489,0.539359889970594,0.42174116783665,-0.34687296754716,0.12974982402692,0.786566506207116,1.35680105059994,1.12464311423107
-0.172058533257083,0.449466574975494,0.870388279778489,0.539359889970594,-1.12464311423107,-0.34687296754716,0.12974982402692,-1.68549965615811,-0.301511344577763,-0.42174116783665
-0.349877338655737,0.449466574975494,0.870388279778489,0.539359889970594,0.42174116783665,-1.61874051522008,-1.29749824026921,-0.449466574975495,-0.301511344577763,1.12464311423107
-0.311835646182249,0.449466574975494,0.870388279778489,-2.42711950486767,-1.12464311423107,-0.34687296754716,-1.29749824026921,-1.68549965615811,-1.95982373975546,-1.96812544990437
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-2.04863705828896,0.449466574975494,-1.04446593573419,-0.943879807448539,0.42174116783665,-0.34687296754716,0.12974982402692,-0.449466574975495,-0.301511344577763,-0.42174116783665
0.296536420920678,0.449466574975494,-1.04446593573419,0.539359889970594,0.42174116783665,-0.34687296754716,-1.29749824026921,0.786566506207116,-0.301511344577763,-0.42174116783665
-0.791059718308565,0.449466574975494,0.870388279778489,-0.943879807448539,0.42174116783665,-0.34687296754716,0.12974982402692,-0.449466574975495,-0.301511344577763,-0.42174116783665
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
