"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.0226374248461556,0.344728919832691,-1.08333333333333,-0.637640981670231,0.695379487459148,1.00946606635906,0.695379487459148,0.201893213271812,1.0978875820671,0.968245836551854
-0.750485753528661,0.344728919832691,-1.08333333333333,-0.637640981670231,0.695379487459148,1.00946606635906,2.2848183159372,0.201893213271812,1.0978875820671,0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.84921733589772,0.344728919832691,0.25,-0.637640981670231,-0.894059341018905,1.00946606635906,-0.894059341018905,-1.41325249290268,1.0978875820671,0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.749028076778753,0.344728919832691,1.58333333333333,-0.637640981670231,0.695379487459148,-0.605679639815436,-0.894059341018905,0.201893213271812,-0.853912563829966,0.968245836551854
-1.45430035336063,0.344728919832691,-2.41666666666667,-0.637640981670231,0.695379487459148,-0.605679639815436,0.695379487459148,0.201893213271812,-0.853912563829966,-0.968245836551854
-2.02203594928495,0.344728919832691,0.25,0.289836809850105,0.695379487459148,1.00946606635906,0.695379487459148,0.201893213271812,-0.853912563829966,-0.968245836551854
1.12172705864521,-3.33237955838268,-1.08333333333333,0.289836809850105,-2.48349816949696,1.00946606635906,-0.894059341018905,0.201893213271812,1.0978875820671,0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.229808726143055,0.344728919832691,0.25,-0.637640981670231,0.695379487459148,-0.605679639815436,0.695379487459148,-1.41325249290268,1.0978875820671,0.968245836551854
-0.355651292861283,0.344728919832691,0.25,2.14479239289078,0.695379487459148,-2.22082534598993,-0.894059341018905,1.81703891944631,1.0978875820671,0.968245836551854
1.01355653277986,0.344728919832691,1.58333333333333,-0.637640981670231,0.695379487459148,1.00946606635906,-0.894059341018905,0.201893213271812,1.0978875820671,0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.244115390677318,0.344728919832691,0.25,2.14479239289078,-0.894059341018905,-0.605679639815436,-0.894059341018905,-1.41325249290268,-0.853912563829966,-0.968245836551854
-0.514920191425905,0.344728919832691,0.25,0.289836809850105,-0.894059341018905,-0.605679639815436,-0.894059341018905,1.81703891944631,-0.853912563829966,-0.968245836551854
0.79095916950672,0.344728919832691,0.25,-0.637640981670231,-0.894059341018905,1.00946606635906,0.695379487459148,0.201893213271812,-0.853912563829966,-0.968245836551854
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.088208117820049,0.344728919832691,0.25,-0.637640981670231,0.695379487459148,-0.605679639815436,0.695379487459148,0.201893213271812,-0.853912563829966,-0.968245836551854
-0.793572955332906,0.344728919832691,0.25,1.21731460137044,0.695379487459148,-0.605679639815436,0.695379487459148,0.201893213271812,-0.853912563829966,-0.968245836551854
0.446355679694212,-1.493825319275,0.25,-0.637640981670231,-0.894059341018905,-0.605679639815436,-0.894059341018905,-1.41325249290268,-0.853912563829966,-0.968245836551854
