"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22f_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
2.30572626684997,-0.833410849107961,-0.802578005803212,-1.36626010212795,-0.258198889747161
-0.2037032377035,-0.833410849107961,0.917232006632243,0.683130051063974,-0.258198889747161
-1.69800074127619,1.51055716400818,-1.66248301202094,0.683130051063974,-0.258198889747161
NA,NA,NA,NA,NA
0.73204018234884,-0.833410849107961,-0.802578005803212,-1.36626010212795,-0.258198889747161
-0.668413319463431,-0.0520881780692477,NA,NA,-0.258198889747161
-0.0181822630852187,-0.833410849107961,-0.802578005803212,-1.36626010212795,-0.258198889747161
-0.221689923642654,NA,0.917232006632243,0.683130051063974,NA
NA,NA,NA,NA,NA
0.937142969965389,-0.0520881780692477,0.0573270004145153,-1.36626010212795,-0.258198889747161
-1.30041618691212,-0.0520881780692477,0.917232006632243,0.683130051063974,-0.258198889747161
-0.621193698157027,1.51055716400818,0.917232006632243,-1.36626010212795,-0.258198889747161
0.710698062089803,-0.833410849107961,0.917232006632243,0.683130051063974,-0.258198889747161
0.0154843149852641,1.51055716400818,0.0573270004145153,0.683130051063974,-0.258198889747161
NA,NA,NA,NA,NA
0.883335327026737,1.51055716400818,-1.66248301202094,0.683130051063974,-0.258198889747161
0.182711390021179,-0.833410849107961,-0.802578005803212,0.683130051063974,-0.258198889747161
NA,NA,NA,NA,NA
-1.19468201746543,-0.0520881780692477,0.917232006632243,0.683130051063974,3.61478445646026
NA,NA,NA,NA,NA
0.159142874418392,-0.833410849107961,0.917232006632243,0.683130051063974,-0.258198889747161
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
