"PROFICIENCIA_MT_SAEB","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num"
1.06302108795087,0.918015164772262,-0.432156098280046,1.87082869338697,0
-0.473744661117418,-0.524580094155578,1.15241626208012,0,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.762700105128663,0.918015164772262,-0.432156098280046,-3.74165738677394,0
1.07799182406383,0.918015164772262,-0.432156098280046,0,0
-0.809199662202722,-1.2458777236195,1.15241626208012,0,0
-0.959567488362105,-1.2458777236195,1.15241626208012,0,-2.29128784747792
-0.60401126856811,-1.2458777236195,-0.432156098280046,0,-2.29128784747792
-1.4851955875075,-1.2458777236195,1.15241626208012,0,0
0.59227514214707,0.918015164772262,-0.432156098280046,0,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.498937032833925,0.918015164772262,-0.432156098280046,0,0
1.35246811663263,0.918015164772262,-0.432156098280046,0,0
0.90498242083932,-0.524580094155578,-2.01672845864021,0,2.29128784747792
2.36079408798283,0.918015164772262,-0.432156098280046,0,0
-0.388644485460013,-0.524580094155578,1.15241626208012,0,2.29128784747792
-1.61670617786348,0.918015164772262,-0.432156098280046,0,0
0.26732494031742,0.918015164772262,-0.432156098280046,0,0
0.810224239862521,0.918015164772262,-0.432156098280046,1.87082869338697,0
-0.175870476706567,-1.2458777236195,1.15241626208012,0,0
0.486613683066441,-1.2458777236195,1.15241626208012,0,0
-0.855418682287678,0.196717535308342,1.15241626208012,0,0
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.590811466172025,0.918015164772262,-0.432156098280046,0,0
0.30511155134728,-1.2458777236195,-2.01672845864021,0,0
