"PROFICIENCIA_LP_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21a_num"
NA,NA,NA
1.13416766018069,0.293002656026856,-0.296751602451047
-0.0747609823701285,0.293002656026856,NA
0.662001084241777,0.293002656026856,NA
NA,NA,NA
0.201362728373074,0.293002656026856,1.00153665827228
1.02587796463837,0.293002656026856,-0.296751602451047
0.728674146590979,0.293002656026856,2.29982491899561
-0.953650090092055,0.293002656026856,-0.296751602451047
NA,NA,NA
-1.54096614290071,-3.32069676830436,-1.59503986317438
0.433965483477738,0.293002656026856,1.00153665827228
1.16095730283657,0.293002656026856,1.00153665827228
0.833669565931804,0.293002656026856,-0.296751602451047
-0.368829233074509,0.293002656026856,-0.296751602451047
-1.57344842655561,-3.32069676830436,1.00153665827228
0.544243891514954,0.293002656026856,1.00153665827228
0.573148310813721,0.293002656026856,-0.296751602451047
0.309903408216491,0.293002656026856,1.00153665827228
0.173515135612556,0.293002656026856,-0.296751602451047
-1.4374518291922,0.293002656026856,-0.296751602451047
0.309697448284559,0.293002656026856,-0.296751602451047
NA,NA,NA
-0.969826524710181,0.293002656026856,-1.59503986317438
-0.484596569311569,0.293002656026856,1.00153665827228
0.232087039210831,0.293002656026856,-0.296751602451047
1.29711148549208,0.293002656026856,-0.296751602451047
-1.10509946361012,-3.32069676830436,-1.59503986317438
-0.499991941438376,NA,-0.296751602451047
NA,NA,NA
NA,NA,NA
NA,NA,NA
-0.00847058630191577,0.293002656026856,-1.59503986317438
NA,NA,NA
1.59698943238393,0.293002656026856,-0.296751602451047
NA,NA,NA
0.039411563745315,0.293002656026856,-0.296751602451047
NA,NA,NA
0.200950808509209,0.293002656026856,2.29982491899561
-0.49173207382897,0.293002656026856,NA
-0.263998119995591,0.293002656026856,1.00153665827228
NA,NA,NA
-1.43593019345624,0.293002656026856,-0.296751602451047
NA,NA,NA
-2.43560626215184,0.293002656026856,-1.59503986317438
-1.46365736032916,0.293002656026856,-0.296751602451047
0.99822844641664,0.293002656026856,-0.296751602451047
-0.0224399688345362,0.293002656026856,-0.296751602451047
NA,NA,NA
0.785318091992864,0.293002656026856,1.00153665827228
NA,NA,NA
1.88917476968957,0.293002656026856,-0.296751602451047
NA,NA,NA
NA,NA,NA
