"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q23i_num"
-1.61448774963096,-1.05365674571964,1.2844370791729
NA,NA,NA
-0.655313379521867,-1.05365674571964,-0.359642382168413
-0.622030891414729,-1.05365674571964,-0.359642382168413
1.88876939909532,1.20975404138181,-0.359642382168413
0.484024517996026,2.34145943493253,1.2844370791729
-1.43816411206664,1.20975404138181,-0.359642382168413
0.528933256731547,-1.05365674571964,-0.359642382168413
-0.246569757142356,-1.05365674571964,-0.359642382168413
NA,NA,NA
-1.09867381119269,0.0780486478310843,-0.359642382168413
-1.19485658634958,0.0780486478310843,-0.359642382168413
-0.0510528019706461,0.0780486478310843,-0.359642382168413
-1.55409155965391,0.0780486478310843,-2.00372184350973
0.00144584060339268,NA,1.2844370791729
NA,NA,NA
NA,NA,NA
0.728958747553241,0.0780486478310843,-0.359642382168413
-0.28278735398098,1.20975404138181,1.2844370791729
0.786211163126617,-1.05365674571964,-0.359642382168413
-0.816170903864945,0.0780486478310843,-2.00372184350973
NA,-1.05365674571964,-0.359642382168413
-0.123523068485834,-1.05365674571964,-0.359642382168413
-0.434629333114939,NA,NA
0.604044668728143,NA,1.2844370791729
-0.63169685109401,0.0780486478310843,-0.359642382168413
-1.22135799876897,-1.05365674571964,-0.359642382168413
-0.42680029629047,0.0780486478310843,-0.359642382168413
NA,NA,NA
0.389334423200667,1.20975404138181,-0.359642382168413
0.844264749144888,NA,1.2844370791729
1.29881428817029,1.20975404138181,NA
1.15004454793138,NA,1.2844370791729
NA,NA,NA
-0.315868806870185,-1.05365674571964,-0.359642382168413
1.46586496170095,0.0780486478310843,-0.359642382168413
-0.69045260241325,-1.05365674571964,-2.00372184350973
-0.228809738611441,0.0780486478310843,1.2844370791729
1.94000686383952,1.20975404138181,1.2844370791729
1.53662017461639,1.20975404138181,1.2844370791729
NA,NA,NA
