"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA
-1.08871343966763,-1.05684581511358,1.09369659814952,0.442229742011646,3.01511344577764
NA,NA,NA,NA,NA
1.44603146100638,0.192153784566104,NA,-0.707567587218634,NA
0.0263405684083144,0.192153784566104,-1.31243591777942,1.59202707124193,-0.301511344577763
-0.926056848867445,1.44115338424578,-1.31243591777942,0.442229742011646,-0.301511344577763
NA,NA,NA,NA,NA
-0.418052647719231,1.44115338424578,1.09369659814952,0.442229742011646,-0.301511344577763
-0.108469799139345,-1.05684581511358,-1.31243591777942,-0.707567587218634,-0.301511344577763
1.3521323326774,0.192153784566104,-0.109369659814952,1.59202707124193,-0.301511344577763
0.344889122753804,-1.05684581511358,-0.109369659814952,-0.707567587218634,-0.301511344577763
-1.34617684878837,-1.05684581511358,1.09369659814952,0.442229742011646,-0.301511344577763
1.02199088826215,0.192153784566104,NA,-0.707567587218634,NA
0.852108774212616,0.192153784566104,-0.109369659814952,-0.707567587218634,-0.301511344577763
0.282434264174369,1.44115338424578,-0.109369659814952,-1.85736491644891,-0.301511344577763
-1.43845782731301,-1.05684581511358,1.09369659814952,0.442229742011646,-0.301511344577763
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
