"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num"
NA,NA,NA,NA,NA,NA
-0.249388352786674,-1.35400640077266,-1.6583123951777,0.951350820120785,0.227866357593825,0.442229742011646
NA,NA,NA,NA,NA,NA
1.96559856405976,-1.35400640077266,-1.6583123951777,NA,-0.75955452531275,-0.707567587218634
-0.465032228901106,0.67700320038633,0.552770798392567,0.253693552032209,1.2152872405004,1.59202707124193
-1.16001453323622,0.67700320038633,0.552770798392567,-0.443963716056366,1.2152872405004,0.442229742011646
NA,NA,NA,NA,NA,NA
-0.51565802455649,0.67700320038633,0.552770798392567,0.951350820120785,-0.75955452531275,0.442229742011646
-0.719664301133626,NA,NA,0.951350820120785,1.2152872405004,-0.707567587218634
0.725194315640335,0.67700320038633,0.552770798392567,0.951350820120785,1.2152872405004,1.59202707124193
0.195387489645992,0.67700320038633,0.552770798392567,-1.14162098414494,-0.75955452531275,-0.707567587218634
-0.356538863548629,0.67700320038633,0.552770798392567,-1.14162098414494,-0.75955452531275,0.442229742011646
0.589685014483632,0.67700320038633,0.552770798392567,NA,0.227866357593825,-0.707567587218634
0.0966500275881437,-1.35400640077266,0.552770798392567,-1.14162098414494,-0.75955452531275,-0.707567587218634
1.47571437628209,-1.35400640077266,-1.6583123951777,-1.14162098414494,-1.74697540821932,-1.85736491644891
-1.58193348353721,0.67700320038633,0.552770798392567,0.951350820120785,0.227866357593825,0.442229742011646
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
