"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num"
1.53432640269989,0.957087935362951,0.0948801905702167,0.660470604929495
-0.369052220031545,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.509113879197392,-0.41612518928824,NA,NA
2.19414856679528,-0.41612518928824,0.0948801905702167,-0.132094120985899
0.910816479182728,-0.41612518928824,1.56552314440858,0.660470604929495
NA,NA,NA,NA
NA,NA,NA,NA
0.598985734215723,NA,NA,NA
-1.25117681511104,NA,NA,NA
0.177912872799179,-0.41612518928824,0.0948801905702167,1.45303533084489
0.247646547534617,0.957087935362951,1.56552314440858,-0.924658846901292
-0.290521416908186,-0.41612518928824,NA,NA
0.257723493128294,-0.41612518928824,0.0948801905702167,1.45303533084489
-1.0467144931237,-1.78933831393943,-1.37576276326814,-0.924658846901292
1.87913623122222,0.957087935362951,1.56552314440858,-0.924658846901292
NA,NA,NA,NA
0.854299811693332,0.957087935362951,1.56552314440858,0.660470604929495
-0.779136556981381,-0.41612518928824,-1.37576276326814,-0.924658846901292
NA,NA,NA,NA
1.44697377389133,0.957087935362951,0.0948801905702167,-0.132094120985899
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.598414313745007,0.957087935362951,0.0948801905702167,1.45303533084489
-0.191956846828086,0.957087935362951,0.0948801905702167,-0.924658846901292
-0.205612822042895,-0.41612518928824,-1.37576276326814,-0.924658846901292
-1.51306065894918,-1.78933831393943,-1.37576276326814,-0.924658846901292
NA,NA,NA,NA
0.750510418334805,0.957087935362951,NA,NA
0.211866439977304,0.957087935362951,0.0948801905702167,1.45303533084489
-1.60480396593351,0.957087935362951,0.0948801905702167,-0.132094120985899
-0.041897250399027,-0.41612518928824,-1.37576276326814,-0.924658846901292
NA,NA,NA,NA
-0.546277824610381,-0.41612518928824,-1.37576276326814,0.660470604929495
-1.17150315066894,-1.78933831393943,0.0948801905702167,0.660470604929495
-0.265437949257902,-1.78933831393943,0.0948801905702167,-0.132094120985899
NA,NA,NA,NA
-0.462761305540576,0.957087935362951,0.0948801905702167,-0.924658846901292
NA,NA,NA,NA
NA,NA,NA,NA
0.84495708088392,0.957087935362951,0.0948801905702167,1.45303533084489
-0.944628153657923,-0.41612518928824,0.0948801905702167,-0.924658846901292
NA,NA,NA,NA
NA,NA,NA,NA
1.27630448664974,-0.41612518928824,-1.37576276326814,1.45303533084489
-1.31777379044994,0.957087935362951,0.0948801905702167,-0.924658846901292
NA,NA,NA,NA
1.07397634126034,0.957087935362951,1.56552314440858,-0.924658846901292
NA,NA,NA,NA
-1.28070712079792,-1.78933831393943,-1.37576276326814,-0.924658846901292
-0.673166954686154,0.957087935362951,1.56552314440858,1.45303533084489
-1.09271862968377,-0.41612518928824,0.0948801905702167,-0.924658846901292
-0.318204947549041,NA,0.0948801905702167,NA
NA,NA,NA,NA
