"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q23b_num","TX_RESP_Q19_num"
0.416097673205162,NA,NA,NA,NA,NA,NA
-2.0436615907354,-1.33333333333333,-0.514495755427527,1.27279220613579,1.30585725019802,2.12132034355964,1.6601957715884
NA,NA,NA,NA,NA,NA,NA
0.0115336256494106,-1.33333333333333,0.514495755427527,0.424264068711929,0.217642875033004,0,0.474341649025257
-0.713667295379573,NA,2.57247877713763,0.424264068711929,1.30585725019802,0,-0.711512473537885
-0.573798048359406,-1.33333333333333,-0.514495755427527,-0.424264068711929,-0.870571500132014,0,-0.711512473537885
NA,NA,NA,NA,NA,NA,NA
0.845895862410376,0.666666666666667,-0.514495755427527,0.424264068711929,0.217642875033004,0,-0.711512473537885
0.864618866885344,0.666666666666667,-0.514495755427527,-1.27279220613579,-1.95878587529703,-2.12132034355964,-0.711512473537885
-0.0181925539653452,0.666666666666667,-0.514495755427527,-1.27279220613579,0.217642875033004,0,1.6601957715884
-0.816447100951417,0.666666666666667,0.514495755427527,0.424264068711929,0.217642875033004,0,0.474341649025257
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
0.454361090470923,0.666666666666667,-0.514495755427527,1.27279220613579,0.217642875033004,0,-0.711512473537885
1.57325947076992,0.666666666666667,-0.514495755427527,-1.27279220613579,-0.870571500132014,0,-0.711512473537885
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
