"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
-1.10742588936276,0.800300033677871,1.51037115404098,NA,0.980202914847744,1.12964592923127,1.42175345741976,1.38105711013342,-0.287407818382842
0.0844385843663361,0.800300033677871,0.706463926890137,0.858694050015887,-1.45340432201562,-1.06858398711066,0.418162781594048,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.211056891241337,-0.452343497296188,0.706463926890137,0.858694050015887,-1.45340432201562,-1.06858398711066,-0.585427894231668,-0.424940649271821,-0.287407818382842
1.10961235041106,-1.70498702827025,1.51037115404098,0.858694050015887,-0.236600703583939,1.12964592923127,0.418162781594048,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.980051319147752,0.800300033677871,-0.901350527411554,0.858694050015887,-2.6702079404473,-1.06858398711066,1.42175345741976,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.828347287891316,0.800300033677871,-0.901350527411554,-0.118440558622881,0.980202914847744,0.0305309710603045,-0.585427894231668,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.30012104035345,0.800300033677871,0.706463926890137,-2.07270977590042,0.980202914847744,1.12964592923127,-0.585427894231668,3.18705486953866,-0.287407818382842
-0.12019972911801,0.800300033677871,-0.901350527411554,0.858694050015887,0.980202914847744,1.12964592923127,1.42175345741976,1.38105711013342,-0.287407818382842
0.46409267267616,0.800300033677871,0.706463926890137,-0.118440558622881,0.980202914847744,-1.06858398711066,-0.585427894231668,-0.424940649271821,-0.287407818382842
0.361607190400131,0.800300033677871,1.51037115404098,-1.09557516726165,0.980202914847744,1.12964592923127,-0.585427894231668,-0.424940649271821,-0.287407818382842
1.21053617062878,0.800300033677871,1.51037115404098,0.858694050015887,-0.236600703583939,-1.06858398711066,-0.585427894231668,-0.424940649271821,-0.287407818382842
-0.887808917807553,0.800300033677871,-0.901350527411554,-2.07270977590042,-0.236600703583939,1.12964592923127,0.418162781594048,-0.424940649271821,-0.287407818382842
-0.930630874644598,0.800300033677871,-0.901350527411554,0.858694050015887,-0.236600703583939,0.0305309710603045,0.418162781594048,-0.424940649271821,2.15555863787131
0.132183002382879,0.800300033677871,0.706463926890137,0.858694050015887,0.980202914847744,1.12964592923127,-0.585427894231668,-0.424940649271821,-0.287407818382842
0.147426266237125,-1.70498702827025,1.51037115404098,-0.118440558622881,-1.45340432201562,-1.06858398711066,-1.58901857005738,-0.424940649271821,-0.287407818382842
1.72036946945908,-1.70498702827025,1.51037115404098,0.858694050015887,-0.236600703583939,-1.06858398711066,0.418162781594048,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.171744240839654,0.800300033677871,-0.901350527411554,0.858694050015887,0.980202914847744,1.12964592923127,1.42175345741976,1.38105711013342,-0.287407818382842
-0.406160985792468,-1.70498702827025,-0.0974433002607085,0.858694050015887,-0.236600703583939,0.0305309710603045,0.418162781594048,-0.424940649271821,-0.287407818382842
-1.6138743529865,0.800300033677871,-0.901350527411554,0.858694050015887,0.980202914847744,1.12964592923127,1.42175345741976,1.38105711013342,4.59852509412547
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.42986513317688,0.800300033677871,-0.901350527411554,-2.07270977590042,-0.236600703583939,-2.16769894528163,0.418162781594048,3.18705486953866,-0.287407818382842
0.191732498810239,-0.452343497296188,NA,NA,-1.45340432201562,-1.06858398711066,1.42175345741976,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.15841705850301,-0.452343497296188,-0.0974433002607085,-1.09557516726165,-0.236600703583939,1.12964592923127,0.418162781594048,-0.424940649271821,-0.287407818382842
-0.183083862166054,0.800300033677871,-0.901350527411554,-0.118440558622881,0.980202914847744,-1.06858398711066,0.418162781594048,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
1.92172547132375,-0.452343497296188,0.706463926890137,0.858694050015887,-0.236600703583939,0.0305309710603045,-1.58901857005738,-0.424940649271821,-0.287407818382842
-1.20033318147831,0.800300033677871,-0.0974433002607085,0.858694050015887,0.980202914847744,1.12964592923127,0.418162781594048,-0.424940649271821,-0.287407818382842
-0.690687121095008,0.800300033677871,-0.901350527411554,-1.09557516726165,0.980202914847744,-1.06858398711066,-0.585427894231668,-0.424940649271821,-0.287407818382842
0.499023654833265,-0.452343497296188,-0.0974433002607085,-1.09557516726165,-1.45340432201562,0.0305309710603045,0.418162781594048,-0.424940649271821,-0.287407818382842
0.90575957644653,-0.452343497296188,1.51037115404098,0.858694050015887,-0.236600703583939,-1.06858398711066,-1.58901857005738,-0.424940649271821,-0.287407818382842
1.65339132277104,0.800300033677871,-0.901350527411554,-0.118440558622881,-0.236600703583939,0.0305309710603045,0.418162781594048,-0.424940649271821,-0.287407818382842
1.46862583962141,-1.70498702827025,NA,NA,-0.236600703583939,1.12964592923127,-0.585427894231668,NA,NA
0.978543007326315,-0.452343497296188,-0.901350527411554,-0.118440558622881,-0.236600703583939,-1.06858398711066,-1.58901857005738,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.68563217032963,-0.452343497296188,-0.901350527411554,-0.118440558622881,0.980202914847744,0.0305309710603045,-0.585427894231668,-0.424940649271821,-0.287407818382842
-1.42143440978374,-1.70498702827025,NA,-1.09557516726165,0.980202914847744,1.12964592923127,1.42175345741976,-0.424940649271821,-0.287407818382842
-0.642366368633427,-0.452343497296188,-0.901350527411554,0.858694050015887,0.980202914847744,0.0305309710603045,0.418162781594048,-0.424940649271821,2.15555863787131
-0.800175514944289,0.800300033677871,-0.901350527411554,-0.118440558622881,-1.45340432201562,0.0305309710603045,-1.58901857005738,-0.424940649271821,-0.287407818382842
0.588982292646873,-1.70498702827025,-0.901350527411554,-1.09557516726165,-0.236600703583939,0.0305309710603045,-1.58901857005738,-0.424940649271821,-0.287407818382842
NA,NA,NA,NA,NA,NA,NA,NA,NA
