"PROFICIENCIA_MT_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21c_num","TX_RESP_Q21d_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num"
NA,NA,NA,NA,NA,NA
-1.57044591834062,-0.19436506316151,0.605405514596681,0.0788254419105765,-1.36055544213057,0.960524637204556
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.541884940900215,-1.36055544213057,-2.82522573478451,0.788254419105764,-0.19436506316151,-0.369432552770983
-0.736297759114704,0.97182531580755,0.605405514596681,0.788254419105764,-1.36055544213057,-0.369432552770983
-0.942231656857912,-0.19436506316151,0.605405514596681,0.788254419105764,-1.36055544213057,-0.369432552770983
-1.28829750867024,0.97182531580755,NA,0.788254419105764,-0.19436506316151,0.960524637204556
1.06339361336435,0.97182531580755,-1.68168198499078,0.788254419105764,-1.36055544213057,-1.69938974274652
-0.280350951443404,0.97182531580755,0.605405514596681,0.788254419105764,0.97182531580755,0.960524637204556
NA,NA,NA,NA,NA,NA
0.0490814646338065,-1.36055544213057,0.605405514596681,0.788254419105764,-1.36055544213057,0.960524637204556
1.67155072596803,0.97182531580755,0.605405514596681,-1.3400325124798,0.97182531580755,0.960524637204556
-1.17138824356241,0.97182531580755,-0.53813823519705,0.788254419105764,0.97182531580755,0.960524637204556
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.80372853718101,-1.36055544213057,-0.53813823519705,-1.3400325124798,0.97182531580755,-0.369432552770983
0.0947670929300717,-0.19436506316151,-0.53813823519705,-1.3400325124798,0.97182531580755,-0.369432552770983
-0.125629615594499,0.97182531580755,0.605405514596681,0.788254419105764,-0.19436506316151,-0.369432552770983
-0.556294910790555,-0.19436506316151,0.605405514596681,-1.3400325124798,-0.19436506316151,-0.369432552770983
0.545089935122158,-1.36055544213057,0.605405514596681,0.0788254419105765,0.97182531580755,-1.69938974274652
0.325854225707067,-0.19436506316151,0.605405514596681,-1.3400325124798,0.97182531580755,0.960524637204556
-0.611026540688349,0.97182531580755,0.605405514596681,0.788254419105764,-0.19436506316151,0.960524637204556
1.18661256925598,-1.36055544213057,-0.53813823519705,-1.3400325124798,0.97182531580755,-1.69938974274652
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
