"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23h_num","TX_RESP_Q19_num"
-1.30463601283215,0.572077553547355,0.474341649025257,-0.774596669241483,1.02787243329629,1.52127765851133,2.84604989415154,1.93782672439852,2.84604989415154,1.16189500386223,2.66666666666667
-0.338734327025647,0.572077553547355,0.474341649025257,-0.774596669241483,-0.114208048144032,0.253546276418555,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,NA
-0.380774183857656,0.572077553547355,0.474341649025257,1.16189500386223,-0.114208048144032,0.253546276418555,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,-0.333333333333333
-0.304058039327436,-0.858116330321033,0.474341649025257,-0.774596669241483,-2.39836901102468,-1.01418510567422,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,-0.333333333333333
-0.766107635439736,0.572077553547355,0.474341649025257,-0.774596669241483,1.02787243329629,-1.01418510567422,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,-0.333333333333333
-0.20881368085695,-0.858116330321033,-1.89736659610103,-0.774596669241483,1.02787243329629,1.52127765851133,-0.316227766016838,-1.5854945926897,-0.316227766016838,1.16189500386223,-0.333333333333333
1.52642197377531,0.572077553547355,0.474341649025257,1.16189500386223,-0.114208048144032,-1.01418510567422,-0.316227766016838,0.176166065854411,-0.316227766016838,1.16189500386223,-0.333333333333333
1.10753531085847,0.572077553547355,0.474341649025257,1.16189500386223,-0.114208048144032,0.253546276418555,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,-0.333333333333333
1.46035617062578,-2.28831021418942,-1.89736659610103,1.16189500386223,-0.114208048144032,-1.01418510567422,-0.316227766016838,-1.5854945926897,-0.316227766016838,1.16189500386223,-0.333333333333333
-0.791189575919984,0.572077553547355,0.474341649025257,-0.774596669241483,-0.114208048144032,0.253546276418555,-0.316227766016838,0.176166065854411,-0.316227766016838,-0.774596669241483,-0.333333333333333
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
