"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num","TX_RESP_Q19_num"
-1.15441530984801,-0.80860754006264,-0.386800932646432,0.209589237745671,-0.666828774065213,0.310438209771555,0.482160380453053,0.32394177193585,0.869226987360353,0.502845284514068,0.785950200532908,-0.343592135468138
-0.322457824490744,0.80860754006264,1.35380326426251,1.15274080760119,0.424345583496044,1.42801576494915,1.56702123647242,1.2957670877434,0.869226987360353,0.502845284514068,-1.78625045575661,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.445873941207361,-0.80860754006264,-0.386800932646432,0.209589237745671,-1.75800313162647,1.42801576494915,-0.602700475566316,-0.6478835438717,0.869226987360353,-2.34661132773231,-1.78625045575661,-0.343592135468138
-0.202005847134758,-0.80860754006264,-0.386800932646432,0.209589237745671,-0.666828774065213,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,0.785950200532908,-0.343592135468138
-0.759360105636645,-0.80860754006264,1.35380326426251,-1.67671390196537,0.424345583496044,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,0.785950200532908,2.74873708374511
-0.851200924259481,0.80860754006264,1.35380326426251,1.15274080760119,0.424345583496044,0.310438209771555,1.56702123647242,1.2957670877434,0.869226987360353,0.502845284514068,0.785950200532908,2.74873708374511
-0.579542941701073,-0.80860754006264,0.48350116580804,1.15274080760119,1.5155199410573,1.42801576494915,1.56702123647242,1.2957670877434,0.869226987360353,0.502845284514068,0.785950200532908,-0.343592135468138
1.00975314255181,0.80860754006264,-0.386800932646432,-0.733562332109848,0.424345583496044,-0.807139345406042,-0.602700475566316,0.32394177193585,-0.434613493680177,-0.921883021609123,-0.50015012761185,-0.343592135468138
0.0103235144868103,0.80860754006264,1.35380326426251,0.209589237745671,0.424345583496044,0.310438209771555,0.482160380453053,0.32394177193585,-0.434613493680177,0.502845284514068,-0.50015012761185,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.71061042715357,0.80860754006264,-0.386800932646432,-0.733562332109848,-0.666828774065213,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,0.785950200532908,-0.343592135468138
-0.00913331313680257,0.80860754006264,-1.2571030311009,-0.733562332109848,-0.666828774065213,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,-0.50015012761185,-0.343592135468138
-1.46640055175693,-0.80860754006264,1.35380326426251,0.209589237745671,0.424345583496044,0.310438209771555,0.482160380453053,0.32394177193585,-0.434613493680177,0.502845284514068,0.785950200532908,-0.343592135468138
1.17838400656556,0.80860754006264,-0.386800932646432,1.15274080760119,-0.666828774065213,0.310438209771555,-0.602700475566316,-1.61970885967925,0.869226987360353,NA,0.785950200532908,-0.343592135468138
1.76191630962008,0.80860754006264,-1.2571030311009,0.209589237745671,-0.666828774065213,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,-0.50015012761185,-0.343592135468138
-0.646688988824361,0.80860754006264,-0.386800932646432,0.209589237745671,1.5155199410573,0.310438209771555,-0.602700475566316,1.2957670877434,0.869226987360353,0.502845284514068,0.785950200532908,-0.343592135468138
-0.866986810470824,-0.80860754006264,0.48350116580804,1.15274080760119,0.424345583496044,-0.807139345406042,-0.602700475566316,-0.6478835438717,-0.434613493680177,0.502845284514068,0.785950200532908,-0.343592135468138
1.36156297178251,-2.42582262018792,-1.2571030311009,-1.67671390196537,-1.75800313162647,-1.92471690058364,-1.68756133158568,-1.61970885967925,-3.04229445576124,-2.34661132773231,-1.78625045575661,-0.343592135468138
0.271516186306637,0.80860754006264,-1.2571030311009,-1.67671390196537,1.5155199410573,1.42801576494915,1.56702123647242,1.2957670877434,0.869226987360353,-0.921883021609123,-0.50015012761185,-0.343592135468138
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
