"PROFICIENCIA_MT_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
-1.67135497738497,-0.5340999978636,0.508070043361347,-0.499083408945087,NA,NA
0.564537376456464,0.8392999966428,NA,-0.499083408945087,0.0906935721422207,0.672179706484308
0.1866033903678,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,0.672179706484308
0.145660881290328,-1.90749999237,-1.21936810406723,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
0.156821474534156,0.8392999966428,0.508070043361347,1.24770852236272,0.0906935721422207,0.672179706484308
NA,0.8392999966428,0.508070043361347,-2.24587534025289,-1.45109715427554,-0.597493072430496
-0.576960526740303,0.8392999966428,-2.94680625149582,2.99450045367052,0.0906935721422207,0.672179706484308
0.431369606959738,NA,NA,NA,NA,NA
-0.160728275631242,NA,NA,NA,NA,NA
1.62933302247132,0.8392999966428,0.508070043361347,-0.499083408945087,-1.45109715427554,-1.8671658513453
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.608253671311148,NA,NA,NA,NA,NA
-1.03182902875196,0.8392999966428,-1.21936810406723,1.24770852236272,1.63248429855998,1.94185248539911
1.60469217877831,0.8392999966428,NA,-0.499083408945087,-1.45109715427554,-0.597493072430496
0.213197642220281,NA,NA,NA,NA,NA
-0.303573714658371,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,0.672179706484308
2.294375280278,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.47405552076917,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.08981169490777,-1.90749999237,0.508070043361347,1.24770852236272,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
2.15176209999196,-1.90749999237,0.508070043361347,-0.499083408945087,-1.45109715427554,-0.597493072430496
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.373171075991639,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.265824825109545,-1.90749999237,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
-0.492197514046234,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
0.271804149121305,0.8392999966428,-1.21936810406723,-0.499083408945087,NA,NA
NA,NA,NA,NA,NA,NA
0.605761291812269,0.8392999966428,0.508070043361347,-0.499083408945087,-1.45109715427554,-1.8671658513453
0.689709893852462,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
0.463526294499864,-0.5340999978636,0.508070043361347,1.24770852236272,-1.45109715427554,-0.597493072430496
NA,NA,NA,NA,NA,NA
0.0250071136689504,0.8392999966428,0.508070043361347,1.24770852236272,0.0906935721422207,-0.597493072430496
0.556621053435887,-0.5340999978636,0.508070043361347,-0.499083408945087,-1.45109715427554,-0.597493072430496
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-1.61629497808263,-0.5340999978636,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
0.519120816556949,-0.5340999978636,0.508070043361347,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
1.01792593823663,0.8392999966428,0.508070043361347,NA,1.63248429855998,1.94185248539911
-0.857014515249667,-0.5340999978636,-2.94680625149582,-0.499083408945087,0.0906935721422207,0.672179706484308
-0.192058645227981,-0.5340999978636,0.508070043361347,-0.499083408945087,-1.45109715427554,-0.597493072430496
NA,NA,NA,NA,NA,NA
-1.47116411197771,-0.5340999978636,NA,-0.499083408945087,1.63248429855998,-0.597493072430496
-0.807539274473026,-1.90749999237,-1.21936810406723,1.24770852236272,1.63248429855998,1.94185248539911
-0.954986814301366,NA,0.508070043361347,1.24770852236272,0.0906935721422207,0.672179706484308
0.734737881868024,0.8392999966428,0.508070043361347,-0.499083408945087,0.0906935721422207,0.672179706484308
-0.155579771424008,0.8392999966428,-1.21936810406723,-0.499083408945087,1.63248429855998,0.672179706484308
-0.902215225558747,NA,NA,NA,NA,NA
-0.572553471070665,-0.5340999978636,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
-1.93841259892167,-0.5340999978636,0.508070043361347,1.24770852236272,1.63248429855998,1.94185248539911
-1.16263990079558,-0.5340999978636,-1.21936810406723,1.24770852236272,0.0906935721422207,0.672179706484308
-0.280615288395028,-0.5340999978636,0.508070043361347,-0.499083408945087,0.0906935721422207,-0.597493072430496
NA,NA,NA,NA,NA,NA
