"PROFICIENCIA_LP_SAEB","TX_RESP_Q22c_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23d_num"
-0.188884934379111,-0.499083408945087,0.748740118269271,NA,NA
0.326742736454976,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
0.667225117773298,-0.499083408945087,0.748740118269271,0.52599685777979,-0.79279928571938
0.320697656305916,-0.499083408945087,-0.591110619686267,-0.701329143706388,-0.79279928571938
NA,NA,NA,NA,NA
-2.41270430551938,1.24770852236272,2.08859085622481,1.75332285926597,-0.79279928571938
NA,-2.24587534025289,-1.93096135764181,-1.92865514519257,-0.79279928571938
0.0548580060523643,2.99450045367052,0.748740118269271,-0.701329143706388,0.490780510207235
-0.129326285269481,NA,NA,NA,NA
-0.627962767547094,NA,NA,NA,NA
0.546147165253711,-0.499083408945087,-0.591110619686267,-0.701329143706388,-0.79279928571938
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.28110380327772,NA,NA,NA,NA
-0.821790946439783,1.24770852236272,0.748740118269271,0.52599685777979,1.77436030613385
0.772919593962977,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
0.406997261955927,NA,NA,NA,NA
-1.19988009324805,-0.499083408945087,-0.591110619686267,0.52599685777979,-0.79279928571938
0.963723410303758,NA,NA,NA,NA
NA,NA,NA,NA,NA
1.50346687498955,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.52039804118714,1.24770852236272,0.748740118269271,1.75332285926597,NA
NA,NA,NA,NA,NA
0.608293246247614,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.0190739809252138,-0.499083408945087,-0.591110619686267,-0.701329143706388,-0.79279928571938
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-1.46872342921924,-0.499083408945087,-0.591110619686267,-0.701329143706388,-0.79279928571938
1.40963862633203,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
NA,NA,NA,NA,NA
0.446898161970609,-0.499083408945087,0.748740118269271,0.52599685777979,-0.79279928571938
NA,NA,NA,NA,NA
1.00209813462528,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
0.797697466233194,-0.499083408945087,-0.591110619686267,0.52599685777979,0.490780510207235
NA,NA,NA,NA,NA
0.289286894182652,1.24770852236272,-0.591110619686267,0.52599685777979,-0.79279928571938
NA,NA,NA,NA,NA
0.248314996006872,1.24770852236272,-1.93096135764181,-1.92865514519257,-2.076379081646
1.06923411450172,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.581641138240789,-0.499083408945087,-0.591110619686267,-0.701329143706388,0.490780510207235
0.325419794602871,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
0.711896843844247,NA,2.08859085622481,1.75332285926597,1.77436030613385
0.625105544842688,-0.499083408945087,-0.591110619686267,-0.701329143706388,1.77436030613385
0.313627835785232,-0.499083408945087,-0.591110619686267,0.52599685777979,0.490780510207235
NA,NA,NA,NA,NA
-2.48071779168586,-0.499083408945087,-0.591110619686267,-0.701329143706388,-2.076379081646
0.335366743593873,1.24770852236272,0.748740118269271,0.52599685777979,-0.79279928571938
-0.874904100552201,1.24770852236272,NA,0.52599685777979,0.490780510207235
-0.92931099269739,-0.499083408945087,2.08859085622481,1.75332285926597,0.490780510207235
0.155832773914929,-0.499083408945087,0.748740118269271,0.52599685777979,0.490780510207235
-1.45666004277062,NA,NA,NA,NA
-0.785861279860622,-0.499083408945087,0.748740118269271,0.52599685777979,0.490780510207235
0.64708663228171,1.24770852236272,NA,0.52599685777979,1.77436030613385
-1.86037048228949,1.24770852236272,0.748740118269271,1.75332285926597,-0.79279928571938
0.365248900054134,-0.499083408945087,0.748740118269271,-0.701329143706388,-0.79279928571938
NA,NA,NA,NA,NA
