"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10e_num","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q20_num"
1.02445497341523,0.616380526213868,0.4,-0.153998100701803,0.76691532253137,-0.107453174634144,1.13244171700986,-0.4,0.347559848800795,0.909524074751841,-1.05,1.41080991468894
2.6625651746889,0.616380526213868,0.4,1.53998100701804,0.76691532253137,-1.39689127024387,-0.0984731927834663,-0.4,-0.794422511544673,-2.88015957004749,-1.05,-0.47026997156298
-1.15733464285629,0.616380526213868,0.4,-1.00098765456172,-2.34585863362537,1.18198492097558,1.13244171700986,-0.4,-1.93640487189014,0.909524074751841,-1.05,1.41080991468894
-0.347614000712325,0.616380526213868,0.4,1.53998100701804,-1.30826731490645,NA,NA,NA,NA,NA,NA,-0.47026997156298
-0.554790610545067,-2.94492918079959,-1.6,-0.153998100701803,-0.270675996187542,-1.39689127024387,-1.32938810257679,-0.4,0.347559848800795,0.909524074751841,0.2,-0.47026997156298
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.903509613122074,0.616380526213868,0.4,NA,NA,1.18198492097558,-0.0984731927834663,1.6,0.347559848800795,-1.61693168844772,1.45,NA
-0.652921548320811,-1.16427432729286,-3.6,-1.00098765456172,0.76691532253137,1.18198492097558,-0.0984731927834663,-0.4,0.347559848800795,-0.353703806847938,0.2,-0.47026997156298
0.800109904707088,-1.16427432729286,0.4,1.53998100701804,0.76691532253137,-0.107453174634144,1.13244171700986,-0.4,-0.794422511544673,0.909524074751841,0.2,-0.47026997156298
-0.236111306551366,0.616380526213868,-1.6,-0.153998100701803,-1.30826731490645,-1.39689127024387,-0.0984731927834663,-0.4,-0.794422511544673,-0.353703806847938,0.2,-0.47026997156298
0.850909361349585,0.616380526213868,0.4,NA,0.76691532253137,-0.107453174634144,-0.0984731927834663,-0.4,0.347559848800795,-0.353703806847938,0.2,-0.47026997156298
-0.402803725816499,0.616380526213868,0.4,-1.00098765456172,-1.30826731490645,-0.107453174634144,-0.0984731927834663,-0.4,0.347559848800795,-0.353703806847938,0.2,-0.47026997156298
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.786706225481649,0.616380526213868,0.4,1.53998100701804,-0.270675996187542,1.18198492097558,1.13244171700986,-0.4,NA,0.909524074751841,1.45,-0.47026997156298
-1.0358784959646,-1.16427432729286,NA,-0.153998100701803,0.76691532253137,NA,1.13244171700986,1.6,1.48954220914626,0.909524074751841,1.45,3.29188980094086
0.334013674708163,0.616380526213868,0.4,-0.153998100701803,0.76691532253137,-1.39689127024387,-0.0984731927834663,-0.4,-0.794422511544673,-1.61693168844772,0.2,-0.47026997156298
1.22168642326301,0.616380526213868,0.4,0.692991453158116,-0.270675996187542,-0.107453174634144,-1.32938810257679,-0.4,-0.794422511544673,-0.353703806847938,0.2,-0.47026997156298
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.0597500420459861,0.616380526213868,0.4,1.53998100701804,0.76691532253137,-0.107453174634144,-1.32938810257679,1.6,0.347559848800795,0.909524074751841,-1.05,-0.47026997156298
-1.24399157257545,-1.16427432729286,-1.6,-0.153998100701803,-1.30826731490645,-0.107453174634144,-0.0984731927834663,-0.4,0.347559848800795,-0.353703806847938,0.2,1.41080991468894
-0.631190217634907,0.616380526213868,0.4,-1.00098765456172,0.76691532253137,1.18198492097558,1.13244171700986,-0.4,-1.93640487189014,0.909524074751841,-1.05,-0.47026997156298
-1.13928412776942,-1.16427432729286,0.4,NA,NA,1.18198492097558,1.13244171700986,1.6,1.48954220914626,0.909524074751841,1.45,NA
-1.33167009664663,0.616380526213868,0.4,-1.00098765456172,0.76691532253137,1.18198492097558,1.13244171700986,1.6,1.48954220914626,0.909524074751841,1.45,-0.47026997156298
0.965713329905842,-1.16427432729286,0.4,-1.00098765456172,0.76691532253137,-1.39689127024387,-1.32938810257679,-2.4,-0.794422511544673,-0.353703806847938,-2.3,-0.47026997156298
0.0982324441734913,0.616380526213868,0.4,-0.153998100701803,0.76691532253137,-1.39689127024387,-1.32938810257679,-0.4,-0.794422511544673,-0.353703806847938,0.2,-0.47026997156298
-0.619490380340822,0.616380526213868,0.4,-1.00098765456172,-0.270675996187542,1.18198492097558,1.13244171700986,1.6,1.48954220914626,0.909524074751841,0.2,-0.47026997156298
1.19358666576978,0.616380526213868,0.4,-1.00098765456172,0.76691532253137,-0.107453174634144,-1.32938810257679,-0.4,0.347559848800795,-0.353703806847938,-1.05,-0.47026997156298
-0.73921548001784,0.616380526213868,0.4,NA,NA,-0.107453174634144,-0.0984731927834663,-0.4,NA,-0.353703806847938,0.2,1.41080991468894
-0.808941626878764,-1.16427432729286,0.4,0.692991453158116,-1.30826731490645,-0.107453174634144,-1.32938810257679,-0.4,0.347559848800795,-0.353703806847938,-1.05,-0.47026997156298
