"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
0.279715251536819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.30010109366878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.939682480536066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.527541435533739,-1.6583123951777,-0.242179739848241,-0.741619848709566,-2.42711950486767,-1.13284303119776,0.139655096932732,0.936281675898539,0.936281675898539,0,0.12974982402692,0.428174419288838
0.758680509052586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.33509534129949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.344829495398897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.317784941803885,0,NA,-0.741619848709566,-0.943879807448539,0.809173593712687,1.81551626012552,NA,0.936281675898539,0,NA,0.428174419288838
-1.67349824689581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.33354565332866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.946536701227301,1.6583123951777,-0.242179739848241,0.741619848709566,0.539359889970594,0.809173593712687,0.977585678529124,0.936281675898539,-0.20806259464412,2.34520787991171,0.12974982402692,0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.170607443159036,0,1.08980882931709,0.741619848709566,0.539359889970594,-1.13284303119776,-0.69827548466366,-1.35240686518678,-0.20806259464412,0,-1.29749824026921,0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.626461712372175,0,1.08980882931709,0.741619848709566,0.539359889970594,0.809173593712687,-0.69827548466366,-0.20806259464412,-0.20806259464412,0,0.12974982402692,0.428174419288838
0.675669898404307,0,-0.242179739848241,-2.2248595461287,-0.943879807448539,-1.13284303119776,-0.69827548466366,0.936281675898539,-0.20806259464412,0,0.12974982402692,0.428174419288838
1.32898445373191,0,-0.242179739848241,0.741619848709566,0.539359889970594,0.809173593712687,-0.69827548466366,-1.35240686518678,NA,0,-1.29749824026921,-2.14087209644419
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.39618500183669,-1.6583123951777,-1.57416830901357,-0.741619848709566,NA,-1.13284303119776,1.81551626012552,0.936281675898539,-1.35240686518678,-2.34520787991171,0.12974982402692,0.428174419288838
2.2002803980706,0,1.08980882931709,0.741619848709566,0.539359889970594,0.809173593712687,-0.69827548466366,-1.35240686518678,-0.20806259464412,0,0.12974982402692,-2.14087209644419
-0.958129088007881,0,-1.57416830901357,-0.741619848709566,0.539359889970594,-1.13284303119776,0.139655096932732,0.936281675898539,-1.35240686518678,0,-1.29749824026921,0.428174419288838
1.06020567842902,0,1.08980882931709,0.741619848709566,0.539359889970594,0.809173593712687,-0.69827548466366,-0.20806259464412,-0.20806259464412,0,1.55699788832305,0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.961318082315481,1.6583123951777,-0.242179739848241,0.741619848709566,0.539359889970594,0.809173593712687,-0.69827548466366,-0.20806259464412,2.0806259464412,0,1.55699788832305,0.428174419288838
-1.17805057963833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.206606469712574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.55691049937806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.692633902632482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.405126263697248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.475139116134629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.241256869898608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.346926301111397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.721592933036975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.415303293766798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.01019412946105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
