"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.09390845531139,0.720749970156447,-0.539359889970594,0.449466574975495,-0.301511344577763,0.449466574975494,-1.55699788832305,-0.474341649025257,1.26131244777378,3.01511344577764,3.01511344577764
-0.311006260480046,0.720749970156447,-0.539359889970594,-0.786566506207116,-0.301511344577763,0.449466574975494,-0.12974982402692,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
0.658419102090081,0.720749970156447,0.943879807448539,-0.786566506207116,3.01511344577764,0.449466574975494,-0.12974982402692,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
-0.0130386543931764,0.720749970156447,-0.539359889970594,0.449466574975495,-0.301511344577763,0.449466574975494,1.29749824026921,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
0.292610424575208,-1.26131244777378,-0.539359889970594,-0.786566506207116,-0.301511344577763,-2.02259958738973,-0.12974982402692,NA,-0.720749970156447,-0.301511344577763,-0.301511344577763
0.874781269525494,0.720749970156447,-0.539359889970594,-0.786566506207116,-0.301511344577763,-2.02259958738973,-0.12974982402692,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.712352491285828,-1.26131244777378,0.943879807448539,1.68549965615811,-0.301511344577763,0.449466574975494,1.29749824026921,1.89736659610103,1.26131244777378,-0.301511344577763,-0.301511344577763
-1.26245238897322,-1.26131244777378,-0.539359889970594,1.68549965615811,-0.301511344577763,0.449466574975494,-1.55699788832305,-0.474341649025257,1.26131244777378,-0.301511344577763,-0.301511344577763
-0.0962980222014117,0.720749970156447,-0.539359889970594,-0.786566506207116,-0.301511344577763,0.449466574975494,-0.12974982402692,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
-0.0688849700977177,0.720749970156447,-0.539359889970594,-0.786566506207116,-0.301511344577763,0.449466574975494,-0.12974982402692,-0.474341649025257,-0.720749970156447,-0.301511344577763,-0.301511344577763
-1.45568646407078,-1.26131244777378,2.42711950486767,0.449466574975495,-0.301511344577763,0.449466574975494,1.29749824026921,1.89736659610103,1.26131244777378,-0.301511344577763,-0.301511344577763
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
