"PROFICIENCIA_MT_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q21e_num","TX_RESP_Q23f_num","TX_RESP_Q23i_num"
1.13689336776748,0.417898126702867,0.586410413883411,-1.73354538899503,0.414872275525482,1.20761472884912
-0.382797111924439,0.417898126702867,0.586410413883411,0.904458463823494,1.49992284228443,0
NA,NA,NA,NA,NA,NA
1.14175409655122,0.417898126702867,-0.947278360888588,-0.414543462585768,1.49992284228443,1.20761472884912
-0.607960029000411,-1.41040617762218,-2.48096713566059,0.904458463823494,-0.670178291233471,-2.41522945769824
-0.365771774780708,0.417898126702867,-0.947278360888588,0.904458463823494,-1.75522885799242,-2.41522945769824
-1.37366873592098,0.417898126702867,-0.947278360888588,-1.73354538899503,0.414872275525482,0
1.19376880720701,0.417898126702867,-2.48096713566059,-0.414543462585768,0.414872275525482,0
0.19660030915688,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,1.20761472884912
-1.42399083914709,NA,NA,NA,NA,NA
-1.52351002588144,-3.23871048194722,-0.947278360888588,0.904458463823494,0.414872275525482,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.826967840906345,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,1.20761472884912
-0.715296050220155,0.417898126702867,0.586410413883411,-0.414543462585768,-0.670178291233471,0
NA,NA,NA,NA,NA,NA
0.658336721105827,0.417898126702867,0.586410413883411,-0.414543462585768,1.49992284228443,1.20761472884912
NA,NA,NA,NA,NA,NA
-1.20699353775242,NA,NA,NA,NA,0
0.212628918841614,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,0
NA,NA,NA,NA,NA,NA
-0.350141531831137,0.417898126702867,0.586410413883411,0.904458463823494,-0.670178291233471,0
1.11852074777928,0.417898126702867,0.586410413883411,-0.414543462585768,-0.670178291233471,1.20761472884912
-0.973624015098415,0.417898126702867,0.586410413883411,-0.414543462585768,0.414872275525482,0
0.504000583074155,NA,NA,-1.73354538899503,0.414872275525482,0
NA,NA,NA,NA,NA,NA
-0.638757145529652,-3.23871048194722,-2.48096713566059,0.904458463823494,-0.670178291233471,-2.41522945769824
-1.58290047079064,NA,NA,NA,NA,NA
-0.503556161923259,0.417898126702867,0.586410413883411,-1.73354538899503,-0.670178291233471,-1.20761472884912
-0.181418123584024,-1.41040617762218,0.586410413883411,-0.414543462585768,-0.670178291233471,0
1.47524462327411,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,1.20761472884912
0.411658757846737,0.417898126702867,-0.947278360888588,0.904458463823494,0.414872275525482,0
-0.343692475138573,0.417898126702867,0.586410413883411,0.904458463823494,NA,0
1.36587746090296,0.417898126702867,0.586410413883411,-0.414543462585768,0.414872275525482,0
NA,NA,NA,NA,NA,NA
1.23271443990093,0.417898126702867,0.586410413883411,-1.73354538899503,-1.75522885799242,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.184215120091432,-1.41040617762218,0.586410413883411,-0.414543462585768,-1.75522885799242,-1.20761472884912
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.0709258669821831,0.417898126702867,0.586410413883411,0.904458463823494,-0.670178291233471,-1.20761472884912
-1.39843397502005,0.417898126702867,NA,NA,NA,NA
0.319407569234253,0.417898126702867,0.586410413883411,-0.414543462585768,-1.75522885799242,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
0.496525708331706,0.417898126702867,0.586410413883411,-0.414543462585768,0.414872275525482,0
2.15362102095824,0.417898126702867,0.586410413883411,-1.73354538899503,1.49992284228443,1.20761472884912
-1.22793588778137,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,0
-1.24280356570439,0.417898126702867,-0.947278360888588,0.904458463823494,-1.75522885799242,0
NA,NA,NA,NA,NA,NA
0.606250216951811,0.417898126702867,0.586410413883411,0.904458463823494,0.414872275525482,0
-0.532879508128198,-1.41040617762218,-0.947278360888588,0.904458463823494,0.414872275525482,1.20761472884912
1.27021878829319,0.417898126702867,0.586410413883411,-0.414543462585768,1.49992284228443,0
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
