ID_ESCOLA,TIPO_ESCOLA,AREA,LOCALIZACAO,CLUSTER,MEDIA_MT,MEDIA_LP,INSE_MEDIO,FAIXA_MT,FAIXA_LP,GRUPO_INSE
61417120,Publica,Interior,Urbana,2,280.09,292.3,4.96,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61442548,Publica,Interior,Urbana,2,280.09,282.64,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448076,Publica,Interior,Urbana,2,280.08,287.22,5.01,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61438230,Publica,Interior,Rural,2,280.07,270.42,4.27,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61454602,Publica,Interior,Urbana,2,280.07,283.82,4.97,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61470145,Publica,Interior,Urbana,2,280,280.7,4.92,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61433450,Publica,Interior,Urbana,2,279.99,271.46,4.86,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61438211,Publica,Interior,Urbana,2,279.98,294.24,4.62,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61399628,Publica,Interior,Urbana,2,279.97,4152.51,5.14,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61454601,Publica,Interior,Urbana,2,279.96,279.74,4.7,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459272,Publica,Interior,Urbana,2,279.94,276.33,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61405726,Publica,Interior,Urbana,2,279.94,289.66,4.81,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61470496,Publica,Interior,Urbana,2,279.9,2347.21,4.86,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61466138,Publica,Interior,Urbana,2,279.88,293.49,5,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61399938,Publica,Interior,Urbana,2,279.86,280.24,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449094,Publica,Interior,Urbana,2,279.81,2670.65,4.83,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61449588,Publica,Interior,Urbana,2,279.77,283.63,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61438244,Publica,Interior,Urbana,2,279.75,282.53,5.27,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61470512,Publica,Interior,Rural,2,279.7,293.84,4.23,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61412823,Publica,Interior,Urbana,2,279.69,287.65,5.21,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61421823,Publica,Interior,Urbana,2,279.67,282.5,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61437654,Publica,Interior,Urbana,2,279.66,284.79,5.26,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61439344,Publica,Interior,Urbana,2,279.62,275.79,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399643,Publica,Interior,Urbana,2,279.59,296.65,4.46,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61428607,Publica,Interior,Urbana,2,279.58,278.78,5.13,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442580,Publica,Interior,Urbana,2,279.57,287.39,4.94,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61406176,Publica,Interior,Urbana,2,279.57,284.17,4.25,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61437666,Publica,Interior,Urbana,2,279.53,269.26,5.05,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61465801,Publica,Interior,Urbana,2,279.5,287.48,5.02,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61448128,Publica,Interior,Urbana,2,279.43,277.66,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61425678,Publica,Interior,Urbana,2,279.41,275.65,5.21,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448151,Publica,Interior,Urbana,2,279.4,279.23,5.31,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61459180,Publica,Interior,Urbana,2,279.25,276.62,5.13,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61425017,Publica,Interior,Urbana,2,279.25,282.42,4.98,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459305,Publica,Interior,Urbana,2,279.17,288.92,4.91,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61428631,Publica,Interior,Urbana,2,279.14,291.46,5.44,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61442545,Publica,Interior,Urbana,2,279.13,288.22,5.59,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61431513,Publica,Interior,Urbana,2,279.08,281.82,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432533,Publica,Interior,Urbana,2,279.07,286.5,5.29,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466101,Publica,Capital,Urbana,2,279.06,288.17,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61428655,Publica,Interior,Urbana,2,279.04,282.28,5.06,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459260,Publica,Interior,Urbana,2,279.03,281.31,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61449122,Publica,Interior,Urbana,2,279.01,6852.63,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61437700,Publica,Interior,Urbana,2,278.97,269.45,4.54,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61425375,Publica,Interior,Urbana,2,278.96,279.5,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416193,Publica,Interior,Urbana,2,278.95,296.19,4.91,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61449172,Publica,Interior,Urbana,2,278.94,2879.01,4.97,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61448599,Publica,Capital,Urbana,2,278.93,288.38,5.16,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459159,Publica,Interior,Urbana,2,278.91,287.71,4.9,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61459166,Publica,Interior,Urbana,2,278.87,3233.95,4.86,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61416736,Publica,Interior,Urbana,2,278.86,276.92,5.15,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442060,Publica,Interior,Urbana,2,278.86,299.73,4.53,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61407966,Publica,Interior,Urbana,2,278.78,272.18,4.56,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61424975,Publica,Interior,Urbana,2,278.76,286.81,5.27,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61441610,Publica,Interior,Urbana,2,278.72,234.81,3.71,Q3_Médio-Alto,Q1_Baixo,Baixo_INSE
61442289,Publica,Capital,Urbana,2,278.7,285.43,5.08,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61449070,Publica,Capital,Urbana,2,278.62,293.26,5.4,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61448058,Publica,Interior,Urbana,2,278.61,263.99,4.2,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61432529,Publica,Interior,Urbana,2,278.59,294.11,5.42,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61417090,Publica,Interior,Urbana,2,278.58,274.31,4.75,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61399536,Publica,Interior,Urbana,2,278.52,280.41,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433008,Publica,Interior,Urbana,2,278.5,291.45,5.07,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61425148,Publica,Interior,Urbana,2,278.39,283.28,4.82,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466115,Publica,Interior,Urbana,2,278.33,279.66,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61441555,Publica,Interior,Urbana,2,278.29,273,4.76,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61408013,Publica,Interior,Urbana,2,278.26,290.65,5,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61439282,Publica,Interior,Urbana,2,278.25,6396.25,5.24,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61470079,Publica,Interior,Urbana,2,278.18,273.05,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442311,Publica,Interior,Urbana,2,278.15,288.04,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459183,Publica,Interior,Urbana,2,278.15,9674.3,5.09,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61449223,Publica,Interior,Urbana,2,278.1,283.17,4.59,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61442321,Publica,Interior,Urbana,2,278.09,277.14,4.93,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61456055,Publica,Interior,Urbana,2,278.06,287.72,5.42,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61433061,Publica,Interior,Urbana,2,278.04,279.45,4.67,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61421774,Publica,Interior,Urbana,2,278.01,278.65,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454138,Publica,Interior,Urbana,2,277.99,289.86,4.21,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61466182,Publica,Interior,Urbana,2,277.9,286.25,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448149,Publica,Interior,Urbana,2,277.88,286.69,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61470120,Publica,Interior,Urbana,2,277.87,287.59,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61437645,Publica,Interior,Urbana,2,277.84,289.7,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61439273,Publica,Interior,Urbana,2,277.83,286.64,4.39,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61424972,Publica,Interior,Urbana,2,277.8,281.48,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442032,Publica,Interior,Urbana,2,277.78,286.17,5.26,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448055,Publica,Interior,Urbana,2,277.74,270.8,4.93,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61431460,Publica,Interior,Urbana,2,277.73,1226.9,5.2,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61428651,Publica,Interior,Urbana,2,277.72,276.57,5.06,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61425486,Publica,Interior,Urbana,2,277.68,279.29,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449071,Publica,Capital,Urbana,2,277.67,288.99,5.47,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459770,Publica,Interior,Urbana,2,277.56,284.55,5.35,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416126,Publica,Interior,Urbana,2,277.49,280.35,4.87,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61412153,Publica,Interior,Urbana,2,277.48,289.74,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61439314,Publica,Interior,Urbana,2,277.46,293.26,5.24,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61425493,Publica,Interior,Urbana,2,277.38,274.73,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432502,Publica,Interior,Urbana,2,277.37,277.07,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399451,Publica,Interior,Urbana,2,277.34,270.63,4.9,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61399386,Publica,Interior,Urbana,2,277.33,284.59,4.96,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61449102,Publica,Interior,Urbana,2,277.31,281.71,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442085,Publica,Interior,Urbana,2,277.31,269.37,5.04,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61466473,Publica,Interior,Urbana,2,277.26,278.11,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433536,Publica,Interior,Urbana,2,277.26,290.94,5.19,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459331,Publica,Interior,Urbana,2,277.18,281.05,5.28,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433051,Publica,Interior,Urbana,2,277.17,2674.35,5.32,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61432588,Publica,NA,NA,2,277.15,274.06,5.07,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61421298,Publica,Capital,Urbana,2,277.1,282.08,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399686,Publica,Interior,Urbana,2,277.04,264.03,4.87,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61442099,Publica,Interior,Urbana,2,277.03,289.76,4.73,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61425637,Publica,Interior,Urbana,2,277.03,282.66,4.6,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61407998,Publica,Interior,Urbana,2,277.02,276.58,5.01,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61434027,Publica,Interior,Rural,2,277.01,263.82,4.76,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61407986,Publica,Interior,Urbana,2,277,282.43,5.37,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416117,Publica,Interior,Urbana,2,276.98,273.93,5,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61421797,Publica,Interior,Urbana,2,276.96,266.89,4.51,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61449123,Publica,Interior,Urbana,2,276.93,279.38,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61412178,Publica,Interior,Urbana,2,276.85,288.97,4.69,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61433470,Publica,Interior,Urbana,2,276.82,276.4,4.7,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459185,Publica,Interior,Urbana,2,276.74,282.59,5.2,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61428117,Publica,Interior,Urbana,2,276.74,280.17,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61432980,Publica,Interior,Urbana,2,276.72,279.41,5.3,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466175,Publica,Interior,Rural,2,276.71,287.63,4.23,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61428623,Publica,Interior,Urbana,2,276.7,288.34,5.3,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61439256,Publica,Interior,Urbana,2,276.69,272.8,5.11,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61449545,Publica,Interior,Urbana,2,276.68,259.48,4.8,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61454672,Publica,Interior,Urbana,2,276.65,280.22,4.5,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61428652,Publica,Interior,Urbana,2,276.65,280.12,5.39,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465834,Publica,Interior,Urbana,2,276.65,284.4,4.82,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459197,Publica,Interior,Urbana,2,276.6,275.45,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61437752,Publica,Interior,Rural,2,276.52,266.23,4.6,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61425088,Publica,Interior,Urbana,2,276.49,3263.52,5.21,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399988,Publica,Interior,Urbana,2,276.48,277.82,4.31,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61424811,Publica,Interior,Urbana,2,276.47,286.48,5.28,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442430,Publica,Interior,Urbana,2,276.45,281.53,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61459495,Publica,Interior,Urbana,2,276.44,294.8,5.06,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61399559,Publica,Interior,Urbana,2,276.44,294.2,5.31,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61459266,Publica,Interior,Urbana,2,276.44,282.22,5.02,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61399936,Publica,Interior,Urbana,2,276.43,281.07,5.27,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448044,Publica,Interior,Urbana,2,276.41,277.87,5.33,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399652,Publica,Interior,Urbana,2,276.39,277.84,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61442084,Publica,Interior,Urbana,2,276.38,283.35,5.26,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61448138,Publica,Interior,Urbana,2,276.36,272.63,4.45,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61449672,Publica,Interior,Urbana,2,276.36,292.57,5.29,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399591,Publica,Interior,Urbana,2,276.34,268.57,4.86,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61442439,Publica,Interior,Urbana,2,276.32,296.01,4.98,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61406234,Publica,Interior,Urbana,2,276.16,289.43,5.25,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399485,Publica,Interior,Urbana,2,276.15,274.3,4.56,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61425575,Publica,Interior,Urbana,2,276.12,280.57,5.39,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466532,Publica,Interior,Urbana,2,276.09,268.93,3.84,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61448621,Publica,Interior,Urbana,2,276.08,278.44,5.44,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61425015,Publica,Interior,Urbana,2,276.07,286.97,5.1,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61425497,Publica,Interior,Urbana,2,276.06,287.61,4.43,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61459258,Publica,Interior,Urbana,2,276.05,274.97,4.59,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61455951,Publica,Interior,Rural,2,276,28765.5,4.25,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61442529,Publica,Interior,Urbana,2,275.99,266.08,5.16,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61425387,Publica,Interior,Urbana,2,275.99,280.25,5.5,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61432482,Publica,Interior,Urbana,2,275.97,286.59,5.12,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61433421,Publica,Interior,Urbana,2,275.94,285.78,4.91,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61442170,Publica,Interior,Urbana,2,275.91,269.15,4.29,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61433436,Publica,Interior,Urbana,2,275.87,9194.78,4.9,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61416626,Publica,Interior,Urbana,2,275.86,271.38,3.95,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61442365,Publica,Interior,Urbana,2,275.82,272.36,4.69,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61449587,Publica,Interior,Urbana,2,275.81,274.26,5.21,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416739,Publica,Interior,Urbana,2,275.81,295.99,5.18,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416200,Publica,Interior,Urbana,2,275.77,288.86,5.14,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61455943,Publica,Interior,Urbana,2,275.75,266.21,4.25,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61405129,Publica,Capital,Urbana,2,275.74,286.32,5.31,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61416594,Publica,Interior,Urbana,2,275.73,3196.76,5.23,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466446,Publica,Interior,Urbana,2,275.72,280.03,5.04,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61450184,Publica,Interior,Urbana,2,275.72,278.14,5.09,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459213,Publica,Interior,Urbana,2,275.7,279.36,5.14,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61449633,Publica,Interior,Urbana,2,275.69,270.66,4.89,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61431483,Publica,Interior,Urbana,2,275.69,300.83,5.15,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61405684,Publica,Interior,Urbana,2,275.66,279.45,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465837,Publica,Interior,Urbana,2,275.65,274.86,5.05,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459181,Publica,Interior,Urbana,2,275.61,268.93,5.2,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61458814,Publica,Interior,Urbana,2,275.59,271.67,4.71,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61458791,Publica,Interior,Urbana,2,275.58,275.63,4.69,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61466118,Publica,Capital,Urbana,2,275.56,264.54,4.9,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61459466,Publica,Interior,Urbana,2,275.55,286.02,4.79,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61431555,Publica,Interior,Urbana,2,275.55,2694.89,4.95,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61442619,Publica,Capital,Urbana,2,275.53,289.94,5.13,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61412190,Publica,Interior,Urbana,2,275.48,266.95,4.86,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61433379,Publica,Interior,Urbana,2,275.47,290.26,5.07,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61449119,Publica,Interior,Urbana,2,275.44,287.58,4.73,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61416150,Publica,Interior,Urbana,2,275.44,289.85,4.76,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61405626,Publica,Interior,Urbana,2,275.41,284.61,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466579,Publica,Interior,Urbana,2,275.41,6314.29,4.89,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61428132,Publica,Interior,Urbana,2,275.38,272.76,3.34,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61432971,Publica,Interior,Urbana,2,275.37,284.33,5.19,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61428148,Publica,Interior,Urbana,2,275.33,2146.04,4.69,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61400023,Publica,Interior,Urbana,2,275.33,277.13,4.91,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61416090,Publica,Capital,Urbana,2,275.28,284.1,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454661,Publica,Interior,Urbana,2,275.25,287,4.86,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459330,Publica,Interior,Urbana,2,275.21,272.06,5.23,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61412127,Publica,Interior,Urbana,2,275.2,282.02,5.18,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466224,Publica,Interior,Urbana,2,275.08,266.46,5.47,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61432999,Publica,Interior,Urbana,2,275.02,286.88,4.76,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61454594,Publica,Interior,Urbana,2,275.02,279.21,5.03,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61466134,Publica,Interior,Urbana,2,274.97,263.91,4.95,Q3_Médio-Alto,Q2_Médio-Baixo,Medio_INSE
61425166,Publica,Interior,Urbana,2,274.91,280.89,4.84,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61439296,Publica,Interior,Urbana,2,274.91,2736.38,5.17,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61466124,Publica,Interior,Urbana,2,274.84,281.43,5.49,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61465798,Publica,Interior,Urbana,2,274.81,281.97,5.11,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61466445,Publica,Interior,Urbana,2,274.8,275.7,4.31,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61454683,Publica,Interior,Urbana,2,274.77,282.05,5.44,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399907,Publica,Interior,Urbana,2,274.76,258.13,4.7,Q3_Médio-Alto,Q1_Baixo,Medio_INSE
61417141,Publica,Interior,Urbana,2,274.76,302.37,4.8,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61417200,Publica,Interior,Rural,2,274.72,265.41,4.28,Q3_Médio-Alto,Q2_Médio-Baixo,Baixo_INSE
61432990,Publica,Interior,Urbana,2,274.64,277.17,5.49,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61417132,Publica,Interior,Urbana,2,274.6,279.11,5.16,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61399380,Publica,Capital,Urbana,2,274.57,280.66,5.23,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61455458,Publica,Interior,Urbana,2,274.55,273.72,4.72,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61448046,Publica,Interior,Urbana,2,274.54,1230.23,5.43,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61441522,Publica,Interior,Urbana,2,274.54,5057.38,5.2,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61399619,Publica,Interior,Urbana,2,274.43,262.45,5.51,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61466174,Publica,Interior,Urbana,2,274.41,281.71,5.42,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61441559,Publica,Interior,Urbana,2,274.39,290.43,5.08,Q3_Médio-Alto,Q4_Alto,Medio_INSE
61412812,Publica,Interior,Urbana,2,274.36,270.52,5.22,Q3_Médio-Alto,Q2_Médio-Baixo,Alto_INSE
61399426,Publica,Capital,Urbana,2,274.35,281.91,5.32,Q3_Médio-Alto,Q3_Médio-Alto,Alto_INSE
61454669,Publica,Interior,Urbana,2,274.34,287.56,5.09,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61458823,Publica,Interior,Urbana,2,274.32,302.4,4.16,Q3_Médio-Alto,Q4_Alto,Baixo_INSE
61470083,Publica,Interior,Urbana,2,274.3,275.28,4.35,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61432908,Publica,Capital,Urbana,2,274.29,288.52,5.22,Q3_Médio-Alto,Q4_Alto,Alto_INSE
61416218,Publica,Interior,Urbana,2,274.26,284.16,4.73,Q3_Médio-Alto,Q3_Médio-Alto,Medio_INSE
61459249,Publica,Interior,Urbana,2,274.25,273.21,4.48,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
61449550,Publica,Interior,Urbana,2,274.24,286.17,4.57,Q3_Médio-Alto,Q3_Médio-Alto,Baixo_INSE
