"PROFICIENCIA_MT_SAEB","TX_RESP_Q21b_num","TX_RESP_Q19_num"
1.31883319152745,0.854070518657171,-0.204124145231932
NA,NA,NA
1.08567549556,1.74527453812552,-0.204124145231932
-0.108325731491715,0.854070518657171,-0.204124145231932
NA,NA,NA
NA,NA,NA
-1.91874730356889,-0.0371335008111812,4.69485534033442
1.66047152129826,1.74527453812552,-0.204124145231932
NA,NA,NA
0.263161695607869,1.74527453812552,-0.204124145231932
2.40889624291443,0.854070518657171,-0.204124145231932
-0.239429374086443,1.74527453812552,-0.204124145231932
-0.0247799713305089,-0.0371335008111812,-0.204124145231932
-1.48995481822554,-0.928337520279533,-0.204124145231932
-1.05774187051014,-0.0371335008111812,-0.204124145231932
-0.208507630400102,-0.928337520279533,-0.204124145231932
1.1982095753871,-0.928337520279533,-0.204124145231932
-0.897811140159296,-0.928337520279533,-0.204124145231932
NA,NA,NA
-0.640071669147293,-0.0371335008111812,-0.204124145231932
0.517084883842991,-0.0371335008111812,-0.204124145231932
-0.138766473401997,-0.928337520279533,-0.204124145231932
-0.578050953027424,-0.928337520279533,-0.204124145231932
-0.464614780307571,-0.928337520279533,-0.204124145231932
0.540827194447692,-0.928337520279533,-0.204124145231932
-0.609804174655064,-0.0371335008111812,-0.204124145231932
-0.174057451649217,-0.0371335008111812,-0.204124145231932
-0.360179582189067,-0.928337520279533,-0.204124145231932
-0.0823168764355066,-0.928337520279533,-0.204124145231932
NA,NA,NA
NA,NA,NA
