"PROFICIENCIA_LP_SAEB","TX_RESP_Q10c_num","TX_RESP_Q10d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23a_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.0337027785629084,0.295163026345123,0.812036741610114,0.0770991079443883,0.259301666183623,-0.998539706303348,-0.338565895612127,-0.2,0.188126832400709,-0.935259719971759,-0.412837477233712,-0.2,NA
1.31309288644221,-3.24679328979636,-1.78648083154225,-0.886639741360465,-0.821121942914806,-2.1332439180117,-1.39658431940002,-1.86666666666667,-0.987665870103722,-2.04866414850957,-1.88725703878268,-2.7,-0.354182825648449
0.629282640092348,0.295163026345123,0.812036741610114,-0.886639741360465,0.259301666183623,0.136164505405002,0.71945252817577,-0.2,1.36391953490514,1.29154913710386,1.06158208431526,1.05,-0.354182825648449
1.95433880860582,0.295163026345123,0.812036741610114,-1.85037859066532,-0.821121942914806,-0.998539706303348,-0.338565895612127,-1.86666666666667,-2.16345857260815,-2.04866414850957,-1.88725703878268,-0.2,-0.354182825648449
1.50393581164764,0.295163026345123,-0.487222044966068,-0.886639741360465,-1.90154555201324,-0.998539706303348,-1.39658431940002,-1.86666666666667,-0.987665870103722,-0.935259719971759,-0.412837477233712,-1.45,-0.354182825648449
-0.622508026606573,NA,NA,1.04083795724924,1.33972527528205,1.27086871711335,1.77747095196367,1.46666666666667,1.36391953490514,1.29154913710386,1.06158208431526,1.05,-0.354182825648449
1.63045711010072,0.295163026345123,-0.487222044966068,-0.886639741360465,-0.821121942914806,-0.998539706303348,-0.338565895612127,-0.2,0.188126832400709,-0.935259719971759,-0.412837477233712,-0.2,-0.354182825648449
0.95301266439094,0.295163026345123,0.812036741610114,-0.886639741360465,-0.821121942914806,0.136164505405002,-0.338565895612127,-0.2,0.188126832400709,0.178144708566049,-0.412837477233712,-0.2,-0.354182825648449
1.06039860473851,0.295163026345123,-0.487222044966068,1.04083795724924,1.33972527528205,0.136164505405002,-0.338565895612127,-0.2,-0.987665870103722,-2.04866414850957,-1.88725703878268,-1.45,-0.354182825648449
0.802766191077802,-3.24679328979636,-1.78648083154225,-0.886639741360465,-1.90154555201324,-0.998539706303348,-0.338565895612127,1.46666666666667,-2.16345857260815,1.29154913710386,1.06158208431526,-1.45,-0.354182825648449
