"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.782307498162974,0.898219696434944,1.39998889563083,0.544773201055176,-1.32932429432261,1.70572059805253,-1.56168317635817,1.4415134475579,0.240288519438982,1.42924708200878,1.24390645606541,1.91157927859293
-0.314518089592673,-0.107786363572193,1.39998889563083,0.544773201055176,-0.287421469042727,1.70572059805253,1.59800138976185,0.17472890273429,-0.921105991182764,0.133991913938323,1.24390645606541,-0.318596546432155
-0.0558221105494513,-1.11379242357933,1.39998889563083,0.544773201055176,-1.32932429432261,0.606478434863123,-0.508454987651497,0.17472890273429,-0.921105991182764,-1.16126325413213,1.24390645606541,-0.318596546432155
-1.31888105143064,-0.107786363572193,1.39998889563083,0.544773201055176,1.79638418151704,1.70572059805253,1.59800138976185,0.17472890273429,0.240288519438982,0.133991913938323,-0.199025032970465,-0.318596546432155
1.3495462181109,0.898219696434944,-0.717067483127984,-1.56168317635817,-1.32932429432261,-1.5920058915157,-1.56168317635817,-1.09205564208932,-2.08250050180451,0.133991913938323,1.24390645606541,-0.318596546432155
0.839238489660074,-0.107786363572193,-0.717067483127984,-0.508454987651497,-1.32932429432261,-0.492763728326287,-0.508454987651497,-1.09205564208932,-0.921105991182764,-2.45651842220259,-0.199025032970465,-0.318596546432155
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.47922899395203,-1.11379242357933,1.39998889563083,0.544773201055176,1.79638418151704,0.606478434863123,1.59800138976185,1.4415134475579,1.40168303006073,1.42924708200878,1.24390645606541,-0.318596546432155
0.627898967155762,0.898219696434944,-0.717067483127984,-0.508454987651497,-0.287421469042727,1.70572059805253,1.59800138976185,1.4415134475579,0.240288519438982,0.133991913938323,-0.199025032970465,-0.318596546432155
-0.309076921595531,-1.11379242357933,-1.77559567250739,0.544773201055176,-0.287421469042727,-0.492763728326287,-0.508454987651497,-1.09205564208932,0.240288519438982,-1.16126325413213,-0.199025032970465,-0.318596546432155
0.111511044812869,NA,-0.717067483127984,NA,NA,NA,NA,NA,NA,NA,NA,-0.318596546432155
-0.101720524366149,-2.11979848358647,-0.717067483127984,0.544773201055176,1.79638418151704,-0.492763728326287,0.544773201055176,0.17472890273429,-2.08250050180451,1.42924708200878,-1.64195652200634,-0.318596546432155
