"PROFICIENCIA_MT_SAEB","TX_RESP_Q23i_num"
NA,NA
0.124229492840648,-0.375806824353642
NA,NA
NA,NA
-0.705172890774666,-0.375806824353642
1.91314277800118,1.25268941451214
0.638546873952643,-0.375806824353642
0.727485860962618,-0.375806824353642
-1.46441310358807,-0.375806824353642
0.395119608624659,1.25268941451214
NA,NA
NA,NA
-1.0258631358639,-0.375806824353642
1.07972976048869,1.25268941451214
-0.235751642121404,-0.375806824353642
-0.801988219491461,-0.375806824353642
-1.48548109306738,-0.375806824353642
NA,NA
NA,NA
NA,NA
-0.175226602785305,-0.375806824353642
NA,NA
1.35011308832161,1.25268941451214
NA,NA
NA,NA
-1.08832336968327,-0.375806824353642
0.016461796257061,-0.375806824353642
-0.695916451231502,1.25268941451214
0.0487331648276732,-0.375806824353642
NA,NA
-0.715644406829999,-2.00430306321942
-0.480232547307089,-0.375806824353642
-1.60684704439945,-0.375806824353642
-0.315407114788797,-2.00430306321942
2.42674122197444,-0.375806824353642
NA,NA
-0.38206421663966,-0.375806824353642
0.0742431504874077,-0.375806824353642
-0.73039293991416,-0.375806824353642
0.301981391918449,1.25268941451214
NA,NA
NA,NA
-0.649693252961763,-0.375806824353642
0.430774652361082,-0.375806824353642
0.0236663286886206,-0.375806824353642
-0.0851868269678688,1.25268941451214
-0.194194376457172,1.25268941451214
2.69151460497825,1.25268941451214
-0.130629811333214,1.25268941451214
0.445578558049036,-0.375806824353642
-0.539939670448017,-2.00430306321942
-0.991464434513834,-0.375806824353642
0.482508795317207,-0.375806824353642
NA,NA
NA,NA
-1.26319486013552,-0.375806824353642
NA,NA
-1.86199744483963,-0.375806824353642
0.0307730628961154,1.25268941451214
1.32798557590902,-0.375806824353642
0.464330661122428,-2.00430306321942
NA,NA
0.966528885465016,1.25268941451214
-0.24922968391702,-2.00430306321942
0.696103110925529,1.25268941451214
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
0.114399105505163,1.25268941451214
1.14085822625386,NA
1.44014814080955,-0.375806824353642
-0.83642344229993,-0.375806824353642
-0.933803293236352,NA
NA,NA
NA,NA
NA,NA
1.0893904242568,1.25268941451214
NA,NA
1.21914893081947,1.25268941451214
-1.15377363976229,NA
NA,NA
-0.86198173665551,1.25268941451214
NA,NA
NA,NA
NA,NA
NA,NA
