"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21b_num","TX_RESP_Q22b_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA,NA,NA
0.16527872209251,1.45296631451356,1.62331627128281,-0.541895556035288,-0.519915326773995,-0.450884356899531,1.57357042299475
1.25266933979185,-1.45296631451356,1.62331627128281,1.62568666810586,0.642248344838465,0.450884356899531,-0.466243088294741
1.15033097309129,-1.45296631451356,NA,-0.541895556035288,-0.519915326773995,-0.450884356899531,NA
0.7778136854239,0,-0.289877905586216,0.541895556035288,0.642248344838465,1.35265307069859,-0.466243088294741
-1.84797495163886,1.45296631451356,-0.289877905586216,0.541895556035288,0.642248344838465,0.450884356899531,-0.466243088294741
-1.15189114033363,1.45296631451356,-1.24647499402073,-0.541895556035288,-0.519915326773995,-1.35265307069859,-0.466243088294741
0.439633472187486,-1.45296631451356,-0.289877905586216,1.62568666810586,1.80441201645092,1.35265307069859,-0.466243088294741
-0.140537840761396,-1.45296631451356,-0.289877905586216,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
2.10420148285298,-1.45296631451356,1.62331627128281,-1.62568666810586,-1.68207899838646,-1.35265307069859,-0.466243088294741
0.874519002446449,-1.45296631451356,-1.24647499402073,-1.62568666810586,-0.519915326773995,-0.450884356899531,-0.466243088294741
0.438766032335224,0,-0.289877905586216,-0.541895556035288,-1.68207899838646,-0.450884356899531,-0.466243088294741
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.14807720936052,-1.45296631451356,-1.24647499402073,NA,NA,NA,3.61338393428424
-0.974049428673536,0,0.666719182848296,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
-2.28444941338794,0,-1.24647499402073,1.62568666810586,1.80441201645092,1.35265307069859,-0.466243088294741
1.57575528542498,0,0.666719182848296,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
0.134455346615651,0,0.666719182848296,0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
NA,NA,NA,NA,NA,NA,NA
0.247326453049401,NA,NA,NA,-0.519915326773995,NA,-0.466243088294741
-0.0845692421363594,-1.45296631451356,0.666719182848296,-0.541895556035288,-0.519915326773995,-1.35265307069859,-0.466243088294741
1.30474808249458,0,NA,-1.62568666810586,-0.519915326773995,-1.35265307069859,NA
-0.74619376676614,0,0.666719182848296,0.541895556035288,0.642248344838465,1.35265307069859,-0.466243088294741
NA,NA,NA,NA,NA,NA,NA
0.0407107364491151,0,0.666719182848296,-0.541895556035288,1.80441201645092,0.450884356899531,-0.466243088294741
NA,NA,NA,NA,NA,NA,NA
0.529783698333318,1.45296631451356,0.666719182848296,-1.62568666810586,-0.519915326773995,-0.450884356899531,-0.466243088294741
0.291455799723171,0,0.666719182848296,1.62568666810586,1.80441201645092,1.35265307069859,1.57357042299475
-0.00381968780737495,1.45296631451356,-1.24647499402073,0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
0.522265039080002,0,-1.24647499402073,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
0.192389055237985,0,NA,1.62568666810586,NA,1.35265307069859,NA
-0.29514007780678,0,1.62331627128281,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
-0.264288206242603,0,-0.289877905586216,0.541895556035288,0.642248344838465,1.35265307069859,-0.466243088294741
0.180514177792821,0,-1.24647499402073,0.541895556035288,-1.68207899838646,-1.35265307069859,-0.466243088294741
1.23903821596142,0,NA,-0.541895556035288,-0.519915326773995,-1.35265307069859,NA
NA,NA,NA,NA,NA,NA,NA
-1.41293518065331,0,-0.289877905586216,1.62568666810586,0.642248344838465,0.450884356899531,1.57357042299475
0.235209520404483,1.45296631451356,1.62331627128281,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
-0.573112947892394,1.45296631451356,-1.24647499402073,0.541895556035288,-0.519915326773995,-1.35265307069859,1.57357042299475
-1.06153205057576,0,-0.289877905586216,-0.541895556035288,0.642248344838465,1.35265307069859,-0.466243088294741
0.229175371604761,0,-0.289877905586216,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
-0.103049008609321,-1.45296631451356,NA,-0.541895556035288,1.80441201645092,1.35265307069859,-0.466243088294741
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.26651612386345,1.45296631451356,-1.24647499402073,-0.541895556035288,0.642248344838465,1.35265307069859,1.57357042299475
0.252290243146809,0,NA,0.541895556035288,-0.519915326773995,-0.450884356899531,NA
1.14637348473196,0,0.666719182848296,-0.541895556035288,-0.519915326773995,-0.450884356899531,-0.466243088294741
-1.96656694376278,1.45296631451356,-0.289877905586216,1.62568666810586,1.80441201645092,1.35265307069859,1.57357042299475
