"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22a_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23g_num"
0.195575887977286,1.52127765851133,-0.948683298050514,-1.25628852958435,-0.858116330321033,-0.444478318492315,-0.316227766016838,0,-1.22474487139159,-1.52127765851133
0.585637028973545,-1.01418510567422,0.948683298050514,-0.114208048144032,0.572077553547355,-1.9260727134667,-0.316227766016838,0,0,-0.253546276418555
-0.996422299953113,-1.01418510567422,0.948683298050514,1.02787243329629,0.572077553547355,-0.444478318492315,-0.316227766016838,0,0,-0.253546276418555
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.455659796458759,-1.01418510567422,-0.948683298050514,-0.114208048144032,0.572077553547355,-0.444478318492315,1.26491106406735,2.12132034355964,1.22474487139159,1.01418510567422
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.752691124363888,-1.01418510567422,0.948683298050514,-0.114208048144032,-0.858116330321033,1.03711607648207,-0.316227766016838,0,0,-0.253546276418555
0.28318180126491,0.253546276418555,-0.948683298050514,-1.25628852958435,-0.858116330321033,-0.444478318492315,-1.89736659610103,-2.12132034355964,-1.22474487139159,-1.52127765851133
-0.285351569731256,0.253546276418555,-0.948683298050514,1.02787243329629,-0.858116330321033,1.03711607648207,-0.316227766016838,0,-1.22474487139159,1.01418510567422
-0.99696426103915,0.253546276418555,0.948683298050514,1.02787243329629,2.00227143741574,1.03711607648207,1.26491106406735,0,1.22474487139159,1.01418510567422
2.38639462498495,1.52127765851133,-0.948683298050514,-1.25628852958435,-0.858116330321033,-0.444478318492315,-0.316227766016838,0,0,-0.253546276418555
0.0362997083454768,0.253546276418555,0.948683298050514,1.02787243329629,0.572077553547355,1.03711607648207,1.26491106406735,0,1.22474487139159,1.01418510567422
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
