"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21d_num","TX_RESP_Q22e_num","TX_RESP_Q22h_num","TX_RESP_Q23f_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
NA,0.421463615211762,-0.866161860951249,0,-0.0636663932762705,-0.666828774065213,0.310438209771555,-0.229415733870561
0.896541508836907,0.421463615211762,0.564888170185597,0,-0.0636663932762705,-0.666828774065213,-0.807139345406042,-0.229415733870561
-0.0825981958457813,0.421463615211762,-0.150636845382826,-1.0690449676497,-1.20966147224914,-0.666828774065213,-0.807139345406042,-0.229415733870561
-0.611662447918237,0.421463615211762,-0.866161860951249,2.1380899352994,1.0823286856966,0.424345583496044,0.310438209771555,-0.229415733870561
-0.603406049762754,0.421463615211762,0.564888170185597,1.0690449676497,1.0823286856966,1.5155199410573,1.42801576494915,-0.229415733870561
-0.621557088972651,0.421463615211762,-0.866161860951249,1.0690449676497,-0.0636663932762705,0.424345583496044,0.310438209771555,-0.229415733870561
-0.646297122327676,0.421463615211762,1.28041318575402,1.0690449676497,-0.0636663932762705,0.424345583496044,0.310438209771555,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA
-1.13066676291766,0.421463615211762,1.28041318575402,NA,-0.0636663932762705,0.424345583496044,-1.92471690058364,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA
-1.04633944152215,-2.24780594779607,1.28041318575402,0,1.0823286856966,1.5155199410573,1.42801576494915,-0.229415733870561
1.59772025894226,0.421463615211762,1.28041318575402,0,-1.20966147224914,0.424345583496044,0.310438209771555,-0.229415733870561
0.334826780945794,0.421463615211762,-0.866161860951249,0,-0.0636663932762705,-0.666828774065213,-0.807139345406042,-0.229415733870561
0.440525990036731,0.421463615211762,-0.866161860951249,-1.0690449676497,-2.35565655122202,-0.666828774065213,-0.807139345406042,-0.229415733870561
1.21447556031583,0.421463615211762,-0.866161860951249,-1.0690449676497,1.0823286856966,-0.666828774065213,0.310438209771555,-0.229415733870561
-0.249211635418142,0.421463615211762,-0.866161860951249,-1.0690449676497,-1.20966147224914,-1.75800313162647,1.42801576494915,-0.229415733870561
-0.539222319222861,0.421463615211762,1.28041318575402,-1.0690449676497,1.0823286856966,0.424345583496044,0.310438209771555,-0.229415733870561
NA,NA,NA,NA,NA,NA,NA,NA
2.54150971084283,0.421463615211762,-0.866161860951249,0,-0.0636663932762705,0.424345583496044,-1.92471690058364,-0.229415733870561
-0.711106138694058,-2.24780594779607,1.28041318575402,NA,NA,NA,NA,-0.229415733870561
-0.274300433676945,-2.24780594779607,-0.866161860951249,-1.0690449676497,-0.0636663932762705,-1.75800313162647,0.310438209771555,-0.229415733870561
0.587212620417243,NA,NA,NA,NA,NA,NA,NA
-1.09644479405869,0.421463615211762,-0.866161860951249,1.0690449676497,1.0823286856966,1.5155199410573,0.310438209771555,4.12948320967011
NA,NA,NA,NA,NA,NA,NA,NA
