"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q23e_num"
NA,NA,NA,NA
1.20652123220705,NA,0.945612896207403,0.686940068984381
0.519628957262512,-1.07505486049436,0.945612896207403,0.686940068984381
-0.719455837235071,0.593133716134817,0.945612896207403,-0.741895274503131
0.546439411516073,-0.240960572179769,0.945612896207403,0.686940068984381
1.12883404301583,1.4272280044494,0.945612896207403,-2.17073061799064
0.747173956541289,1.4272280044494,0.945612896207403,0.686940068984381
1.27786293454493,1.4272280044494,-0.868420006721084,0.686940068984381
-0.566335167427125,-1.07505486049436,-1.77543645818533,-0.741895274503131
1.09797839319588,0.593133716134817,0.945612896207403,2.11577541247189
-0.905737366821421,1.4272280044494,-0.868420006721084,NA
1.63882262508012,0.593133716134817,0.945612896207403,0.686940068984381
0.26257958518447,-1.07505486049436,-0.868420006721084,0.686940068984381
-0.252405699432874,NA,NA,NA
0.938936510900398,1.4272280044494,0.0385964447431591,-0.741895274503131
0.857968055919416,-0.240960572179769,0.0385964447431591,0.686940068984381
-0.40554105848603,0.593133716134817,0.945612896207403,0.686940068984381
0.511081240962209,1.4272280044494,0.945612896207403,0.686940068984381
0.63410404795156,NA,NA,0.686940068984381
0.413305507407481,-1.07505486049436,-0.868420006721084,0.686940068984381
0.716279068631482,NA,NA,-0.741895274503131
-1.73395442479843,1.4272280044494,0.0385964447431591,0.686940068984381
-0.0536391794192566,0.593133716134817,0.0385964447431591,-0.741895274503131
0.5254619007402,-0.240960572179769,-0.868420006721084,-2.17073061799064
1.51359144586854,-0.240960572179769,0.0385964447431591,0.686940068984381
-0.552957538276192,-0.240960572179769,-1.77543645818533,0.686940068984381
0.0691604623250686,1.4272280044494,0.945612896207403,-0.741895274503131
NA,NA,NA,NA
NA,NA,NA,NA
1.07092147121285,-1.07505486049436,0.945612896207403,-0.741895274503131
-0.782186080851009,-1.07505486049436,0.945612896207403,0.686940068984381
0.895541921061684,NA,NA,2.11577541247189
-0.666408766317702,-0.240960572179769,-0.868420006721084,0.686940068984381
-1.38441907216064,-1.07505486049436,-1.77543645818533,-0.741895274503131
-1.24602730852431,-1.07505486049436,-1.77543645818533,-0.741895274503131
0.770435845255136,0.593133716134817,0.945612896207403,-0.741895274503131
-0.899317076099672,-0.240960572179769,0.0385964447431591,-0.741895274503131
-0.849449492307911,-0.240960572179769,0.0385964447431591,-0.741895274503131
NA,NA,NA,NA
-1.85818502159049,-1.07505486049436,-0.868420006721084,-2.17073061799064
-1.07920039334495,NA,0.0385964447431591,-0.741895274503131
NA,NA,NA,NA
-0.239917036694305,-0.240960572179769,-0.868420006721084,0.686940068984381
-2.47164618260468,NA,NA,-0.741895274503131
0.966960875475505,-1.07505486049436,-0.868420006721084,0.686940068984381
0.309675998354585,-1.07505486049436,0.945612896207403,0.686940068984381
-2.05245756734013,-1.07505486049436,-0.868420006721084,-0.741895274503131
0.151513267384892,-1.07505486049436,-0.868420006721084,-0.741895274503131
NA,NA,NA,NA
0.484731828700339,NA,NA,0.686940068984381
0.0172794949130172,-0.240960572179769,0.945612896207403,-0.741895274503131
1.92525987979163,1.4272280044494,0.0385964447431591,0.686940068984381
0.205536394133571,0.593133716134817,0.945612896207403,-0.741895274503131
-0.347694721825082,-0.240960572179769,0.945612896207403,0.686940068984381
0.519178954461161,1.4272280044494,0.945612896207403,-0.741895274503131
-1.08060682180447,NA,NA,NA
-0.932040196370832,-1.07505486049436,0.945612896207403,-0.741895274503131
-1.36567688614632,NA,NA,-0.741895274503131
-0.273221339177825,-1.07505486049436,-1.77543645818533,0.686940068984381
-0.0998269960038645,-1.07505486049436,-1.77543645818533,-0.741895274503131
0.895541921061684,1.4272280044494,0.945612896207403,2.11577541247189
