"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num"
-0.12901786635548,NA,NA,NA,NA,NA
-0.127004753901252,-0.12594889801416,1.02075469549333,-0.719194952228076,0.393527962004739,0.0549494976102159
NA,NA,NA,NA,NA,NA
-0.126925143984616,-0.909630930102268,-0.134816657895346,1.36647040923334,1.38590282271234,-1.04404045459411
-0.126521035055347,-0.909630930102268,1.02075469549333,1.36647040923334,1.38590282271234,1.15393944981454
-0.127531262890672,0.657733134073948,-0.134816657895346,1.36647040923334,0.393527962004739,0.0549494976102159
7.74700208406842,-0.909630930102268,1.02075469549333,-0.719194952228076,-0.598846898702863,-1.04404045459411
-0.126683511349853,-0.909630930102268,1.02075469549333,1.36647040923334,-0.598846898702863,1.15393944981454
-0.126435302582405,-0.909630930102268,-0.134816657895346,1.36647040923334,0.393527962004739,1.15393944981454
-0.127798003602487,1.44141516616206,-0.134816657895346,-0.719194952228076,1.38590282271234,0.0549494976102159
-0.126338491308761,1.44141516616206,1.02075469549333,-0.719194952228076,-0.598846898702863,-2.14303040679843
-0.126385631879675,1.44141516616206,1.02075469549333,0.323637728502634,-0.598846898702863,-1.04404045459411
-0.125419059191364,1.44141516616206,-0.134816657895346,0.323637728502634,1.38590282271234,1.15393944981454
-0.126434998183229,-0.12594889801416,-1.29038801128402,0.323637728502634,1.38590282271234,1.15393944981454
-0.126392916289535,1.44141516616206,-1.29038801128402,-0.719194952228076,-0.598846898702863,1.15393944981454
-0.127474699593897,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
-0.126633771337437,-0.909630930102268,1.02075469549333,NA,1.38590282271234,0.0549494976102159
-0.12863925734643,-0.909630930102268,1.02075469549333,0.323637728502634,1.38590282271234,1.15393944981454
-0.12856860448974,-0.909630930102268,-0.134816657895346,NA,1.38590282271234,1.15393944981454
-0.128170880339339,-0.909630930102268,1.02075469549333,1.36647040923334,0.393527962004739,1.15393944981454
