"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q22a_num","TX_RESP_Q22h_num"
-0.444977026978598,0.886007934706103,-1.78791636291602,-0.142822447739969
-0.581725843686943,-0.573299251868654,1.1749164670591,1.23779454707973
-0.926831563364234,-2.03260643844341,1.1749164670591,1.23779454707973
NA,NA,NA,NA
0.348923645182459,0.886007934706103,-0.306499947928461,-1.52343944255967
0.490286849201864,0.886007934706103,-0.306499947928461,1.23779454707973
-1.02952060845377,0.886007934706103,-0.306499947928461,-1.52343944255967
-0.251147084840794,-0.573299251868654,-0.306499947928461,-0.142822447739969
-1.22177415371574,0.886007934706103,1.1749164670591,-0.142822447739969
-0.374215691916905,NA,1.1749164670591,1.23779454707973
0.848196997596869,-2.03260643844341,-0.306499947928461,-0.142822447739969
0.876671136200226,-0.573299251868654,-0.306499947928461,-0.142822447739969
NA,NA,NA,NA
-1.48937566332934,0.886007934706103,-0.306499947928461,1.23779454707973
0.402098212839537,-0.573299251868654,-0.306499947928461,-0.142822447739969
1.71455741858926,-2.03260643844341,-0.306499947928461,-1.52343944255967
0.530570052474753,-0.573299251868654,-0.306499947928461,-0.142822447739969
0.897529052647211,-0.573299251868654,-0.306499947928461,-0.142822447739969
-0.16579958937684,0.886007934706103,-1.78791636291602,-0.142822447739969
-0.118350760386864,0.886007934706103,-0.306499947928461,-1.52343944255967
NA,NA,NA,NA
1.46582548723489,-0.573299251868654,1.1749164670591,-0.142822447739969
0.844399169703445,-0.573299251868654,-0.306499947928461,1.23779454707973
-1.86742379560922,0.886007934706103,1.1749164670591,-0.142822447739969
-1.08311797067747,0.886007934706103,1.1749164670591,-0.142822447739969
0.605125597678303,-0.573299251868654,-0.306499947928461,-1.52343944255967
0.147762559711872,0.886007934706103,1.1749164670591,1.23779454707973
1.14344641713291,0.886007934706103,-1.78791636291602,-1.52343944255967
-0.806346798309801,0.886007934706103,-0.306499947928461,-0.142822447739969
-1.27835155657228,-0.573299251868654,1.1749164670591,1.23779454707973
-0.597714441929015,-0.573299251868654,1.1749164670591,1.23779454707973
1.92127995295421,0.886007934706103,-1.78791636291602,-0.142822447739969
