"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21e_num","TX_RESP_Q22b_num"
0.686572519171801,1.1503946170861,0.579892874686189,-1.13981899422957
-0.207410346294052,2.08509024346856,-0.362433046678868,-0.075987932948638
-0.211225714488592,1.1503946170861,1.52221879605125,0.987843128332291
0.546576797087561,-0.718996635678813,-1.30475896804392,0.987843128332291
0.373396565749182,-0.718996635678813,-1.30475896804392,-0.075987932948638
-1.03783695265542,0.215698990703644,-1.30475896804392,0.987843128332291
0.759930535530259,-0.718996635678813,0.579892874686189,-1.13981899422957
0.255883895073534,2.08509024346856,-1.30475896804392,-0.075987932948638
-1.4338317553334,0.215698990703644,-1.30475896804392,0.987843128332291
0.397866174893667,-0.718996635678813,0.579892874686189,-1.13981899422957
-1.40490377767138,0.215698990703644,-1.30475896804392,0.987843128332291
-0.168449340912056,0.215698990703644,-1.30475896804392,0.987843128332291
-1.12723979133079,NA,NA,NA
2.41883057926553,NA,NA,NA
0.347701084823957,1.1503946170861,1.52221879605125,-0.075987932948638
-0.0664454284325704,2.08509024346856,1.52221879605125,0.987843128332291
0.119136708943175,-0.718996635678813,-0.362433046678868,-2.2036500555105
1.21186027577421,-0.718996635678813,1.52221879605125,-0.075987932948638
-1.22220923320243,-0.718996635678813,-0.362433046678868,-1.13981899422957
-1.87920026680126,-0.718996635678813,0.579892874686189,-0.075987932948638
1.55109665690714,-0.718996635678813,0.579892874686189,0.987843128332291
-1.41392880975311,NA,NA,0.987843128332291
0.442468665505102,-0.718996635678813,0.579892874686189,-0.075987932948638
-0.6228201723479,-0.718996635678813,-0.362433046678868,-1.13981899422957
0.175589002254147,-0.718996635678813,-0.362433046678868,0.987843128332291
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-1.07455605887736,NA,NA,0.987843128332291
NA,NA,NA,NA
0.515382849307317,0.215698990703644,0.579892874686189,-0.075987932948638
1.20685378339177,-0.718996635678813,0.579892874686189,-0.075987932948638
0.580027324400534,-0.718996635678813,-0.362433046678868,-2.2036500555105
0.280884230021431,-0.718996635678813,0.579892874686189,-0.075987932948638
