"PROFICIENCIA_LP_SAEB","TX_RESP_Q23h_num"
-0.45178274961801,0.98507791732021
0.396284736316576,0.98507791732021
0.205820485140359,0.98507791732021
0.0606770068323169,-0.264289197329813
-0.790647050657594,0.98507791732021
-0.479769121499739,-0.264289197329813
-0.990551661968704,0.98507791732021
-0.398082451281501,-0.264289197329813
NA,NA
-0.798858585627752,-0.264289197329813
-0.43091531422266,0.98507791732021
NA,NA
-0.377478225809191,-1.51365631197984
NA,NA
-0.635227269215445,-0.264289197329813
NA,NA
-1.03687641635213,0.98507791732021
-1.02267025917873,-2.76302342662986
0.104935648551597,-0.264289197329813
-0.859185781395384,-0.264289197329813
0.17379050489886,0.98507791732021
0.170344790976144,0.98507791732021
-0.0526534119361012,0.98507791732021
0.179935927204869,-0.264289197329813
-0.269896409716391,0.98507791732021
-0.966233230685568,-0.264289197329813
-0.604176109128317,-0.264289197329813
-0.00730615721577786,0.98507791732021
-0.812943041524143,-2.76302342662986
NA,NA
-0.424474918176391,0.98507791732021
-1.2684961787776,-0.264289197329813
-0.83123775177828,-1.51365631197984
-1.37409127974484,-1.51365631197984
-0.158050079079209,0.98507791732021
-0.513594057525809,-1.51365631197984
NA,NA
-0.413529318041048,-0.264289197329813
NA,NA
NA,NA
NA,NA
1.23687087093415,0.98507791732021
-0.363741659339494,-0.264289197329813
2.0804516396574,-1.51365631197984
0.409435364797423,-0.264289197329813
-0.785864063223672,-0.264289197329813
-0.351755055915539,-0.264289197329813
0.077601383275693,-0.264289197329813
-0.107471422099405,-0.264289197329813
0.646291835456378,-0.264289197329813
-0.238445789016335,-1.51365631197984
-0.745957208517099,0.98507791732021
1.31651788633145,-0.264289197329813
-0.724601671531365,-0.264289197329813
1.79999922182407,0.98507791732021
0.892873028042479,0.98507791732021
NA,NA
0.00726109429699442,-0.264289197329813
2.41927627794109,0.98507791732021
1.87643201742234,-0.264289197329813
2.39245786858113,0.98507791732021
NA,NA
2.83930611131791,0.98507791732021
