"PROFICIENCIA_MT_SAEB","TX_RESP_Q10e_num","TX_RESP_Q21c_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q20_num"
NA,NA,NA,NA,NA,NA
-0.208718786662645,0.405279172582886,-1.21824750528248,0.744041075682088,1.10681767787238,-0.229415733870562
0.0082420526117934,-1.4184771040401,NA,0.744041075682088,1.10681767787238,NA
NA,NA,NA,NA,NA,NA
-1.09386622439755,0.405279172582886,-2.21499546414996,-0.909383536944774,1.10681767787238,-0.229415733870562
0.327868684020371,0.405279172582886,0.775248412452487,0.744041075682088,-0.295151380765969,-0.229415733870562
0.9676600192458,0.405279172582886,0.775248412452487,0.744041075682088,-0.295151380765969,-0.229415733870562
-1.48510326417716,NA,NA,-0.909383536944774,NA,-0.229415733870562
0.824570883340217,0.405279172582886,0.775248412452487,0.744041075682088,-0.295151380765969,-0.229415733870562
-0.692869965120867,0.405279172582886,-0.221499546414996,-0.909383536944774,-0.295151380765969,-0.229415733870562
-1.05835287913124,NA,-0.221499546414996,-0.909383536944774,-1.69712043940432,-0.229415733870562
1.60856175035,0.405279172582886,0.775248412452487,-0.909383536944774,-0.295151380765969,-0.229415733870562
-0.761993705598459,0.405279172582886,-1.21824750528248,0.744041075682088,-0.295151380765969,-0.229415733870562
-0.225870912190348,0.405279172582886,-0.221499546414996,-0.909383536944774,1.10681767787238,-0.229415733870562
-0.938622356044868,0.405279172582886,0.775248412452487,-2.56280814957164,1.10681767787238,-0.229415733870562
0.723543456335877,0.405279172582886,-1.21824750528248,-0.909383536944774,-1.69712043940432,-0.229415733870562
0.0443441672951523,0.405279172582886,-1.21824750528248,0.744041075682088,-0.295151380765969,-0.229415733870562
1.66925821177854,0.405279172582886,0.775248412452487,0.744041075682088,-0.295151380765969,-0.229415733870562
1.17054036462946,0.405279172582886,0.775248412452487,0.744041075682088,1.10681767787238,-0.229415733870562
NA,NA,NA,NA,NA,NA
1.12039825929558,0.405279172582886,0.775248412452487,0.744041075682088,-1.69712043940432,-0.229415733870562
-0.688622131166149,-3.24223338066309,0.775248412452487,0.744041075682088,-0.295151380765969,-0.229415733870562
-1.3109676244135,-1.4184771040401,0.775248412452487,0.744041075682088,1.10681767787238,4.12948320967011
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
