"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23g_num"
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.753349640392333,-0.581675050747111,0.405279172582886,-1.68685764716662,0.557305223914629,0.744041075682088,1.13389341902768,-1.43270079882276,-1.02225143245735
-0.420147340128803,NA,-1.4184771040401,NA,NA,0.744041075682088,-1.13389341902768,0.661246522533581,1.26278118127085
NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.95330905795257,-0.581675050747111,0.405279172582886,-1.68685764716662,-0.875765351865846,-0.909383536944774,0,0.661246522533581,0.120264874406747
-0.112031654013645,-0.581675050747111,0.405279172582886,-0.581675050747111,-0.875765351865846,0.744041075682088,-1.13389341902768,0.661246522533581,-1.02225143245735
1.27889872873185,1.62869014209191,0.405279172582886,0.5235075456724,0.557305223914629,0.744041075682088,1.13389341902768,0.661246522533581,-1.02225143245735
-1.28961391930183,-0.581675050747111,NA,1.62869014209191,NA,-0.909383536944774,NA,NA,NA
0.236820875055689,-0.581675050747111,0.405279172582886,0.5235075456724,0.557305223914629,0.744041075682088,0,0.661246522533581,1.26278118127085
1.14297509640802,-0.581675050747111,0.405279172582886,0.5235075456724,1.99037579969511,-0.909383536944774,-1.13389341902768,0.661246522533581,-2.16476773932145
0.177994905902202,-0.581675050747111,NA,-0.581675050747111,-0.875765351865846,-0.909383536944774,1.13389341902768,0.661246522533581,0.120264874406747
-0.636108928679168,-0.581675050747111,0.405279172582886,-0.581675050747111,-0.875765351865846,-0.909383536944774,0,-1.43270079882276,0.120264874406747
0.156368198388486,1.62869014209191,0.405279172582886,0.5235075456724,0.557305223914629,0.744041075682088,0,0.661246522533581,1.26278118127085
-0.21488751906698,-0.581675050747111,0.405279172582886,-0.581675050747111,0.557305223914629,-0.909383536944774,0,0.661246522533581,0.120264874406747
-1.43612439855409,-0.581675050747111,0.405279172582886,-0.581675050747111,-0.875765351865846,-2.56280814957164,-2.26778683805536,-1.43270079882276,1.26278118127085
-1.26931818743143,-0.581675050747111,0.405279172582886,-0.581675050747111,-0.875765351865846,-0.909383536944774,-1.13389341902768,-1.43270079882276,0.120264874406747
1.40310293907356,1.62869014209191,0.405279172582886,0.5235075456724,0.557305223914629,0.744041075682088,0,0.661246522533581,-1.02225143245735
1.35769812851952,-0.581675050747111,0.405279172582886,-0.581675050747111,0.557305223914629,0.744041075682088,1.13389341902768,0.661246522533581,0.120264874406747
0.871485071465194,1.62869014209191,0.405279172582886,1.62869014209191,1.99037579969511,0.744041075682088,1.13389341902768,0.661246522533581,0.120264874406747
NA,NA,NA,NA,NA,NA,NA,NA,NA
0.805718027306873,-0.581675050747111,0.405279172582886,0.5235075456724,-0.875765351865846,0.744041075682088,0,-1.43270079882276,0.120264874406747
-0.456771855777575,-0.581675050747111,-3.24223338066309,-0.581675050747111,-0.875765351865846,0.744041075682088,0,-1.43270079882276,-1.02225143245735
-0.396098750337618,1.62869014209191,-1.4184771040401,1.62869014209191,-0.875765351865846,0.744041075682088,1.13389341902768,0.661246522533581,1.26278118127085
NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
