"PROFICIENCIA_LP_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22d_num","TX_RESP_Q23i_num","TX_RESP_Q19_num"
-0.118280182781865,1.23835037147912,0.415474484919408,0.888234788195688,-0.560404007028686
-0.238911896522587,0.325881676705032,1.66189793967763,0.888234788195688,0.917024738774214
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.685403346636022,-0.586587018069058,-0.830948969838816,0.888234788195688,2.39445348457711
0.3327966727729,1.23835037147912,1.66189793967763,0.888234788195688,-0.560404007028686
NA,NA,NA,NA,NA
0.442473758198516,1.23835037147912,-0.830948969838816,0.888234788195688,-0.560404007028686
1.88082999293333,1.23835037147912,-0.830948969838816,0.888234788195688,-0.560404007028686
-1.07390027891449,-0.586587018069058,0.415474484919408,NA,2.39445348457711
-0.625864186210491,-0.586587018069058,-0.830948969838816,-1.48039131365948,2.39445348457711
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-0.704324183935886,NA,0.415474484919408,-2.66470436458706,0.917024738774214
-1.24412929840125,-1.49905571284315,0.415474484919408,-0.296078262731896,-0.560404007028686
0.386259327048324,1.23835037147912,-0.830948969838816,-0.296078262731896,-0.560404007028686
-1.3503856951992,NA,1.66189793967763,-0.296078262731896,NA
-1.65273918883072,-0.586587018069058,0.415474484919408,-0.296078262731896,-0.560404007028686
-0.00742341233070106,-1.49905571284315,-0.830948969838816,NA,-0.560404007028686
1.17163921145117,-0.586587018069058,0.415474484919408,-0.296078262731896,-0.560404007028686
0.59651621666199,1.23835037147912,-0.830948969838816,-0.296078262731896,-0.560404007028686
-0.402426610280891,0.325881676705032,-0.830948969838816,0.888234788195688,-0.560404007028686
1.15030797199413,1.23835037147912,-0.830948969838816,-0.296078262731896,-0.560404007028686
0.735307649955616,-0.586587018069058,1.66189793967763,0.888234788195688,-0.560404007028686
NA,NA,NA,NA,NA
0.507330794192309,1.23835037147912,-0.830948969838816,-0.296078262731896,-0.560404007028686
2.06908668611587,-0.586587018069058,-2.07737242459704,-0.296078262731896,-0.560404007028686
-0.15476528969505,-0.586587018069058,0.415474484919408,0.888234788195688,0.917024738774214
-1.34966195276077,-1.49905571284315,0.415474484919408,-0.296078262731896,-0.560404007028686
-0.00401893549747743,-0.586587018069058,-0.830948969838816,0.888234788195688,-0.560404007028686
NA,NA,NA,NA,NA
-0.696960886386061,-1.49905571284315,-0.830948969838816,-2.66470436458706,-0.560404007028686
-1.1985942116089,-0.586587018069058,0.415474484919408,-0.296078262731896,0.917024738774214
0.768669827126812,1.23835037147912,1.66189793967763,-0.296078262731896,-0.560404007028686
1.73131813183624,0.325881676705032,0.415474484919408,0.888234788195688,-0.560404007028686
-0.697019447819268,0.325881676705032,0.415474484919408,-0.296078262731896,0.917024738774214
NA,NA,NA,NA,NA
0.432272763524429,-0.586587018069058,-0.830948969838816,0.888234788195688,-0.560404007028686
NA,NA,NA,NA,NA
