"PROFICIENCIA_MT_SAEB","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22f_num","TX_RESP_Q22g_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23e_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
-0.342430558887003,-1.57416830901357,0.301511344577763,1.08980882931709,0.301511344577764,-0.242179739848241,-1.12464311423107,-1.09369659814952,0.583874208121143,0,0.301511344577763,1.26131244777378,0.301511344577763,1.08980882931709,1.26131244777378
0.984961128631178,1.08980882931709,0.301511344577763,-0.242179739848241,0.301511344577764,-1.57416830901357,-1.12464311423107,-1.09369659814952,0.583874208121143,0,-1.35680105059994,-0.720749970156447,0.301511344577763,-1.57416830901357,-0.720749970156447
-0.577487564559019,1.08980882931709,0.301511344577763,1.08980882931709,0.301511344577764,1.08980882931709,0.42174116783665,0.109369659814952,-1.55699788832305,-1.58113883008419,0.301511344577763,-0.720749970156447,1.95982373975546,1.08980882931709,1.26131244777378
-1.71039856704335,-0.242179739848241,0.301511344577763,-1.57416830901357,0.301511344577764,-0.242179739848241,0.42174116783665,0.109369659814952,-1.55699788832305,1.58113883008419,1.95982373975546,-0.720749970156447,0.301511344577763,1.08980882931709,-0.720749970156447
-0.800758058979541,-0.242179739848241,0.301511344577763,-0.242179739848241,0.301511344577764,1.08980882931709,0.42174116783665,1.31243591777942,0.583874208121143,0,-1.35680105059994,1.26131244777378,0.301511344577763,-0.242179739848241,1.26131244777378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.193241072084873,-0.242179739848241,0.301511344577763,-0.242179739848241,0.301511344577764,-0.242179739848241,-1.12464311423107,-1.09369659814952,-1.55699788832305,-1.58113883008419,0.301511344577763,-0.720749970156447,-1.35680105059994,-1.57416830901357,-0.720749970156447
-0.965798494115346,-1.57416830901357,0.301511344577763,-0.242179739848241,0.301511344577764,1.08980882931709,1.96812544990437,1.31243591777942,0.583874208121143,1.58113883008419,0.301511344577763,1.26131244777378,0.301511344577763,1.08980882931709,1.26131244777378
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.203183590952237,-0.242179739848241,0.301511344577763,-1.57416830901357,0.301511344577764,1.08980882931709,0.42174116783665,0.109369659814952,0.583874208121143,0,0.301511344577763,-0.720749970156447,0.301511344577763,-0.242179739848241,-0.720749970156447
0.6871374259578,1.08980882931709,-3.01511344577764,-0.242179739848241,0.301511344577764,-0.242179739848241,-1.12464311423107,0.109369659814952,0.583874208121143,0,0.301511344577763,-0.720749970156447,0.301511344577763,-0.242179739848241,-0.720749970156447
0.524539533041025,-0.242179739848241,0.301511344577763,1.08980882931709,0.301511344577764,-0.242179739848241,0.42174116783665,1.31243591777942,0.583874208121143,0,0.301511344577763,1.26131244777378,-1.35680105059994,-0.242179739848241,-0.720749970156447
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.80381049291714,1.08980882931709,0.301511344577763,1.08980882931709,-3.01511344577764,-1.57416830901357,0.42174116783665,-1.09369659814952,0.583874208121143,0,-1.35680105059994,-0.720749970156447,-1.35680105059994,-0.242179739848241,-0.720749970156447
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
