"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23b_num"
-0.326473744838295,-0.211380501687826,-0.974151210089132,-1.13561714618435,-0.665927026431538,-0.382765277534977,-0.598229620722541,-1.62809045396816,-1.72678479095854,-0.815211594578645,0.150196815257315,0.411118261056086
1.84772622954899,1.93494459237318,1.82123921886229,0.104826198109325,0.298987644520282,0.688977499562958,0.633419598412102,0.616461434026781,0.470941306625055,0.256640687182166,0.150196815257315,0.411118261056086
0.249609497494601,-0.211380501687826,-0.0423544004386579,-1.13561714618435,-1.63084169738336,-0.382765277534977,-0.598229620722541,-0.505814509970692,-0.62792174216674,-1.88706387633946,0.150196815257315,0.411118261056086
-0.37482479574422,-1.28454304871833,-0.974151210089132,0.104826198109325,0.298987644520282,0.688977499562958,0.633419598412102,0.616461434026781,0.470941306625055,0.256640687182166,-1.03468917177261,-0.740012869900955
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.24072861252829,1.93494459237318,-0.974151210089132,1.345269542403,1.2639023154721,1.76072027666089,1.86506881754674,1.73873737802425,1.56980435541685,1.32849296894298,1.33508280228724,1.56224939201313
0.724912009288964,1.93494459237318,1.82123921886229,-1.13561714618435,-1.63084169738336,-1.45450805463291,-0.598229620722541,-0.505814509970692,-1.72678479095854,-0.815211594578645,0.150196815257315,0.411118261056086
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.304932488997535,NA,NA,0.104826198109325,1.2639023154721,-0.382765277534977,-0.598229620722541,-0.505814509970692,-0.62792174216674,1.32849296894298,0.150196815257315,0.411118261056086
2.21528801923976,1.93494459237318,-0.0423544004386579,-2.37606049047803,-1.63084169738336,-1.45450805463291,-1.82987883985718,-0.505814509970692,-0.62792174216674,-0.815211594578645,-1.03468917177261,-0.740012869900955
0.306860291973589,0.861782045342676,0.889442409211817,-1.13561714618435,0.298987644520282,-0.382765277534977,-0.598229620722541,-1.62809045396816,-0.62792174216674,0.256640687182166,0.150196815257315,0.411118261056086
-0.665134641416027,-1.28454304871833,-0.974151210089132,-1.13561714618435,0.298987644520282,-1.45450805463291,-1.82987883985718,-1.62809045396816,-1.72678479095854,-0.815211594578645,-1.03468917177261,-0.740012869900955
-0.0866798164197394,-1.28454304871833,-0.0423544004386579,-1.13561714618435,-0.665927026431538,-1.45450805463291,-0.598229620722541,-0.505814509970692,-0.62792174216674,-0.815211594578645,-2.21957515880254,-1.891144000858
1.79336768179162,0.861782045342676,0.889442409211817,-1.13561714618435,-1.63084169738336,-1.45450805463291,-0.598229620722541,-0.505814509970692,-0.62792174216674,-1.88706387633946,-1.03468917177261,-0.740012869900955
0.438813897200531,0.861782045342676,0.889442409211817,0.104826198109325,0.298987644520282,-0.382765277534977,-0.598229620722541,-0.505814509970692,-0.62792174216674,0.256640687182166,0.150196815257315,-0.740012869900955
-0.0762332832491352,NA,NA,-1.13561714618435,-0.665927026431538,-1.45450805463291,0.633419598412102,0.616461434026781,-0.62792174216674,-0.815211594578645,-1.03468917177261,-0.740012869900955
