"PROFICIENCIA_MT_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q23i_num"
0.41414460204162,-1.33065599805104,-1.08297585009725,-0.950413313049791,0.695311233508266,-0.314861764961201
0.0720305129127603,-0.246417777416859,0.959207181514708,0.250108766592051,0.695311233508266,0.944585294883604
-1.4852389370173,-1.33065599805104,-1.08297585009725,0.250108766592051,-0.588340274506994,0.944585294883604
-1.17807364956952,0.83782044321732,-1.08297585009725,0.250108766592051,0.695311233508266,-0.314861764961201
NA,NA,NA,NA,NA,NA
0.310360443176802,-1.33065599805104,-1.08297585009725,1.45063084623389,0.695311233508266,-0.314861764961201
-1.79388996645358,1.9220586638515,-1.08297585009725,0.250108766592051,-0.588340274506994,-0.314861764961201
NA,NA,NA,NA,NA,NA
-0.764783205717283,0.83782044321732,-1.08297585009725,0.250108766592051,-0.588340274506994,-0.314861764961201
-0.873837300341299,0.83782044321732,-1.08297585009725,-0.950413313049791,-1.87199178252225,-1.57430882480601
-0.596550954224451,-0.246417777416859,-0.402248172893265,-2.15093539269163,0.695311233508266,-1.57430882480601
-0.804882692426553,0.83782044321732,0.959207181514708,-2.15093539269163,-3.15564329053751,-2.83375588465081
NA,NA,NA,NA,NA,NA
1.0491766428248,-1.33065599805104,-1.08297585009725,0.250108766592051,0.695311233508266,-0.314861764961201
0.15774336744769,-0.246417777416859,-1.08297585009725,0.250108766592051,0.695311233508266,0.944585294883604
NA,NA,NA,NA,NA,NA
-0.174321511868849,-0.246417777416859,-0.402248172893265,0.250108766592051,-0.588340274506994,-0.314861764961201
-0.613469575054127,NA,NA,0.250108766592051,0.695311233508266,0.944585294883604
NA,NA,NA,NA,NA,NA
0.454043964297732,-1.33065599805104,0.959207181514708,-0.950413313049791,-0.588340274506994,-0.314861764961201
-1.02996995530125,0.83782044321732,0.959207181514708,0.250108766592051,-0.588340274506994,-0.314861764961201
1.1158245595484,-0.246417777416859,0.959207181514708,1.45063084623389,0.695311233508266,0.944585294883604
-0.0627510134788258,NA,NA,-0.950413313049791,0.695311233508266,0.944585294883604
0.972405557784934,-0.246417777416859,0.959207181514708,0.250108766592051,0.695311233508266,0.944585294883604
1.62146975336949,-0.246417777416859,0.959207181514708,1.45063084623389,0.695311233508266,0.944585294883604
NA,NA,NA,NA,NA,NA
-0.506317876576625,1.9220586638515,0.959207181514708,-0.950413313049791,0.695311233508266,0.944585294883604
1.34939988494201,-0.246417777416859,0.959207181514708,0.250108766592051,-0.588340274506994,-0.314861764961201
1.91178495911841,-0.246417777416859,0.959207181514708,1.45063084623389,0.695311233508266,0.944585294883604
0.455702390565005,0.83782044321732,0.959207181514708,0.250108766592051,-0.588340274506994,-0.314861764961201
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
