"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q21a_num","TX_RESP_Q23b_num","TX_RESP_Q23h_num"
0.826930759738029,0.695311233508266,-1.33065599805104,-1.75076136614435,0.695311233508266
1.41799492530473,-0.588340274506994,-0.246417777416859,1.85080487278117,0.695311233508266
-0.604646213241869,0.695311233508266,-1.33065599805104,-0.550239286502511,-0.588340274506994
-1.16850873360366,0.695311233508266,0.83782044321732,0.650282793139331,0.695311233508266
NA,NA,NA,NA,NA
-0.120612140758258,0.695311233508266,-1.33065599805104,-0.550239286502511,0.695311233508266
-0.513321445171465,0.695311233508266,1.9220586638515,-0.550239286502511,-0.588340274506994
NA,NA,NA,NA,NA
0.806289161028292,0.695311233508266,0.83782044321732,-0.550239286502511,-0.588340274506994
-0.71556637978615,-1.87199178252225,0.83782044321732,0.650282793139331,-1.87199178252225
0.443259435475893,-0.588340274506994,-0.246417777416859,-0.550239286502511,0.695311233508266
-1.46775095240862,0.695311233508266,0.83782044321732,1.85080487278117,-3.15564329053751
NA,NA,NA,NA,NA
2.05449846718928,-1.87199178252225,-1.33065599805104,-1.75076136614435,0.695311233508266
0.252642350738944,-0.588340274506994,-0.246417777416859,0.650282793139331,0.695311233508266
NA,NA,NA,NA,NA
-1.48273666487318,0.695311233508266,-0.246417777416859,0.650282793139331,-0.588340274506994
-1.11415536025996,0.695311233508266,NA,0.650282793139331,0.695311233508266
NA,NA,NA,NA,NA
-0.773229235404642,0.695311233508266,-1.33065599805104,0.650282793139331,-0.588340274506994
-0.524405009678358,-0.588340274506994,0.83782044321732,-0.550239286502511,-0.588340274506994
-0.921888816977826,0.695311233508266,-0.246417777416859,0.650282793139331,0.695311233508266
0.161592771420118,-1.87199178252225,NA,-0.550239286502511,0.695311233508266
1.00780383558432,0.695311233508266,-0.246417777416859,0.650282793139331,0.695311233508266
1.10109704844326,0.695311233508266,-0.246417777416859,-1.75076136614435,0.695311233508266
NA,NA,NA,NA,NA
-1.06154365070729,0.695311233508266,1.9220586638515,0.650282793139331,0.695311233508266
0.737982664205317,-0.588340274506994,-0.246417777416859,-0.550239286502511,-0.588340274506994
0.695941984226031,-1.87199178252225,-0.246417777416859,-0.550239286502511,0.695311233508266
0.962331199517082,0.695311233508266,0.83782044321732,0.650282793139331,-0.588340274506994
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
