"PROFICIENCIA_LP_SAEB","TX_RESP_Q10f_num","TX_RESP_Q21e_num","TX_RESP_Q22e_num"
0.429798939167502,1.31192820272471,-0.057658478305041,-0.0300259085239756
-0.548792443208533,0.0177287594962799,NA,-0.0300259085239756
-0.602537422388482,0.0177287594962799,-2.07570521898148,-1.12597156964908
-0.137416667269688,0.0177287594962799,-0.057658478305041,-0.0300259085239756
NA,NA,NA,NA
NA,NA,NA,NA
-1.10019443996392,0.0177287594962799,-2.07570521898148,-0.0300259085239756
NA,NA,NA,NA
-1.65977194777561,-1.27647068373215,-1.06668184864326,2.16186541372623
0.222264661546473,0.0177287594962799,0.95136489203318,-0.0300259085239756
-2.1444024240748,0.0177287594962799,0.95136489203318,-1.12597156964908
NA,NA,NA,NA
0.666542756750085,0.0177287594962799,0.95136489203318,-0.0300259085239756
1.23531827491481,1.31192820272471,NA,-0.0300259085239756
-0.86204649583629,0.0177287594962799,-0.057658478305041,-1.12597156964908
-0.357283198016982,0.0177287594962799,-1.06668184864326,1.06591975260113
0.591653604461457,0.0177287594962799,-0.057658478305041,-1.12597156964908
0.411519747250752,1.31192820272471,-0.057658478305041,-1.12597156964908
-0.634357161864192,0.0177287594962799,-1.06668184864326,-0.0300259085239756
-0.23767572127874,-1.27647068373215,-1.06668184864326,-1.12597156964908
0.681309410840647,-1.27647068373215,0.95136489203318,-0.0300259085239756
-0.202375715784156,1.31192820272471,-1.06668184864326,-0.0300259085239756
NA,NA,NA,NA
-0.796590122211101,0.0177287594962799,-0.057658478305041,-0.0300259085239756
-0.788222111237814,-1.27647068373215,-1.06668184864326,-1.12597156964908
0.473278918840687,1.31192820272471,-0.057658478305041,-0.0300259085239756
-0.505232369675642,0.0177287594962799,0.95136489203318,-0.0300259085239756
0.290888680679127,-1.27647068373215,0.95136489203318,1.06591975260113
-0.94005098826258,-1.27647068373215,-0.057658478305041,2.16186541372623
-1.22555635557567,0.0177287594962799,0.95136489203318,1.06591975260113
0.313479248726284,0.0177287594962799,0.95136489203318,-1.12597156964908
-1.04663971904224,-1.27647068373215,0.95136489203318,-0.0300259085239756
1.38045584109289,1.31192820272471,0.95136489203318,-1.12597156964908
0.528432467492844,-1.27647068373215,0.95136489203318,1.06591975260113
-1.7212674114432,-1.27647068373215,-1.06668184864326,-0.0300259085239756
-0.424340641031352,1.31192820272471,-1.06668184864326,-1.12597156964908
0.652143270199441,-1.27647068373215,0.95136489203318,-0.0300259085239756
0.700328491496188,1.31192820272471,0.95136489203318,-0.0300259085239756
0.286371455655129,0.0177287594962799,-0.057658478305041,-0.0300259085239756
1.03286420177492,1.31192820272471,0.95136489203318,-1.12597156964908
0.476361966975911,-1.27647068373215,0.95136489203318,-1.12597156964908
-0.677257460713122,0.0177287594962799,0.95136489203318,-1.12597156964908
NA,NA,NA,NA
NA,NA,NA,NA
0.080508324501742,0.0177287594962799,0.95136489203318,2.16186541372623
NA,NA,NA,NA
1.17277916765623,0.0177287594962799,-0.057658478305041,-0.0300259085239756
-1.62362077841188,0.0177287594962799,-0.057658478305041,2.16186541372623
-1.63180852771302,-1.27647068373215,-2.07570521898148,2.16186541372623
0.832596432507427,1.31192820272471,0.95136489203318,-1.12597156964908
-1.67882105857976,-1.27647068373215,0.95136489203318,-1.12597156964908
NA,NA,NA,NA
-0.238748284286553,-1.27647068373215,-0.057658478305041,-0.0300259085239756
1.52263165104734,1.31192820272471,-0.057658478305041,-0.0300259085239756
-0.7160010174921,1.31192820272471,-0.057658478305041,1.06591975260113
1.98866585179608,1.31192820272471,0.95136489203318,-0.0300259085239756
0.28891266862749,-1.27647068373215,0.95136489203318,-1.12597156964908
2.07831499378452,0.0177287594962799,0.95136489203318,-1.12597156964908
-0.45271905068625,-1.27647068373215,0.95136489203318,1.06591975260113
1.05081740400852,-1.27647068373215,0.95136489203318,-1.12597156964908
NA,NA,NA,NA
1.0648741995089,1.31192820272471,-1.06668184864326,-0.0300259085239756
-1.59545041891904,1.31192820272471,-1.06668184864326,2.16186541372623
-0.915572297341154,0.0177287594962799,-2.07570521898148,-0.0300259085239756
-1.48063833483555,-1.27647068373215,-1.06668184864326,1.06591975260113
1.16625476950507,0.0177287594962799,0.95136489203318,-1.12597156964908
-0.92450995216233,-1.27647068373215,-1.06668184864326,2.16186541372623
1.1225589645473,1.31192820272471,0.95136489203318,-0.0300259085239756
1.03933185162911,0.0177287594962799,0.95136489203318,-0.0300259085239756
-0.15723238496099,1.31192820272471,-0.057658478305041,1.06591975260113
NA,NA,NA,NA
-0.107776547080501,1.31192820272471,-0.057658478305041,-0.0300259085239756
1.50371605020449,1.31192820272471,0.95136489203318,-0.0300259085239756
0.926621494240906,0.0177287594962799,-0.057658478305041,-0.0300259085239756
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.531025056306037,0.0177287594962799,-2.07570521898148,-0.0300259085239756
0.438423953282145,0.0177287594962799,-0.057658478305041,-1.12597156964908
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
-0.554088513364509,0.0177287594962799,NA,1.06591975260113
1.41149453416816,0.0177287594962799,-0.057658478305041,-1.12597156964908
NA,NA,NA,NA
NA,NA,NA,NA
1.3773160446607,0.0177287594962799,0.95136489203318,-0.0300259085239756
NA,NA,NA,NA
NA,NA,NA,NA
