"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q19_num",244,92,37.7
"TX_RESP_Q21b_num",244,91,37.3
"TX_RESP_Q21d_num",244,91,37.3
"TX_RESP_Q21a_num",244,90,36.89
"TX_RESP_Q21c_num",244,90,36.89
"TX_RESP_Q21e_num",244,90,36.89
"TX_RESP_Q20_num",244,90,36.89
"TX_RESP_Q23c_num",244,86,35.25
"TX_RESP_Q23f_num",244,86,35.25
"TX_RESP_Q23h_num",244,86,35.25
"TX_RESP_Q10c_num",244,85,34.84
"TX_RESP_Q22f_num",244,85,34.84
"TX_RESP_Q23g_num",244,85,34.84
"TX_RESP_Q10b_num",244,84,34.43
"TX_RESP_Q10f_num",244,84,34.43
"TX_RESP_Q22e_num",244,84,34.43
"TX_RESP_Q23b_num",244,84,34.43
"TX_RESP_Q10a_num",244,83,34.02
"TX_RESP_Q10d_num",244,83,34.02
"TX_RESP_Q10e_num",244,83,34.02
"TX_RESP_Q22b_num",244,83,34.02
"TX_RESP_Q22g_num",244,83,34.02
"TX_RESP_Q22h_num",244,83,34.02
"TX_RESP_Q23a_num",244,83,34.02
"TX_RESP_Q23d_num",244,83,34.02
"TX_RESP_Q23e_num",244,83,34.02
"TX_RESP_Q23i_num",244,83,34.02
"TX_RESP_Q22a_num",244,82,33.61
"TX_RESP_Q22c_num",244,82,33.61
"TX_RESP_Q22d_num",244,82,33.61
"TX_RESP_Q01",244,0,0
"TX_RESP_Q02",244,0,0
"TX_RESP_Q03",244,0,0
"TX_RESP_Q04",244,0,0
"TX_RESP_Q05a",244,0,0
"TX_RESP_Q05b",244,0,0
"TX_RESP_Q05c",244,0,0
"TX_RESP_Q06",244,0,0
"TX_RESP_Q07a",244,0,0
"TX_RESP_Q07b",244,0,0
"TX_RESP_Q07c",244,0,0
"TX_RESP_Q07d",244,0,0
"TX_RESP_Q07e",244,0,0
"TX_RESP_Q08",244,0,0
"TX_RESP_Q09",244,0,0
"TX_RESP_Q10a",244,0,0
"TX_RESP_Q10b",244,0,0
"TX_RESP_Q10c",244,0,0
"TX_RESP_Q10d",244,0,0
"TX_RESP_Q10e",244,0,0
"TX_RESP_Q10f",244,0,0
"TX_RESP_Q11a",244,0,0
"TX_RESP_Q11b",244,0,0
"TX_RESP_Q11c",244,0,0
"TX_RESP_Q12a",244,0,0
"TX_RESP_Q12b",244,0,0
"TX_RESP_Q12c",244,0,0
"TX_RESP_Q12d",244,0,0
"TX_RESP_Q12e",244,0,0
"TX_RESP_Q12f",244,0,0
"TX_RESP_Q12g",244,0,0
"TX_RESP_Q13a",244,0,0
"TX_RESP_Q13b",244,0,0
"TX_RESP_Q13c",244,0,0
"TX_RESP_Q13d",244,0,0
"TX_RESP_Q13e",244,0,0
"TX_RESP_Q13f",244,0,0
"TX_RESP_Q13g",244,0,0
"TX_RESP_Q13h",244,0,0
"TX_RESP_Q13i",244,0,0
"TX_RESP_Q14",244,0,0
"TX_RESP_Q15a",244,0,0
"TX_RESP_Q15b",244,0,0
"TX_RESP_Q16",244,0,0
"TX_RESP_Q17",244,0,0
"TX_RESP_Q18",244,0,0
"TX_RESP_Q19",244,0,0
"TX_RESP_Q20",244,0,0
"TX_RESP_Q21a",244,0,0
"TX_RESP_Q21b",244,0,0
"TX_RESP_Q21c",244,0,0
"TX_RESP_Q21d",244,0,0
"TX_RESP_Q21e",244,0,0
"TX_RESP_Q22a",244,0,0
"TX_RESP_Q22b",244,0,0
"TX_RESP_Q22c",244,0,0
"TX_RESP_Q22d",244,0,0
"TX_RESP_Q22e",244,0,0
"TX_RESP_Q22f",244,0,0
"TX_RESP_Q22g",244,0,0
"TX_RESP_Q22h",244,0,0
"TX_RESP_Q23a",244,0,0
"TX_RESP_Q23b",244,0,0
"TX_RESP_Q23c",244,0,0
"TX_RESP_Q23d",244,0,0
"TX_RESP_Q23e",244,0,0
"TX_RESP_Q23f",244,0,0
"TX_RESP_Q23g",244,0,0
"TX_RESP_Q23h",244,0,0
"TX_RESP_Q23i",244,0,0
"TX_RESP_Q24",244,0,0
"TX_RESP_Q25",244,0,0
