"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q22f_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
0.292452088926113,-0.92176480169854,-0.15585730003984,1.17791429362847,1.73205080756888,1.06099178353461,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
0.394824192828095,0.409673245199351,-0.15585730003984,-0.910206499621999,0,1.06099178353461,-0.277350098112614
0.303645960685006,-0.92176480169854,-0.15585730003984,-0.214166235205176,0,1.06099178353461,-0.277350098112614
-1.89424384726981,1.74111129209724,1.87028760047807,-0.910206499621999,0,-0.318297535060383,-0.277350098112614
0.0455959422390856,-0.92176480169854,-0.15585730003984,1.17791429362847,0,-1.69758685365538,-0.277350098112614
1.3383758255121,-0.92176480169854,-0.15585730003984,-0.910206499621999,-1.73205080756888,-0.318297535060383,-0.277350098112614
0.123387295211819,0.409673245199351,-0.15585730003984,-0.910206499621999,-1.73205080756888,1.06099178353461,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA
-1.28034447032831,0.409673245199351,1.87028760047807,1.17791429362847,0,-0.318297535060383,3.32820117735137
-1.21424854552211,0.409673245199351,-2.18200220055775,-0.214166235205176,1.73205080756888,-1.69758685365538,-0.277350098112614
-0.458556021447137,0.409673245199351,-0.15585730003984,1.17791429362847,0,-0.318297535060383,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
1.08743753238077,-0.92176480169854,-0.15585730003984,-0.910206499621999,0,-0.318297535060383,-0.277350098112614
NA,NA,NA,NA,NA,NA,NA
-0.0646072735841036,1.74111129209724,-0.15585730003984,1.17791429362847,0,-0.318297535060383,-0.277350098112614
1.32628132036849,-0.92176480169854,-0.15585730003984,-0.910206499621999,0,1.06099178353461,-0.277350098112614
