"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10b_num","TX_RESP_Q10e_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num"
-0.845604319443452,-1.17482670460112,-1.69434748417472,0.608033510325768,-1.68014935324739,0.789367707475475
-2.3214381274692,0.5422277098159,-1.69434748417472,0.608033510325768,-1.68014935324739,0.789367707475475
0.218747729259616,-1.17482670460112,-0.084717374208736,0.608033510325768,-0.160014224118799,0.789367707475475
0.121307202163237,0.5422277098159,-0.084717374208736,-0.836046076697931,1.3601209050098,0.789367707475475
-1.12980126696647,0.5422277098159,-0.084717374208736,0.608033510325768,-0.160014224118799,0.789367707475475
0.712473209023939,0.5422277098159,1.52491273575724,0.608033510325768,-0.160014224118799,0.789367707475475
0.867283355649613,0.5422277098159,-0.084717374208736,-2.28012566372163,1.3601209050098,-0.281917038384098
-0.932299674006389,2.25928212423292,-0.084717374208736,0.608033510325768,-0.160014224118799,0.789367707475475
-0.89079159678504,0.5422277098159,-0.084717374208736,0.608033510325768,1.3601209050098,-1.35320178424367
1.31113450139555,0.5422277098159,-0.084717374208736,0.608033510325768,-0.160014224118799,-0.281917038384098
1.01707103339432,-1.17482670460112,1.52491273575724,-2.28012566372163,1.3601209050098,-1.35320178424367
0.297458463494655,0.5422277098159,-0.084717374208736,0.608033510325768,-0.160014224118799,0.789367707475475
1.94684455609812,-1.17482670460112,1.52491273575724,-0.836046076697931,1.3601209050098,-0.281917038384098
-0.0209712808959594,0.5422277098159,-0.084717374208736,-0.836046076697931,-0.160014224118799,0.789367707475475
0.121011757888461,0.5422277098159,-0.084717374208736,-0.836046076697931,-0.160014224118799,-1.35320178424367
-0.941218359647324,0.5422277098159,1.52491273575724,0.608033510325768,-0.160014224118799,0.789367707475475
0.286790238302584,-1.17482670460112,-0.084717374208736,0.608033510325768,-0.160014224118799,-0.281917038384098
0.125580335210597,-1.17482670460112,-0.084717374208736,0.608033510325768,-0.160014224118799,-0.281917038384098
0.0564222433331539,-1.17482670460112,-1.69434748417472,0.608033510325768,-1.68014935324739,-2.42448653010324
NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA
