"PROFICIENCIA_LP_SAEB","TX_RESP_Q10b_num","TX_RESP_Q21a_num","TX_RESP_Q21d_num","TX_RESP_Q19_num"
NA,NA,NA,NA,NA
-0.160326032680982,-0.17293922475865,-0.253108798867333,-1.40185479059086,-0.520832658695125
NA,1.21057457331055,0.917519395894082,0.821086377346075,1.2310590114612
NA,NA,NA,NA,NA
-0.160407003331343,-0.17293922475865,-0.253108798867333,0.821086377346075,1.2310590114612
-0.161696534790948,-1.55645302282785,-1.42373699362875,0.821086377346075,1.2310590114612
-0.160185568972814,-0.17293922475865,0.917519395894082,0.821086377346075,1.2310590114612
-0.160538655188766,-0.17293922475865,-1.42373699362875,-1.40185479059086,1.2310590114612
-0.159770740516763,-1.55645302282785,-0.253108798867333,-1.40185479059086,-0.520832658695125
-0.161930888865918,1.21057457331055,0.917519395894082,0.821086377346075,1.2310590114612
-0.160125259688703,-1.55645302282785,-0.253108798867333,0.821086377346075,1.2310590114612
NA,NA,NA,NA,NA
-0.161651379919075,-1.55645302282785,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.159298668207148,1.21057457331055,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.161812349000259,-0.17293922475865,-0.253108798867333,-0.660874401278548,-0.520832658695125
-0.161367781258553,-1.55645302282785,-1.42373699362875,0.821086377346075,-0.520832658695125
-0.161230017833414,-1.55645302282785,-1.42373699362875,-1.40185479059086,2.98295068161753
-0.160842412160957,1.21057457331055,-0.253108798867333,0.821086377346075,2.98295068161753
-0.16075559111686,-1.55645302282785,2.0881475906555,0.821086377346075,-0.520832658695125
-0.160390903280094,-0.17293922475865,-0.253108798867333,0.0801059880337632,-0.520832658695125
-0.16186886121988,-0.17293922475865,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.158676507733941,1.21057457331055,-1.42373699362875,-1.40185479059086,-0.520832658695125
-0.159148581250764,-0.17293922475865,0.917519395894082,-1.40185479059086,-0.520832658695125
-0.15863677517982,-0.17293922475865,NA,NA,NA
-0.159372448638402,-0.17293922475865,0.917519395894082,-1.40185479059086,-0.520832658695125
-0.160752086679608,-0.17293922475865,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.159897190119493,-0.17293922475865,-0.253108798867333,-1.40185479059086,-0.520832658695125
-0.15994457488028,-1.55645302282785,-1.42373699362875,-1.40185479059086,-0.520832658695125
6.08486593689651,-0.17293922475865,NA,NA,NA
-0.159520378292002,-0.17293922475865,-0.253108798867333,0.0801059880337632,-0.520832658695125
-0.159980096802373,1.21057457331055,0.917519395894082,0.0801059880337632,-0.520832658695125
-0.160720012346242,-0.17293922475865,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.159770290667135,1.21057457331055,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.158755018774667,1.21057457331055,0.917519395894082,0.821086377346075,-0.520832658695125
-0.158646299283329,1.21057457331055,2.0881475906555,-1.40185479059086,-0.520832658695125
NA,NA,NA,NA,NA
-0.15920385882576,1.21057457331055,0.917519395894082,0.821086377346075,-0.520832658695125
-0.158218884870946,-0.17293922475865,-0.253108798867333,-1.40185479059086,-0.520832658695125
-0.162279606020243,1.21057457331055,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.158227413752117,1.21057457331055,2.0881475906555,-0.660874401278548,-0.520832658695125
-0.161732159501321,-0.17293922475865,-1.42373699362875,0.821086377346075,-0.520832658695125
-0.158859488937469,-0.17293922475865,-0.253108798867333,0.821086377346075,-0.520832658695125
-0.159109922497253,-0.17293922475865,0.917519395894082,0.0801059880337632,-0.520832658695125
-0.15921569381087,1.21057457331055,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
