"PROFICIENCIA_MT_SAEB","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23i_num"
-1.08091389247032,0.390285696125482,1.61161789918219,0.925550299358904
-0.703857160773203,0.390285696125482,0.522686886221252,0.925550299358904
1.09220246790984,0.390285696125482,-0.56624412673969,-0.793328828021918
-0.771415297144385,0.390285696125482,0.522686886221252,-0.793328828021918
-0.737875327342452,0.390285696125482,0.522686886221252,0.925550299358904
-1.19908443935284,NA,NA,NA
0.572730033666463,-0.878142816282335,0.522686886221252,-0.793328828021918
-0.273272670229417,-2.14657132869015,NA,0.925550299358904
-0.232500452360877,0.390285696125482,-0.56624412673969,-0.793328828021918
2.01205680580009,-0.878142816282335,-0.56624412673969,0.925550299358904
NA,NA,NA,NA
1.27803141123273,0.390285696125482,-0.56624412673969,-0.793328828021918
0.248000128123214,-0.878142816282335,0.522686886221252,-2.51220795540274
-0.294536360319901,-2.14657132869015,-1.65517513970063,-0.793328828021918
0.75028334213499,0.390285696125482,-1.65517513970063,-0.793328828021918
0.302904048084826,0.390285696125482,0.522686886221252,-0.793328828021918
-0.627700570260761,0.390285696125482,-0.56624412673969,0.925550299358904
-0.614434858108667,0.390285696125482,0.522686886221252,-0.793328828021918
0.757787727491268,0.390285696125482,0.522686886221252,0.925550299358904
2.23414827459868,-0.878142816282335,-0.56624412673969,-0.793328828021918
NA,NA,NA,NA
-0.487009159545541,0.390285696125482,-0.56624412673969,-0.793328828021918
0.342485209449067,-0.878142816282335,-1.65517513970063,0.925550299358904
NA,NA,NA,NA
-0.861467842567924,-0.878142816282335,0.522686886221252,0.925550299358904
-1.02524420321103,1.6587142085333,1.61161789918219,0.925550299358904
-1.25749870365225,0.390285696125482,0.522686886221252,0.925550299358904
1.51011845015452,-0.878142816282335,0.522686886221252,-0.793328828021918
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
0.181772970783103,1.6587142085333,1.61161789918219,0.925550299358904
-1.11570993208922,1.6587142085333,-1.65517513970063,0.925550299358904
