"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
0.15433215527161,-0.626679561440512,0.584615384615385,-0.684970386241481,0.791422313617123,-0.053415633069329,1.15642211721075,-0.0863353144637465,0.390285696125482,-0.56624412673969,0.0822885023345793
-0.391640388625723,-0.626679561440512,0.584615384615385,-0.684970386241481,-1.16829008200623,-0.053415633069329,-0.21025856676559,1.03602377356496,-0.878142816282335,0.522686886221252,0.0822885023345793
1.12351541736308,2.50671824576205,0.584615384615385,0.304431282773991,-0.188433884194553,-1.44222209287189,-1.57693925074193,-1.20869440249245,-2.14657132869015,-1.65517513970063,1.15203903268411
1.74597432806745,-0.626679561440512,-1.72307692307692,-0.684970386241481,-0.188433884194553,-0.053415633069329,-0.21025856676559,-1.20869440249245,0.390285696125482,-1.65517513970063,1.15203903268411
-0.79568694424719,-0.626679561440512,0.584615384615385,0.304431282773991,0.791422313617123,-0.053415633069329,-0.21025856676559,2.15838286159366,0.390285696125482,0.522686886221252,0.0822885023345793
-0.018279392738687,NA,NA,0.304431282773991,-0.188433884194553,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,-0.56624412673969,1.15203903268411
0.0273955402116447,NA,NA,NA,-1.16829008200623,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,0.522686886221252,0.0822885023345793
0.269242615321557,-0.626679561440512,-1.72307692307692,0.304431282773991,0.791422313617123,1.33539082673323,1.15642211721075,1.03602377356496,0.390285696125482,0.522686886221252,-0.98746202801495
1.25005998772342,-0.626679561440512,0.584615384615385,-1.67437205525695,-1.16829008200623,-1.44222209287189,-1.57693925074193,-1.20869440249245,-0.878142816282335,-0.56624412673969,0.0822885023345793
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.305104673962146,0.417786374293675,0.584615384615385,-1.67437205525695,-0.188433884194553,-0.053415633069329,1.15642211721075,1.03602377356496,0.390285696125482,-0.56624412673969,0.0822885023345793
1.13662983971843,1.46225231002786,0.584615384615385,-0.684970386241481,-1.16829008200623,-1.44222209287189,-0.21025856676559,-1.20869440249245,-0.878142816282335,-1.65517513970063,-2.05721255836448
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.586357941299648,1.46225231002786,0.584615384615385,-0.684970386241481,-1.16829008200623,-0.053415633069329,-0.21025856676559,-1.20869440249245,-0.878142816282335,0.522686886221252,0.0822885023345793
-1.07267229584478,0.417786374293675,0.584615384615385,1.29383295178946,1.7712785114288,2.72419728653579,2.52310280118708,2.15838286159366,1.6587142085333,1.61161789918219,1.15203903268411
-1.37084633902996,0.417786374293675,0.584615384615385,0.304431282773991,0.791422313617123,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,0.522686886221252,0.0822885023345793
-1.643869333189,-0.626679561440512,0.584615384615385,0.304431282773991,-0.188433884194553,-0.053415633069329,-0.21025856676559,-0.0863353144637465,-0.878142816282335,0.522686886221252,1.15203903268411
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.212030601517539,-0.626679561440512,-1.72307692307692,1.29383295178946,0.791422313617123,1.33539082673323,1.15642211721075,1.03602377356496,1.6587142085333,1.61161789918219,1.15203903268411
0.820424477261868,-0.626679561440512,0.584615384615385,-1.67437205525695,-1.16829008200623,-1.44222209287189,-1.57693925074193,-1.20869440249245,1.6587142085333,-1.65517513970063,-2.05721255836448
