"PROFICIENCIA_LP_SAEB","TX_RESP_Q21b_num","TX_RESP_Q21d_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q23b_num","TX_RESP_Q23c_num","TX_RESP_Q23g_num"
0.223976767318827,-0.626679561440512,0.584615384615385,1.29383295178946,1.7712785114288,1.33539082673323,-0.21025856676559,-0.0863353144637465,0.390285696125482,1.61161789918219,-0.98746202801495
-2.07091789125546,-0.626679561440512,0.584615384615385,1.29383295178946,0.791422313617123,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,0.522686886221252,1.15203903268411
-0.751668009250433,-0.626679561440512,0.584615384615385,1.29383295178946,0.791422313617123,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,-0.56624412673969,0.0822885023345793
-0.0931910121600219,0.417786374293675,-0.184615384615385,0.304431282773991,1.7712785114288,1.33539082673323,1.15642211721075,-0.0863353144637465,0.390285696125482,0.522686886221252,0.0822885023345793
-0.779695790084205,-0.626679561440512,-1.72307692307692,0.304431282773991,-0.188433884194553,-0.053415633069329,-0.21025856676559,-0.0863353144637465,0.390285696125482,0.522686886221252,0.0822885023345793
-1.1317396261454,-0.626679561440512,0.584615384615385,1.29383295178946,NA,NA,NA,NA,NA,NA,NA
0.247360342802669,-0.626679561440512,0.584615384615385,0.304431282773991,-0.188433884194553,-0.053415633069329,-0.21025856676559,-0.0863353144637465,-0.878142816282335,0.522686886221252,0.0822885023345793
1.45208129019814,0.417786374293675,-1.72307692307692,0.304431282773991,-0.188433884194553,-0.053415633069329,-0.21025856676559,-0.0863353144637465,-2.14657132869015,NA,-2.05721255836448
-0.700155696603323,-0.626679561440512,0.584615384615385,-1.67437205525695,-1.16829008200623,-0.053415633069329,1.15642211721075,1.03602377356496,0.390285696125482,-0.56624412673969,0.0822885023345793
1.26587674113615,2.50671824576205,-1.72307692307692,-0.684970386241481,-1.16829008200623,-1.44222209287189,-1.57693925074193,-1.20869440249245,-0.878142816282335,-0.56624412673969,-0.98746202801495
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
