"PROFICIENCIA_MT_SAEB","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q23c_num"
NA,NA,NA,NA
-1.48287179236407,-0.288913486222987,0.0780561803805277,-0.136055674254385
-0.730805465941727,0.830626272891086,1.32695506646897,-0.136055674254385
-0.56133263219428,-1.40845324533706,0.0780561803805277,-0.136055674254385
0.13551060712799,-0.288913486222987,1.32695506646897,1.31520485112572
1.45581286437236,0.830626272891086,0.0780561803805277,-0.136055674254385
-1.63761647050175,-1.40845324533706,1.32695506646897,-0.136055674254385
-0.766976168272359,0.830626272891086,1.32695506646897,1.31520485112572
NA,-1.40845324533706,0.0780561803805277,-0.136055674254385
0.238120085748009,NA,-1.17084270570792,-0.136055674254385
0.738884946740058,0.830626272891086,0.0780561803805277,-1.58731619963449
0.372654048799951,-0.288913486222987,0.0780561803805277,-0.136055674254385
NA,NA,NA,NA
NA,NA,NA,NA
0.553173019388391,0.830626272891086,-2.41974159179636,-0.136055674254385
NA,NA,NA,NA
-1.56746268306929,0.830626272891086,1.32695506646897,1.31520485112572
0.172177966836127,0.830626272891086,0.0780561803805277,1.31520485112572
NA,NA,NA,NA
-0.79716019086908,-1.40845324533706,1.32695506646897,-3.0385767250146
0.728282958664579,0.830626272891086,0.0780561803805277,-0.136055674254385
NA,NA,NA,NA
-2.03460004642086,-0.288913486222987,-1.17084270570792,1.31520485112572
NA,NA,NA,NA
NA,NA,NA,NA
1.67842621205994,-0.288913486222987,0.0780561803805277,-0.136055674254385
0.313882469432149,-2.52799300445113,0.0780561803805277,-0.136055674254385
1.50717235384298,0.830626272891086,-1.17084270570792,-0.136055674254385
1.06480998177587,-0.288913486222987,-1.17084270570792,-0.136055674254385
-0.678739257800757,0.830626272891086,0.0780561803805277,-0.136055674254385
-0.0631109758923861,-1.40845324533706,1.32695506646897,1.31520485112572
0.289632617957352,0.830626272891086,0.0780561803805277,-0.136055674254385
0.00294818675582924,-0.288913486222987,-1.17084270570792,-0.136055674254385
1.66973426501288,0.830626272891086,-1.17084270570792,-1.58731619963449
0.791821412643522,0.830626272891086,0.0780561803805277,-0.136055674254385
-1.36485747889993,-0.288913486222987,0.0780561803805277,1.31520485112572
-0.54861953483691,-1.40845324533706,1.32695506646897,-1.58731619963449
NA,NA,NA,NA
NA,NA,NA,NA
0.360679186018081,0.830626272891086,-1.17084270570792,1.31520485112572
-0.15769015355925,0.830626272891086,0.0780561803805277,-0.136055674254385
0.318119667446591,0.830626272891086,-1.17084270570792,-0.136055674254385
