"PROFICIENCIA_LP_SAEB","TX_RESP_Q10d_num","TX_RESP_Q10e_num","TX_RESP_Q10f_num","TX_RESP_Q21a_num","TX_RESP_Q21e_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q22h_num","TX_RESP_Q23b_num","TX_RESP_Q23g_num","TX_RESP_Q20_num"
-1.2288936629076,NA,NA,NA,0,-2.2248595461287,1.44337567297406,1.6583123951777,1.31243591777942,1.4070529413629,1.35240686518678,1.26131244777378,1.71269767715535,0.647905804468655,2.14087209644419
-1.82204998681083,0.793328828021918,0.301511344577763,0.936281675898539,0,-0.741619848709566,1.44337567297406,0.552770798392567,1.31243591777942,1.4070529413629,1.35240686518678,1.26131244777378,0.428174419288838,0.647905804468655,2.14087209644419
0.268348301813047,0.793328828021918,0.301511344577763,-0.20806259464412,0,0.741619848709566,0.288675134594813,0.552770798392567,NA,NA,NA,NA,-0.856348838577675,-0.462789860334753,-0.428174419288838
0.683110601722702,-0.661107356684931,0.301511344577763,-0.20806259464412,0,0.741619848709566,-0.866025403784439,-0.552770798392567,0.109369659814952,0.301511344577764,0.20806259464412,-1.71178117912156,0.428174419288838,-0.462789860334753,-0.428174419288838
0.846937492169967,-0.661107356684931,0.301511344577763,0.936281675898539,1.6583123951777,0.741619848709566,-0.866025403784439,-0.552770798392567,-1.09369659814952,-0.804030252207369,-0.936281675898539,0.270281238808668,0.428174419288838,1.75860146927206,-0.428174419288838
-0.968964735062559,-0.661107356684931,0.301511344577763,-1.35240686518678,0,-0.741619848709566,-0.866025403784439,0.552770798392567,0.109369659814952,0.301511344577764,0.20806259464412,-0.720749970156447,0.428174419288838,0.647905804468655,-0.428174419288838
1.88351453018584,-2.11554354139178,0.301511344577763,0.936281675898539,0,0.741619848709566,-0.866025403784439,-1.6583123951777,0.109369659814952,0.301511344577764,0.20806259464412,0.270281238808668,-0.856348838577675,-1.57348552513816,-0.428174419288838
0.282782542029841,0.793328828021918,0.301511344577763,-1.35240686518678,-1.6583123951777,0.741619848709566,0.288675134594813,0.552770798392567,-2.29676285611399,-1.9095718489925,-2.0806259464412,-0.720749970156447,-2.14087209644419,-1.57348552513816,-0.428174419288838
0.150338594426989,0.793328828021918,0.301511344577763,-0.20806259464412,0,-0.741619848709566,0.288675134594813,0.552770798392567,0.109369659814952,0.301511344577764,0.20806259464412,0.270281238808668,0.428174419288838,-0.462789860334753,-0.428174419288838
0.0772549094037795,0.793328828021918,0.301511344577763,0.936281675898539,0,-0.741619848709566,1.44337567297406,0.552770798392567,0.109369659814952,-0.804030252207369,0.20806259464412,1.26131244777378,0.428174419288838,0.647905804468655,-0.428174419288838
0.303738506238845,0.793328828021918,0.301511344577763,0.936281675898539,1.6583123951777,0.741619848709566,-0.866025403784439,-0.552770798392567,0.109369659814952,-0.804030252207369,-0.936281675898539,-0.720749970156447,0.428174419288838,0.647905804468655,-0.428174419288838
-0.476117093210018,-0.661107356684931,-3.01511344577764,-1.35240686518678,-1.6583123951777,0.741619848709566,-0.866025403784439,-1.6583123951777,0.109369659814952,0.301511344577764,0.20806259464412,-0.720749970156447,-0.856348838577675,-0.462789860334753,-0.428174419288838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
