"PROFICIENCIA_MT_SAEB","TX_RESP_Q22a_num","TX_RESP_Q22c_num","TX_RESP_Q22d_num","TX_RESP_Q22e_num","TX_RESP_Q22f_num","TX_RESP_Q20_num"
0.897183172386624,-0.0458534537460721,-1.62485582551677,-1.76571643414968,-1.23716047372031,-1.52655506627516,-0.324854102208928
-0.199337959232953,-1.28389670489001,-1.62485582551677,-0.511128441464382,-1.23716047372031,-0.277555466595484,-0.324854102208928
-0.845574708979135,-0.0458534537460721,-0.451348840421324,0.743459551220919,NA,-0.277555466595484,-0.324854102208928
-0.0907496795085448,-0.0458534537460721,1.89566512976956,0.743459551220919,-1.23716047372031,-0.277555466595484,-0.324854102208928
NA,NA,NA,NA,NA,NA,NA
1.40877304836704,-0.0458534537460721,-0.451348840421324,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
1.59162231296373,-0.0458534537460721,0.722158144674119,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
0.16537757755634,-0.0458534537460721,0.722158144674119,0.743459551220919,1.14199428343413,0.971444133084195,-0.324854102208928
-0.838288978752405,1.19218979739787,-0.451348840421324,0.743459551220919,1.14199428343413,0.971444133084195,-0.324854102208928
-0.104518664675772,1.19218979739787,-0.451348840421324,-0.511128441464382,-0.0475830951430887,-0.277555466595484,4.0606762776116
NA,NA,NA,NA,NA,NA,NA
-1.35974884035083,-0.0458534537460721,NA,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
1.00867281801526,-1.28389670489001,-0.451348840421324,-0.511128441464382,-0.0475830951430887,-1.52655506627516,-0.324854102208928
0.227811145454672,-0.0458534537460721,0.722158144674119,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
-0.868392919292017,-0.0458534537460721,-0.451348840421324,-0.511128441464382,-0.0475830951430887,2.22044373276387,NA
-1.05806690049693,NA,NA,NA,NA,NA,-0.324854102208928
0.882369029546524,1.19218979739787,-0.451348840421324,-1.76571643414968,-1.23716047372031,-1.52655506627516,-0.324854102208928
-0.3117971779465,1.19218979739787,0.722158144674119,-0.511128441464382,-1.23716047372031,-0.277555466595484,-0.324854102208928
-1.14742861249866,1.19218979739787,1.89566512976956,1.99804754390622,2.33157166201134,2.22044373276387,-0.324854102208928
0.713633877550036,-1.28389670489001,-0.451348840421324,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
0.285622532510812,-0.0458534537460721,-1.62485582551677,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
1.08386556185844,-2.52193995603395,-1.62485582551677,-0.511128441464382,-1.23716047372031,-0.277555466595484,-0.324854102208928
1.69498838280888,-0.0458534537460721,-0.451348840421324,-0.511128441464382,-0.0475830951430887,-0.277555466595484,-0.324854102208928
-1.43986012469951,-0.0458534537460721,0.722158144674119,0.743459551220919,1.14199428343413,0.971444133084195,1.86791108770134
-0.321195196290363,1.19218979739787,0.722158144674119,0.743459551220919,1.14199428343413,0.971444133084195,-0.324854102208928
1.26903567043015,-1.28389670489001,0.722158144674119,1.99804754390622,1.14199428343413,0.971444133084195,-0.324854102208928
-0.472277026631349,1.19218979739787,0.722158144674119,0.743459551220919,1.14199428343413,0.971444133084195,-0.324854102208928
0.536215378690502,-0.0458534537460721,-0.451348840421324,-0.511128441464382,-1.23716047372031,-1.52655506627516,-0.324854102208928
-1.89549844398032,1.19218979739787,0.722158144674119,-0.511128441464382,-0.0475830951430887,-0.277555466595484,1.86791108770134
-0.81243527480371,-1.28389670489001,0.722158144674119,1.99804754390622,NA,-0.277555466595484,-0.324854102208928
