"PROFICIENCIA_LP_SAEB","TX_RESP_Q10a_num","TX_RESP_Q22a_num","TX_RESP_Q22b_num","TX_RESP_Q20_num"
0.869520015141338,-0.78334945180064,-0.0458534537460721,-0.83535680332458,-0.324854102208928
0.109693103685692,0.78334945180064,-1.28389670489001,-1.85231291171972,-0.324854102208928
-0.0215359077680974,-0.78334945180064,-0.0458534537460721,-0.83535680332458,-0.324854102208928
-0.902773116479664,0.78334945180064,-0.0458534537460721,0.181599305070561,-0.324854102208928
NA,NA,NA,NA,NA
2.00857757167219,-0.78334945180064,-0.0458534537460721,0.181599305070561,-0.324854102208928
1.37346674376876,0.78334945180064,-0.0458534537460721,0.181599305070561,-0.324854102208928
0.38476110807423,0.78334945180064,-0.0458534537460721,1.1985554134657,-0.324854102208928
-0.0810864487618683,-0.78334945180064,1.19218979739787,1.1985554134657,-0.324854102208928
-0.421874138424527,-0.78334945180064,1.19218979739787,1.1985554134657,4.0606762776116
NA,NA,NA,NA,NA
-0.0343934937510632,-0.78334945180064,-0.0458534537460721,0.181599305070561,-0.324854102208928
1.09397864554801,-0.78334945180064,-1.28389670489001,0.181599305070561,-0.324854102208928
0.80024331707849,-0.78334945180064,-0.0458534537460721,-0.83535680332458,-0.324854102208928
-0.805807392585031,-0.78334945180064,-0.0458534537460721,0.181599305070561,NA
-0.330672441363226,0.78334945180064,NA,-0.83535680332458,-0.324854102208928
-1.42377754355204,2.35004835540192,1.19218979739787,1.1985554134657,-0.324854102208928
0.565070424431959,0.78334945180064,1.19218979739787,1.1985554134657,-0.324854102208928
-2.28048362205887,2.35004835540192,1.19218979739787,1.1985554134657,-0.324854102208928
-0.234583064597486,-0.78334945180064,-1.28389670489001,0.181599305070561,-0.324854102208928
-0.775170808401435,0.78334945180064,-0.0458534537460721,-0.83535680332458,-0.324854102208928
1.5188948740925,-0.78334945180064,-2.52193995603395,-1.85231291171972,-0.324854102208928
0.590736328600432,-0.78334945180064,-0.0458534537460721,0.181599305070561,-0.324854102208928
-0.51320203785097,0.78334945180064,-0.0458534537460721,0.181599305070561,1.86791108770134
-0.252542333188987,-0.78334945180064,1.19218979739787,1.1985554134657,-0.324854102208928
1.55196929784297,-0.78334945180064,-1.28389670489001,-1.85231291171972,-0.324854102208928
-0.632896951714317,0.78334945180064,1.19218979739787,0.181599305070561,-0.324854102208928
-0.927872833723338,-0.78334945180064,-0.0458534537460721,-0.83535680332458,-0.324854102208928
-1.30530756066708,-0.78334945180064,1.19218979739787,1.1985554134657,1.86791108770134
0.0770682649514236,0.78334945180064,-1.28389670489001,-0.83535680332458,-0.324854102208928
