"PROFICIENCIA_LP_SAEB","TX_RESP_Q21a_num","TX_RESP_Q21b_num","TX_RESP_Q22a_num","TX_RESP_Q23g_num"
0.460328290335404,-0.466393551049126,-1.03365965771622,0,-0.444374115391952
NA,NA,NA,NA,NA
-0.541280815307631,-0.466393551049126,-0.120192983455374,0,0.666561173087928
-1.18511802700087,-0.466393551049126,-1.03365965771622,0,0.666561173087928
0.564801391625055,-0.466393551049126,-0.120192983455374,0,-1.55530940387183
0.531491348282326,1.18718358448869,0.793273690805468,-1.09812674721144,-0.444374115391952
-0.132459895762966,-2.11997068658694,0.793273690805468,1.09812674721144,0.666561173087928
-1.05101481638679,-2.11997068658694,-1.03365965771622,1.09812674721144,-0.444374115391952
-0.545991922076976,-0.466393551049126,-1.03365965771622,1.09812674721144,0.666561173087928
-0.123158945167969,1.18718358448869,1.70674036506631,1.09812674721144,0.666561173087928
-0.459828720808906,-0.466393551049126,-1.03365965771622,1.09812674721144,0.666561173087928
-0.584203378112195,-0.466393551049126,-0.120192983455374,0,-0.444374115391952
0.863297497947079,1.18718358448869,0.793273690805468,0,-0.444374115391952
NA,NA,NA,NA,NA
0.927650712908929,1.18718358448869,1.70674036506631,0,-0.444374115391952
0.480666558573776,1.18718358448869,0.793273690805468,-2.19625349442288,-1.55530940387183
1.35919280626452,1.18718358448869,1.70674036506631,0,0.666561173087928
1.67502246253816,NA,NA,-2.19625349442288,NA
0.219307790708063,-0.466393551049126,-1.03365965771622,0,0.666561173087928
0.462987557114271,1.18718358448869,1.70674036506631,1.09812674721144,-1.55530940387183
0.915759562175581,-0.466393551049126,-0.120192983455374,0,0.666561173087928
0.389910887102152,-0.466393551049126,-0.120192983455374,0,-1.55530940387183
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
-2.72147657876761,1.18718358448869,-0.120192983455374,1.09812674721144,0.666561173087928
0.31795265183841,NA,NA,0,1.77749646156781
-1.23534577712733,-0.466393551049126,-1.03365965771622,0,0.666561173087928
-0.081889296845459,-0.466393551049126,-1.03365965771622,0,-0.444374115391952
-1.20375511219033,-0.466393551049126,-1.03365965771622,0,1.77749646156781
0.0385433801758419,-0.466393551049126,-1.03365965771622,-2.19625349442288,-1.55530940387183
-0.630455265315618,1.18718358448869,-1.03365965771622,1.09812674721144,-0.444374115391952
-0.313202135879922,-0.466393551049126,-1.03365965771622,1.09812674721144,0.666561173087928
0.701793310337998,-0.466393551049126,-1.03365965771622,0,-0.444374115391952
1.21271876420344,-2.11997068658694,0.793273690805468,0,NA
-0.595274578396618,-0.466393551049126,-0.120192983455374,1.09812674721144,0.666561173087928
1.72352688286151,1.18718358448869,1.70674036506631,0,-1.55530940387183
1.57396989904209,1.18718358448869,-0.120192983455374,0,0.666561173087928
0.253280059859199,1.18718358448869,-0.120192983455374,0,0.666561173087928
0.400911672065514,-0.466393551049126,1.70674036506631,0,0.666561173087928
-2.53633870482341,-0.466393551049126,NA,0,0.666561173087928
-0.918404192897412,-0.466393551049126,-0.120192983455374,1.09812674721144,1.77749646156781
1.09061881043534,1.18718358448869,-0.120192983455374,-2.19625349442288,-1.55530940387183
NA,NA,NA,NA,NA
-0.166881914384097,-0.466393551049126,0.793273690805468,0,-1.55530940387183
-0.907279565934578,NA,NA,-2.19625349442288,-0.444374115391952
0.352598859023734,-0.466393551049126,-1.03365965771622,-1.09812674721144,-0.444374115391952
-0.582971512231707,1.18718358448869,0.793273690805468,1.09812674721144,0.666561173087928
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
