"Variavel","N_Total","N_NA","Pct_NA"
"TX_RESP_Q21b_num",136,26,19.12
"TX_RESP_Q19_num",136,26,19.12
"TX_RESP_Q21c_num",136,25,18.38
"TX_RESP_Q21d_num",136,25,18.38
"TX_RESP_Q10f_num",136,24,17.65
"TX_RESP_Q21a_num",136,24,17.65
"TX_RESP_Q21e_num",136,24,17.65
"TX_RESP_Q22e_num",136,24,17.65
"TX_RESP_Q23d_num",136,24,17.65
"TX_RESP_Q20_num",136,24,17.65
"TX_RESP_Q10a_num",136,23,16.91
"TX_RESP_Q10d_num",136,23,16.91
"TX_RESP_Q10e_num",136,23,16.91
"TX_RESP_Q22c_num",136,23,16.91
"TX_RESP_Q22f_num",136,23,16.91
"TX_RESP_Q23c_num",136,23,16.91
"TX_RESP_Q23f_num",136,23,16.91
"TX_RESP_Q23g_num",136,23,16.91
"TX_RESP_Q10b_num",136,22,16.18
"TX_RESP_Q10c_num",136,22,16.18
"TX_RESP_Q22a_num",136,22,16.18
"TX_RESP_Q22b_num",136,22,16.18
"TX_RESP_Q22d_num",136,22,16.18
"TX_RESP_Q22g_num",136,22,16.18
"TX_RESP_Q22h_num",136,22,16.18
"TX_RESP_Q23a_num",136,22,16.18
"TX_RESP_Q23b_num",136,22,16.18
"TX_RESP_Q23e_num",136,22,16.18
"TX_RESP_Q23h_num",136,22,16.18
"TX_RESP_Q23i_num",136,22,16.18
"TX_RESP_Q01",136,0,0
"TX_RESP_Q02",136,0,0
"TX_RESP_Q03",136,0,0
"TX_RESP_Q04",136,0,0
"TX_RESP_Q05a",136,0,0
"TX_RESP_Q05b",136,0,0
"TX_RESP_Q05c",136,0,0
"TX_RESP_Q06",136,0,0
"TX_RESP_Q07a",136,0,0
"TX_RESP_Q07b",136,0,0
"TX_RESP_Q07c",136,0,0
"TX_RESP_Q07d",136,0,0
"TX_RESP_Q07e",136,0,0
"TX_RESP_Q08",136,0,0
"TX_RESP_Q09",136,0,0
"TX_RESP_Q10a",136,0,0
"TX_RESP_Q10b",136,0,0
"TX_RESP_Q10c",136,0,0
"TX_RESP_Q10d",136,0,0
"TX_RESP_Q10e",136,0,0
"TX_RESP_Q10f",136,0,0
"TX_RESP_Q11a",136,0,0
"TX_RESP_Q11b",136,0,0
"TX_RESP_Q11c",136,0,0
"TX_RESP_Q12a",136,0,0
"TX_RESP_Q12b",136,0,0
"TX_RESP_Q12c",136,0,0
"TX_RESP_Q12d",136,0,0
"TX_RESP_Q12e",136,0,0
"TX_RESP_Q12f",136,0,0
"TX_RESP_Q12g",136,0,0
"TX_RESP_Q13a",136,0,0
"TX_RESP_Q13b",136,0,0
"TX_RESP_Q13c",136,0,0
"TX_RESP_Q13d",136,0,0
"TX_RESP_Q13e",136,0,0
"TX_RESP_Q13f",136,0,0
"TX_RESP_Q13g",136,0,0
"TX_RESP_Q13h",136,0,0
"TX_RESP_Q13i",136,0,0
"TX_RESP_Q14",136,0,0
"TX_RESP_Q15a",136,0,0
"TX_RESP_Q15b",136,0,0
"TX_RESP_Q16",136,0,0
"TX_RESP_Q17",136,0,0
"TX_RESP_Q18",136,0,0
"TX_RESP_Q19",136,0,0
"TX_RESP_Q20",136,0,0
"TX_RESP_Q21a",136,0,0
"TX_RESP_Q21b",136,0,0
"TX_RESP_Q21c",136,0,0
"TX_RESP_Q21d",136,0,0
"TX_RESP_Q21e",136,0,0
"TX_RESP_Q22a",136,0,0
"TX_RESP_Q22b",136,0,0
"TX_RESP_Q22c",136,0,0
"TX_RESP_Q22d",136,0,0
"TX_RESP_Q22e",136,0,0
"TX_RESP_Q22f",136,0,0
"TX_RESP_Q22g",136,0,0
"TX_RESP_Q22h",136,0,0
"TX_RESP_Q23a",136,0,0
"TX_RESP_Q23b",136,0,0
"TX_RESP_Q23c",136,0,0
"TX_RESP_Q23d",136,0,0
"TX_RESP_Q23e",136,0,0
"TX_RESP_Q23f",136,0,0
"TX_RESP_Q23g",136,0,0
"TX_RESP_Q23h",136,0,0
"TX_RESP_Q23i",136,0,0
"TX_RESP_Q24",136,0,0
"TX_RESP_Q25",136,0,0
