"PROFICIENCIA_MT_SAEB","TX_RESP_Q10a_num","TX_RESP_Q10f_num","TX_RESP_Q21d_num","TX_RESP_Q22c_num","TX_RESP_Q22h_num","TX_RESP_Q23a_num","TX_RESP_Q23c_num","TX_RESP_Q23d_num","TX_RESP_Q23e_num","TX_RESP_Q23f_num","TX_RESP_Q23h_num","TX_RESP_Q20_num"
-0.450456392038283,0.433012701892219,1.58113883008419,0.75,-0.775217091182553,-1.30410542318245,0,-0.787322709681569,-0.875811312181713,-0.465130254709532,0.330169089872109,0.30804003630634,-0.25
0.28847911959465,0.433012701892219,1.58113883008419,0.75,0.465130254709532,0.892282657966937,1.11803398874989,0.357873958946168,0.291937104060571,0.775217091182553,0.330169089872109,-0.677688079873948,-0.25
-0.261462160818997,0.433012701892219,0,-1.25,0.465130254709532,0.892282657966937,1.11803398874989,0.357873958946168,0.291937104060571,0.775217091182553,0.330169089872109,1.29376815248663,-0.25
0.947261780352456,0.433012701892219,0,0.75,-0.775217091182553,0.892282657966937,1.11803398874989,1.5030706275739,1.45968552030286,0.775217091182553,1.38671017746286,1.29376815248663,-0.25
1.23276344634923,0.433012701892219,0,0.75,-0.775217091182553,0.892282657966937,0,0.357873958946168,0.291937104060571,0.775217091182553,0.330169089872109,0.30804003630634,-0.25
-1.05101158679629,-1.29903810567666,0,0.75,0.465130254709532,-1.30410542318245,0,-0.787322709681569,0.291937104060571,0.775217091182553,0.330169089872109,0.30804003630634,-0.25
-0.0202244113476437,-1.29903810567666,0,-1.25,1.70547760060162,0.892282657966937,0,0.357873958946168,0.291937104060571,0.775217091182553,0.330169089872109,0.30804003630634,-0.25
-1.23599007773707,2.1650635094611,0,-1.25,1.70547760060162,-0.205911382607755,0,0.357873958946168,0.291937104060571,-0.465130254709532,-0.72637199771864,0.30804003630634,-0.25
-1.13720669838378,-1.29903810567666,0,-1.25,-0.775217091182553,-1.30410542318245,0,0.357873958946168,0.291937104060571,-0.465130254709532,-1.78291308530939,-1.66341619605424,-0.25
-0.645735844995032,0.433012701892219,-1.58113883008419,-1.25,-0.775217091182553,-1.30410542318245,0,0.357873958946168,0.291937104060571,-0.465130254709532,0.330169089872109,0.30804003630634,-0.25
1.55652073575077,0.433012701892219,0,0.75,-0.775217091182553,-0.205911382607755,0,-0.787322709681569,-0.875811312181713,-0.465130254709532,0.330169089872109,-0.677688079873948,3.75
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1.30083180478221,0.433012701892219,0,0.75,-0.775217091182553,-0.205911382607755,0,0.357873958946168,0.291937104060571,-0.465130254709532,0.330169089872109,0.30804003630634,-0.25
-1.45671499564829,-1.29903810567666,-1.58113883008419,0.75,-0.775217091182553,-1.30410542318245,-2.23606797749979,-1.93251937830931,-2.043559728424,-1.70547760060162,-1.78291308530939,-1.66341619605424,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.948637091043623,0.433012701892219,1.58113883008419,0.75,-0.775217091182553,0.892282657966937,1.11803398874989,1.5030706275739,1.45968552030286,2.01556443707464,1.38671017746286,1.29376815248663,-0.25
0.603955475314638,0.433012701892219,0,-1.25,0.465130254709532,0.892282657966937,0,0.357873958946168,0.291937104060571,-0.465130254709532,0.330169089872109,0.30804003630634,-0.25
-0.619647285422173,-1.29903810567666,-1.58113883008419,0.75,1.70547760060162,0.892282657966937,-2.23606797749979,-1.93251937830931,-2.043559728424,-1.70547760060162,-1.78291308530939,-1.66341619605424,-0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
